Orthogroup	Mavium	Mbovis
OG0001622	AAS02489.1	ALV12721.1
OG0001623	AAS05559.1, AAS06874.1	ALV12745.1
OG0001624	AAS06882.1	ALV12751.1
OG0001625	AAS06884.1	ALV12752.1
OG0001626	AAS06885.1	ALV13247.1
OG0001627	AAS06886.1	ALV12753.1
OG0001628	AAS06889.1	ALV12756.1
OG0001629	AAS06891.1	ALV12758.1
OG0001630	AAS06892.1	ALV12759.1
OG0001631	AAS06893.1	ALV12760.1
OG0001632	AAS06894.1	ALV12761.1
OG0001633	AAS06895.1	ALV12762.1
OG0001634	AAS06896.1	ALV12763.1
OG0001635	AAS06897.1	ALV12764.1
OG0001637	AAS02934.1, AAS02415.1, AAS06094.1	ALV10006.1
OG0001649	AAS04242.1	ALV13022.1
OG0001650	AAS05974.1	ALV12238.1, ALV12221.1, ALV12255.1
OG0001652	AAS06877.1, AAS06878.1	ALV11143.1
OG0001653	AAS02327.1	ALV09288.1
OG0001655	AAS02331.1	ALV09291.1
OG0001656	AAS02350.1	ALV09301.1
OG0001657	AAS02352.1	ALV09302.1
OG0001658	AAS02354.1	ALV09304.1
OG0001659	AAS02355.1	ALV12768.1
OG0001660	AAS02356.1	ALV09305.1
OG0001661	AAS02357.1	ALV09306.1
OG0001662	AAS02358.1	ALV09307.1
OG0001663	AAS02359.1	ALV09308.1
OG0001664	AAS02360.1	ALV12769.1
OG0001665	AAS02361.1	ALV09314.1
OG0001666	AAS02363.1	ALV09315.1
OG0001667	AAS02370.1	ALV09319.1
OG0001668	AAS02372.1	ALV09321.1
OG0001669	AAS02379.1	ALV09324.1
OG0001670	AAS02383.1	ALV09328.1
OG0001671	AAS02597.1	ALV09338.1
OG0001672	AAS02398.1	ALV09339.1
OG0001674	AAS06866.1	ALV09353.1
OG0001675	AAS06842.1	ALV12772.1
OG0001683	AAS06049.1	ALV09381.1
OG0001684	AAS03253.1	ALV09385.1
OG0001685	AAS06073.1	ALV12780.1
OG0001686	AAS06075.1	ALV09389.1
OG0001687	AAS06076.1	ALV09390.1
OG0001688	AAS06078.1	ALV09395.1
OG0001689	AAS06079.1	ALV09396.1
OG0001690	AAS06080.1	ALV09397.1
OG0001691	AAS06088.1	ALV09399.1
OG0001692	AAS06091.1	ALV09401.1
OG0001693	AAS06092.1	ALV09402.1
OG0001694	AAS06102.1	ALV09403.1
OG0001695	AAS06106.1	ALV09407.1
OG0001696	AAS06108.1	ALV09409.1
OG0001697	AAS06109.1	ALV12782.1
OG0001698	AAS06240.1	ALV12783.1
OG0001699	AAS06112.1	ALV09410.1
OG0001700	AAS06113.1	ALV09411.1
OG0001701	AAS06118.1	ALV09416.1
OG0001702	AAS06120.1	ALV09417.1
OG0001703	AAS06125.1	ALV09422.1
OG0001704	AAS06146.1	ALV12789.1
OG0001705	AAS06147.1	ALV09425.1
OG0001706	AAS06165.1	ALV09440.1
OG0001707	AAS06171.1	ALV12791.1
OG0001708	AAS06177.1	ALV09448.1
OG0001709	AAS06180.1	ALV09449.1
OG0001710	AAS06183.1	ALV09452.1
OG0001711	AAS06184.1	ALV09453.1
OG0001715	AAS06190.1	ALV09462.1
OG0001716	AAS06194.1	ALV09466.1
OG0001717	AAS06195.1	ALV09467.1
OG0001718	AAS06206.1	ALV09476.1
OG0001719	AAS06218.1	ALV09487.1
OG0001720	AAS06219.1	ALV09488.1
OG0001721	AAS06221.1	ALV09489.1
OG0001722	AAS06222.1	ALV09490.1
OG0001723	AAS06235.1	ALV09492.1
OG0001725	AAS06247.1	ALV09505.1
OG0001726	AAS06248.1	ALV09506.1
OG0001727	AAS06249.1	ALV09507.1
OG0001728	AAS06251.1	ALV09509.1
OG0001729	AAS06252.1	ALV12796.1
OG0001730	AAS06253.1	ALV09510.1
OG0001731	AAS04264.1	ALV09511.1
OG0001732	AAS05250.1	ALV09512.1
OG0001733	AAS06254.1	ALV09515.1
OG0001734	AAS06255.1	ALV09516.1
OG0001735	AAS06256.1	ALV09517.1
OG0001737	AAS06260.1	ALV09522.1
OG0001738	AAS06263.1	ALV09526.1
OG0001739	AAS06269.1	ALV09531.1
OG0001740	AAS06273.1	ALV09532.1
OG0001741	AAS06274.1	ALV09533.1
OG0001742	AAS06339.1	ALV12797.1
OG0001743	AAS06340.1	ALV09552.1
OG0001744	AAS04435.1	ALV09553.1
OG0001745	AAS06341.1	ALV12798.1
OG0001746	AAS06342.1	ALV09563.1
OG0001747	AAS06344.1	ALV09564.1
OG0001748	AAS06350.1	ALV09569.1
OG0001750	AAS06352.1	ALV12799.1
OG0001751	AAS04445.1	ALV12800.1
OG0001752	AAS06376.1	ALV09586.1
OG0001753	AAS06377.1	ALV12801.1
OG0001754	AAS06387.1	ALV09595.1
OG0001755	AAS06416.1	ALV09609.1
OG0001757	AAS06410.1	ALV09615.1
OG0001758	AAS04093.1	ALV09616.1
OG0001759	AAS04094.1	ALV09617.1
OG0001760	AAS02402.1	ALV09626.1
OG0001761	AAS06408.1	ALV09629.1
OG0001762	AAS06401.1	ALV12806.1
OG0001763	AAS06421.1	ALV09635.1
OG0001764	AAS06425.1	ALV09644.1
OG0001765	AAS06428.1	ALV09646.1
OG0001766	AAS06435.1	ALV09654.1
OG0001767	AAS06436.1	ALV09655.1
OG0001768	AAS06445.1	ALV09658.1
OG0001769	AAS06446.1	ALV09659.1
OG0001770	AAS06458.1	ALV09665.1
OG0001771	AAS02435.1	ALV09666.1
OG0001772	AAS06461.1	ALV09667.1
OG0001773	AAS06464.1	ALV09670.1
OG0001774	AAS06466.1	ALV12808.1
OG0001775	AAS06467.1	ALV09673.1
OG0001776	AAS06473.1	ALV09679.1
OG0001777	AAS06482.1	ALV09683.1
OG0001778	AAS06488.1	ALV09686.1
OG0001779	AAS06492.1	ALV09687.1
OG0001780	AAS06495.1	ALV09696.1
OG0001781	AAS06499.1	ALV09700.1
OG0001782	AAS06501.1	ALV09702.1
OG0001783	AAS06502.1	ALV09703.1
OG0001784	AAS06503.1	ALV09704.1
OG0001785	AAS06504.1	ALV12812.1
OG0001786	AAS06505.1	ALV09705.1
OG0001787	AAS06511.1	ALV09711.1
OG0001788	AAS06516.1	ALV12814.1
OG0001789	AAS06517.1	ALV09717.1
OG0001790	AAS06527.1	ALV09725.1
OG0001791	AAS06528.1	ALV09726.1
OG0001792	AAS03702.1	ALV09729.1
OG0001793	AAS06535.1	ALV09731.1
OG0001794	AAS06540.1	ALV09736.1
OG0001796	AAS06551.1	ALV09746.1
OG0001797	AAS06556.1	ALV09749.1
OG0001798	AAS06557.1	ALV09751.1
OG0001799	AAS06558.1	ALV09752.1
OG0001800	AAS06559.1	ALV09753.1
OG0001801	AAS06564.1	ALV09757.1
OG0001802	AAS06568.1	ALV12826.1
OG0001803	AAS06578.1	ALV09766.1
OG0001804	AAS06580.1	ALV09768.1
OG0001805	AAS06582.1	ALV09769.1
OG0001806	AAS06583.1	ALV09770.1
OG0001807	AAS06584.1	ALV09771.1
OG0001808	AAS06585.1	ALV09772.1
OG0001809	AAS06586.1	ALV09773.1
OG0001810	AAS06587.1	ALV09774.1
OG0001811	AAS06598.1	ALV09784.1
OG0001812	AAS06599.1	ALV09785.1
OG0001813	AAS06604.1	ALV09789.1
OG0001814	AAS02442.1	ALV09792.1
OG0001815	AAS06611.1	ALV12830.1
OG0001816	AAS06612.1	ALV09796.1
OG0001817	AAS06613.1	ALV09797.1
OG0001818	AAS06623.1	ALV09808.1
OG0001819	AAS06625.1	ALV09811.1
OG0001820	AAS06626.1	ALV09812.1
OG0001821	AAS06631.1	ALV09814.1
OG0001822	AAS03419.1	ALV09828.1
OG0001823	AAS06363.1	ALV09839.1
OG0001824	AAS06621.1	ALV12838.1
OG0001825	AAS06622.1	ALV09845.1
OG0001826	AAS06640.1	ALV09850.1
OG0001827	AAS04345.1	ALV09851.1
OG0001828	AAS04344.1	ALV09852.1
OG0001829	AAS06641.1	ALV09854.1
OG0001830	AAS06644.1	ALV09855.1
OG0001831	AAS06652.1	ALV09856.1
OG0001832	AAS06653.1	ALV12840.1
OG0001833	AAS06671.1	ALV09873.1
OG0001834	AAS06672.1	ALV12841.1
OG0001835	AAS06673.1	ALV09874.1
OG0001836	AAS06677.1	ALV09877.1
OG0001837	AAS06838.1	ALV09896.1
OG0001838	AAS06683.1	ALV09897.1
OG0001839	AAS06684.1	ALV09898.1
OG0001840	AAS06685.1	ALV09899.1
OG0001841	AAS06686.1	ALV09900.1
OG0001842	AAS06688.1	ALV09904.1
OG0001843	AAS06689.1	ALV09905.1
OG0001844	AAS06695.1	ALV09909.1
OG0001845	AAS06696.1	ALV09910.1
OG0001846	AAS06697.1	ALV09911.1
OG0001847	AAS06700.1	ALV09913.1
OG0001848	AAS06701.1	ALV09914.1
OG0001849	AAS06702.1	ALV09916.1
OG0001850	AAS06703.1	ALV09917.1
OG0001851	AAS06704.1	ALV09918.1
OG0001852	AAS06705.1	ALV09919.1
OG0001853	AAS06707.1	ALV09920.1
OG0001854	AAS06708.1	ALV09921.1
OG0001855	AAS06724.1	ALV09938.1
OG0001856	AAS06743.1	ALV09953.1
OG0001857	AAS06745.1	ALV09954.1
OG0001858	AAS06751.1	ALV12846.1
OG0001859	AAS06752.1	ALV09960.1
OG0001860	AAS06762.1	ALV09961.1
OG0001861	AAS06765.1	ALV09975.1
OG0001862	AAS06418.1	ALV09976.1
OG0001863	AAS02908.1	ALV09982.1
OG0001864	AAS02913.1	ALV09987.1
OG0001865	AAS02914.1	ALV09988.1
OG0001866	AAS02915.1	ALV09989.1
OG0001867	AAS02916.1	ALV09990.1
OG0001868	AAS02920.1	ALV09993.1
OG0001869	AAS02924.1	ALV09997.1
OG0001870	AAS02926.1	ALV09999.1
OG0001871	AAS02927.1	ALV10000.1
OG0001872	AAS02929.1	ALV10002.1
OG0001873	AAS02930.1	ALV10003.1
OG0001874	AAS02937.1	ALV10008.1
OG0001875	AAS02939.1	ALV10011.1
OG0001876	AAS02941.1	ALV10012.1
OG0001877	AAS02944.1	ALV10015.1
OG0001878	AAS02947.1	ALV10022.1
OG0001879	AAS02948.1	ALV12851.1
OG0001880	AAS02950.1	ALV10024.1
OG0001881	AAS02953.1	ALV10027.1
OG0001883	AAS02959.1	ALV10034.1
OG0001884	AAS02966.1	ALV12854.1
OG0001885	AAS02973.1	ALV10041.1
OG0001886	AAS02977.1	ALV12856.1
OG0001887	AAS02978.1	ALV10044.1
OG0001888	AAS02979.1	ALV12857.1
OG0001889	AAS03533.1	ALV10050.1
OG0001890	AAS02987.1	ALV10053.1
OG0001891	AAS03001.1	ALV10055.1
OG0001892	AAS03005.1	ALV10058.1
OG0001893	AAS03007.1	ALV12859.1
OG0001894	AAS03027.1	ALV10063.1
OG0001895	AAS03098.1	ALV12862.1
OG0001896	AAS03102.1	ALV10066.1
OG0001897	AAS03105.1	ALV10067.1
OG0001898	AAS03119.1	ALV10072.1
OG0001899	AAS03120.1	ALV10073.1
OG0001900	AAS03121.1	ALV10074.1
OG0001901	AAS03123.1	ALV10076.1
OG0001902	AAS03124.1	ALV10077.1
OG0001903	AAS03126.1	ALV10078.1
OG0001904	AAS03128.1	ALV10081.1
OG0001905	AAS03137.1	ALV10089.1
OG0001906	AAS03138.1	ALV10090.1
OG0001907	AAS03143.1	ALV10095.1
OG0001908	AAS03144.1	ALV10096.1
OG0001909	AAS03147.1	ALV10103.1
OG0001910	AAS03148.1	ALV10104.1
OG0001911	AAS03156.1	ALV10109.1
OG0001912	AAS03158.1	ALV12869.1
OG0001913	AAS03160.1	ALV10112.1
OG0001915	AAS03185.1	ALV10128.1
OG0001916	AAS03188.1	ALV10131.1
OG0001917	AAS03192.1	ALV12874.1
OG0001918	AAS03198.1	ALV10140.1
OG0001919	AAS03203.1	ALV10143.1
OG0001920	AAS03207.1	ALV12877.1
OG0001921	AAS03216.1	ALV12879.1
OG0001922	AAS03222.1	ALV10155.1
OG0001923	AAS03223.1	ALV10156.1
OG0001924	AAS03226.1	ALV10168.1
OG0001925	AAS03228.1	ALV12881.1
OG0001926	AAS03229.1	ALV10170.1
OG0001927	AAS03230.1	ALV10171.1
OG0001928	AAS03231.1	ALV10172.1
OG0001929	AAS03238.1	ALV10186.1
OG0001930	AAS03257.1	ALV12886.1
OG0001932	AAS03259.1	ALV10195.1
OG0001933	AAS03302.1	ALV10211.1
OG0001934	AAS03305.1	ALV10213.1
OG0001935	AAS03306.1	ALV10214.1
OG0001936	AAS03312.1	ALV10219.1
OG0001937	AAS03313.1	ALV10220.1
OG0001938	AAS03317.1	ALV10222.1
OG0001939	AAS03315.1	ALV10223.1
OG0001940	AAS03314.1	ALV10224.1
OG0001941	AAS03318.1	ALV10225.1
OG0001942	AAS03319.1	ALV10226.1
OG0001943	AAS03323.1	ALV10251.1
OG0001944	AAS03324.1	ALV12892.1
OG0001945	AAS03325.1	ALV10252.1
OG0001946	AAS02666.1	ALV12893.1
OG0001947	AAS03326.1	ALV10253.1
OG0001948	AAS03327.1	ALV10254.1
OG0001949	AAS03328.1	ALV10255.1
OG0001950	AAS03329.1	ALV10256.1
OG0001951	AAS03330.1	ALV10257.1
OG0001952	AAS03331.1	ALV12894.1
OG0001953	AAS03332.1	ALV10258.1
OG0001954	AAS03333.1	ALV10260.1
OG0001955	AAS03338.1	ALV12897.1
OG0001956	AAS03339.1	ALV12898.1
OG0001957	AAS03341.1	ALV10265.1
OG0001958	AAS05023.1	ALV10272.1
OG0001959	AAS05021.1	ALV12899.1
OG0001960	AAS05011.1	ALV10287.1
OG0001961	AAS05006.1	ALV10293.1
OG0001962	AAS04997.1	ALV10303.1
OG0001963	AAS04992.1	ALV10304.1
OG0001964	AAS04991.1	ALV10307.1
OG0001965	AAS04990.1	ALV12901.1
OG0001966	AAS04989.1	ALV10309.1
OG0001967	AAS04987.1	ALV10311.1
OG0001968	AAS04986.1	ALV10312.1
OG0001969	AAS04984.1	ALV10313.1
OG0001970	AAS04983.1	ALV12902.1
OG0001971	AAS04982.1	ALV10314.1
OG0001972	AAS02614.1	ALV12903.1
OG0001973	AAS02612.1	ALV12904.1
OG0001974	AAS06665.1	ALV10319.1
OG0001975	AAS04960.1	ALV10325.1
OG0001976	AAS04957.1	ALV10326.1
OG0001977	AAS04955.1	ALV12907.1
OG0001978	AAS04949.1	ALV10337.1
OG0001979	AAS05764.1	ALV10338.1
OG0001980	AAS04948.1	ALV12908.1
OG0001981	AAS04945.1	ALV10341.1
OG0001982	AAS04938.1	ALV10346.1
OG0001983	AAS04937.1	ALV10347.1
OG0001984	AAS04935.1	ALV10349.1
OG0001985	AAS04931.1	ALV10352.1
OG0001986	AAS02456.1	ALV10361.1
OG0001987	AAS04911.1	ALV12913.1
OG0001988	AAS04910.1	ALV12914.1
OG0001989	AAS04909.1	ALV10368.1
OG0001990	AAS02487.1	ALV10369.1
OG0001991	AAS04898.1	ALV12915.1
OG0001992	AAS04890.1	ALV10381.1
OG0001993	AAS04888.1	ALV10383.1
OG0001995	AAS04880.1	ALV10393.1
OG0001996	AAS04879.1	ALV10394.1
OG0001997	AAS04878.1	ALV10395.1
OG0001998	AAS04877.1	ALV10396.1
OG0001999	AAS04868.1	ALV10405.1
OG0002000	AAS04866.1	ALV10408.1
OG0002001	AAS04851.1	ALV10422.1
OG0002002	AAS04838.1	ALV10425.1
OG0002003	AAS04836.1	ALV10427.1
OG0002004	AAS04833.1	ALV10428.1
OG0002005	AAS04996.1	ALV12924.1
OG0002006	AAS04827.1	ALV10430.1
OG0002007	AAS04823.1	ALV10433.1
OG0002008	AAS03994.1	ALV10436.1
OG0002009	AAS04818.1	ALV10438.1
OG0002010	AAS04804.1	ALV10449.1
OG0002011	AAS04802.1	ALV12928.1
OG0002012	AAS04800.1	ALV10451.1
OG0002013	AAS04760.1	ALV10481.1
OG0002014	AAS04755.1	ALV10486.1
OG0002015	AAS04751.1	ALV10491.1
OG0002016	AAS04750.1	ALV12932.1
OG0002017	AAS04749.1	ALV10492.1
OG0002018	AAS04748.1	ALV10493.1
OG0002019	AAS04747.1	ALV10494.1
OG0002020	AAS03870.1	ALV10509.1
OG0002021	AAS04731.1	ALV10511.1
OG0002022	AAS04725.1	ALV10513.1
OG0002023	AAS04720.1	ALV10515.1
OG0002024	AAS04711.1	ALV10516.1
OG0002025	AAS03660.1	ALV10519.1
OG0002027	AAS04678.1	ALV10527.1
OG0002028	AAS03430.1	ALV10531.1
OG0002029	AAS03431.1	ALV10540.1
OG0002030	AAS03434.1	ALV10543.1
OG0002031	AAS03445.1	ALV10559.1
OG0002032	AAS03446.1	ALV12938.1
OG0002033	AAS03451.1	ALV10563.1
OG0002034	AAS03473.1	ALV10579.1
OG0002035	AAS03479.1	ALV10585.1
OG0002036	AAS03480.1	ALV10586.1
OG0002037	AAS06361.1	ALV10589.1
OG0002038	AAS03490.1	ALV10600.1
OG0002039	AAS03493.1	ALV10603.1
OG0002040	AAS03497.1	ALV12944.1
OG0002041	AAS03498.1	ALV10611.1
OG0002042	AAS03516.1	ALV10630.1
OG0002043	AAS03532.1	ALV10645.1
OG0002044	AAS03541.1	ALV10648.1
OG0002045	AAS03560.1	ALV10670.1
OG0002046	AAS04803.1	ALV10671.1
OG0002047	AAS03561.1	ALV10672.1
OG0002048	AAS03570.1	ALV10681.1
OG0002049	AAS03571.1	ALV10682.1
OG0002050	AAS03578.1	ALV10688.1
OG0002051	AAS03586.1	ALV10699.1
OG0002052	AAS03590.1	ALV12956.1
OG0002053	AAS03594.1	ALV10705.1
OG0002054	AAS03569.1	ALV10712.1
OG0002055	AAS03609.1	ALV10713.1
OG0002056	AAS03619.1	ALV10722.1
OG0002057	AAS03629.1	ALV10732.1
OG0002058	AAS03630.1	ALV10733.1
OG0002059	AAS03631.1	ALV10734.1
OG0002060	AAS03632.1	ALV10735.1
OG0002061	AAS03633.1	ALV10736.1
OG0002062	AAS03637.1	ALV10740.1
OG0002063	AAS03647.1	ALV10745.1
OG0002064	AAS03653.1	ALV10746.1
OG0002065	AAS03659.1	ALV10748.1
OG0002066	AAS03690.1	ALV10775.1
OG0002067	AAS03691.1	ALV10776.1
OG0002068	AAS03709.1	ALV10792.1
OG0002069	AAS03714.1	ALV10796.1
OG0002070	AAS03715.1	ALV12969.1
OG0002071	AAS03716.1	ALV10797.1
OG0002072	AAS03726.1	ALV10807.1
OG0002073	AAS04018.1	ALV12971.1
OG0002074	AAS04017.1	ALV10826.1
OG0002075	AAS04792.1	ALV12972.1
OG0002077	AAS03649.1	ALV10846.1
OG0002078	AAS03965.1	ALV10847.1
OG0002079	AAS06821.1	ALV12977.1
OG0002080	AAS03164.1	ALV10852.1
OG0002081	AAS04362.1	ALV10854.1
OG0002082	AAS06870.1	ALV10856.1
OG0002083	AAS06085.1	ALV10864.1
OG0002084	AAS03809.1	ALV10870.1
OG0002085	AAS02325.1	ALV10873.1
OG0002086	AAS02326.1	ALV10874.1
OG0002087	AAS03810.1	ALV10875.1
OG0002088	AAS03817.1	ALV12982.1
OG0002089	AAS03820.1	ALV10879.1
OG0002090	AAS03821.1	ALV10880.1
OG0002091	AAS03842.1	ALV10906.1
OG0002092	AAS03845.1	ALV10908.1
OG0002093	AAS03853.1	ALV12985.1
OG0002094	AAS03854.1	ALV10915.1
OG0002095	AAS03855.1	ALV10916.1
OG0002096	AAS04366.1	ALV10925.1
OG0002097	AAS03867.1	ALV10933.1
OG0002098	AAS03868.1	ALV10934.1
OG0002100	AAS03877.1	ALV10938.1
OG0002101	AAS03882.1	ALV10948.1
OG0002102	AAS03884.1	ALV10949.1
OG0002103	AAS03885.1	ALV10950.1
OG0002104	AAS03889.1	ALV10954.1
OG0002105	AAS03893.1	ALV10957.1
OG0002106	AAS03895.1	ALV10959.1
OG0002107	AAS03896.1	ALV10960.1
OG0002108	AAS03898.1	ALV10961.1
OG0002109	AAS03903.1	ALV10964.1
OG0002110	AAS03908.1	ALV10965.1
OG0002111	AAS03909.1	ALV10966.1
OG0002112	AAS03916.1	ALV12987.1
OG0002113	AAS03917.1	ALV10969.1
OG0002114	AAS03922.1	ALV10971.1
OG0002115	AAS03925.1	ALV10974.1
OG0002116	AAS06754.1	ALV12989.1
OG0002117	AAS03929.1	ALV10977.1
OG0002118	AAS03933.1	ALV10978.1
OG0002119	AAS03934.1	ALV10979.1
OG0002120	AAS03935.1	ALV10980.1
OG0002121	AAS03940.1	ALV10984.1
OG0002122	AAS03941.1	ALV10985.1
OG0002123	AAS03985.1	ALV10993.1
OG0002124	AAS03986.1	ALV10994.1
OG0002125	AAS03955.1	ALV12993.1
OG0002126	AAS02389.1	ALV11002.1
OG0002127	AAS05710.1	ALV11004.1
OG0002128	AAS03964.1	ALV11006.1
OG0002129	AAS03966.1	ALV11008.1
OG0002130	AAS03968.1	ALV11010.1
OG0002131	AAS03970.1	ALV11012.1
OG0002132	AAS02893.1	ALV11015.1
OG0002133	AAS02763.1	ALV11017.1
OG0002134	AAS03168.1	ALV11031.1
OG0002135	AAS06630.1	ALV12998.1
OG0002136	AAS02433.1	ALV11042.1
OG0002137	AAS02390.1	ALV11044.1
OG0002139	AAS03997.1	ALV11051.1
OG0002140	AAS04402.1	ALV11061.1
OG0002141	AAS06766.1	ALV11069.1
OG0002142	AAS04399.1	ALV11072.1
OG0002143	AAS06818.1	ALV11088.1
OG0002144	AAS06819.1	ALV13003.1
OG0002145	AAS05101.1	ALV11093.1
OG0002146	AAS04080.1	ALV11100.1
OG0002147	AAS03958.1	ALV11101.1
OG0002148	AAS02548.1	ALV11103.1
OG0002149	AAS04090.1	ALV11108.1
OG0002150	AAS04091.1	ALV11109.1
OG0002151	AAS04097.1	ALV11111.1
OG0002152	AAS04098.1	ALV11112.1
OG0002153	AAS04112.1	ALV11113.1
OG0002154	AAS04114.1	ALV13007.1
OG0002155	AAS04119.1	ALV11117.1
OG0002156	AAS06317.1	ALV11119.1
OG0002157	AAS06318.1	ALV11120.1
OG0002158	AAS06319.1	ALV11121.1
OG0002160	AAS04122.1	ALV11124.1
OG0002161	AAS04127.1	ALV11127.1
OG0002162	AAS04128.1	ALV11128.1
OG0002163	AAS04129.1	ALV11129.1
OG0002164	AAS03321.1	ALV11130.1
OG0002165	AAS04133.1	ALV13009.1
OG0002166	AAS04788.1, AAS03535.1	ALV11138.1
OG0002167	AAS06879.1	ALV11139.1
OG0002168	AAS06880.1	ALV11140.1
OG0002169	AAS04734.1	ALV11141.1
OG0002170	AAS04140.1	ALV13010.1
OG0002171	AAS04142.1	ALV11151.1
OG0002173	AAS04155.1	ALV11171.1
OG0002174	AAS04162.1	ALV11176.1
OG0002175	AAS04178.1	ALV11186.1
OG0002177	AAS04198.1	ALV11193.1
OG0002178	AAS04204.1	ALV13017.1
OG0002182	AAS04235.1	ALV11228.1
OG0002183	AAS04244.1	ALV13023.1
OG0002184	AAS04247.1	ALV11236.1
OG0002186	AAS04262.1	ALV11250.1
OG0002187	AAS04266.1	ALV11253.1
OG0002188	AAS04278.1	ALV11264.1
OG0002189	AAS04291.1	ALV11271.1
OG0002190	AAS04300.1	ALV13028.1
OG0002191	AAS04301.1	ALV13029.1
OG0002192	AAS04302.1	ALV11278.1
OG0002193	AAS04304.1	ALV13030.1
OG0002194	AAS04305.1	ALV11280.1
OG0002195	AAS04308.1	ALV11282.1
OG0002196	AAS04310.1	ALV13032.1
OG0002197	AAS04860.1	ALV11290.1
OG0002198	AAS04319.1	ALV13033.1
OG0002199	AAS04320.1	ALV11291.1
OG0002200	AAS04321.1	ALV11292.1
OG0002201	AAS04322.1	ALV11293.1
OG0002203	AAS04326.1	ALV11300.1
OG0002204	AAS03785.1	ALV11301.1
OG0002205	AAS04332.1	ALV11304.1
OG0002206	AAS04334.1	ALV11308.1
OG0002208	AAS04355.1	ALV11318.1
OG0002209	AAS04358.1	ALV11320.1
OG0002211	AAS04365.1	ALV11326.1
OG0002212	AAS04363.1	ALV11327.1
OG0002213	AAS03979.1	ALV11332.1
OG0002214	AAS04404.1	ALV11348.1
OG0002215	AAS04405.1	ALV11349.1
OG0002216	AAS04406.1	ALV11350.1
OG0002217	AAS04410.1	ALV11355.1
OG0002218	AAS04411.1	ALV11357.1
OG0002219	AAS04412.1	ALV11358.1
OG0002220	AAS04413.1	ALV11359.1
OG0002221	AAS04416.1	ALV11361.1
OG0002222	AAS04420.1	ALV11364.1
OG0002223	AAS04857.1	ALV11367.1
OG0002224	AAS04450.1	ALV11377.1
OG0002225	AAS04457.1	ALV11383.1
OG0002226	AAS04460.1	ALV11386.1
OG0002228	AAS04463.1	ALV11388.1
OG0002229	AAS04481.1	ALV11396.1
OG0002230	AAS04487.1	ALV11399.1
OG0002231	AAS04488.1	ALV11400.1
OG0002232	AAS04490.1	ALV11401.1
OG0002233	AAS04491.1	ALV13049.1
OG0002234	AAS04495.1	ALV11403.1
OG0002235	AAS04514.1	ALV11404.1
OG0002236	AAS04522.1	ALV11405.1
OG0002237	AAS04523.1	ALV11407.1
OG0002238	AAS04524.1	ALV11408.1
OG0002239	AAS04354.1	ALV13051.1
OG0002240	AAS04528.1	ALV11420.1
OG0002241	AAS04529.1	ALV11421.1
OG0002242	AAS04533.1	ALV11426.1
OG0002243	AAS04535.1	ALV11428.1
OG0002244	AAS04536.1	ALV13052.1
OG0002245	AAS04537.1	ALV11429.1
OG0002246	AAS04543.1	ALV11437.1
OG0002247	AAS04557.1	ALV11439.1
OG0002248	AAS04558.1	ALV11440.1
OG0002249	AAS03990.1	ALV11446.1
OG0002250	AAS04562.1	ALV11448.1
OG0002251	AAS04563.1	ALV13054.1
OG0002252	AAS03905.1	ALV11452.1
OG0002254	AAS04565.1	ALV11457.1
OG0002255	AAS04590.1	ALV13059.1
OG0002256	AAS04592.1	ALV11471.1
OG0002257	AAS04593.1	ALV13060.1
OG0002258	AAS04594.1	ALV11472.1
OG0002259	AAS03152.1	ALV11473.1
OG0002260	AAS04600.1	ALV11479.1
OG0002261	AAS04601.1	ALV11480.1
OG0002262	AAS04609.1	ALV11486.1
OG0002263	AAS04613.1	ALV11492.1
OG0002264	AAS04623.1	ALV11498.1
OG0002265	AAS04624.1	ALV11507.1
OG0002266	AAS04627.1	ALV11510.1
OG0002267	AAS04628.1	ALV11511.1
OG0002268	AAS04629.1	ALV11512.1
OG0002269	AAS04631.1	ALV11514.1
OG0002270	AAS06411.1	ALV11515.1
OG0002271	AAS04632.1	ALV11518.1
OG0002272	AAS04636.1	ALV11522.1
OG0002273	AAS05076.1	ALV11530.1
OG0002274	AAS05075.1	ALV11531.1
OG0002275	AAS03416.1	ALV11545.1
OG0002276	AAS03398.1	ALV11564.1
OG0002277	AAS03393.1	ALV11569.1
OG0002278	AAS03388.1	ALV11573.1
OG0002279	AAS03386.1	ALV11578.1
OG0002280	AAS03384.1	ALV11580.1
OG0002281	AAS03378.1	ALV11583.1
OG0002282	AAS03377.1	ALV11584.1
OG0002283	AAS03372.1	ALV11586.1
OG0002284	AAS03371.1	ALV11587.1
OG0002285	AAS03363.1	ALV11592.1
OG0002286	AAS03352.1	ALV11605.1
OG0002287	AAS03351.1	ALV11606.1
OG0002288	AAS03348.1	ALV11608.1
OG0002289	AAS05038.1	ALV11625.1
OG0002290	AAS05040.1	ALV11628.1
OG0002291	AAS05041.1	ALV11629.1
OG0002292	AAS05044.1	ALV11631.1
OG0002293	AAS04692.1	ALV11636.1
OG0002294	AAS05045.1	ALV13075.1
OG0002295	AAS02563.1	ALV11637.1
OG0002296	AAS05049.1	ALV11639.1
OG0002297	AAS05059.1	ALV11645.1
OG0002298	AAS05104.1	ALV11655.1
OG0002299	AAS05105.1	ALV11656.1
OG0002300	AAS05106.1	ALV11657.1
OG0002301	AAS05107.1	ALV11658.1
OG0002302	AAS05111.1	ALV11661.1
OG0002303	AAS05113.1	ALV11662.1
OG0002304	AAS05117.1	ALV11665.1
