Orthogroup	Mmicro	Mbovis
OG0001699	AMC57592.1	ALV09410.1
OG0001700	AMC57593.1	ALV09411.1
OG0001701	AMC57602.1	ALV09416.1
OG0001702	AMC57603.1	ALV09417.1
OG0001703	AMC57608.1	ALV09422.1
OG0001704	AMC57612.1	ALV12789.1
OG0001705	AMC57613.1	ALV09425.1
OG0001706	AMC57630.1	ALV09440.1
OG0001707	AMC57633.1	ALV12791.1
OG0001708	AMC57640.1	ALV09448.1
OG0001709	AMC57641.1	ALV09449.1
OG0001710	AMC57645.1	ALV09452.1
OG0001711	AMC57647.1	ALV09453.1
OG0001712	AMC57655.1	ALV09457.1
OG0001713	AMC57656.1	ALV09458.1
OG0001714	AMC57658.1	ALV09459.1
OG0001715	AMC57662.1	ALV09462.1
OG0001716	AMC57666.1	ALV09466.1
OG0001717	AMC57667.1	ALV09467.1
OG0001718	AMC57678.1	ALV09476.1
OG0001719	AMC57688.1	ALV09487.1
OG0001720	AMC57689.1	ALV09488.1
OG0001721	AMC57690.1	ALV09489.1
OG0001722	AMC57691.1	ALV09490.1
OG0001723	AMC57693.1	ALV09492.1
OG0001724	AMC57695.1	ALV09494.1
OG0001725	AMC57706.1	ALV09505.1
OG0001726	AMC57707.1	ALV09506.1
OG0001727	AMC57708.1	ALV09507.1
OG0001728	AMC57710.1	ALV09509.1
OG0001729	AMC57711.1	ALV12796.1
OG0001730	AMC57712.1	ALV09510.1
OG0001731	AMC57713.1	ALV09511.1
OG0001732	AMC57714.1	ALV09512.1
OG0001733	AMC57717.1	ALV09515.1
OG0001734	AMC57718.1	ALV09516.1
OG0001735	AMC57719.1	ALV09517.1
OG0001736	AMC57721.1	ALV09519.1
OG0001737	AMC57724.1	ALV09522.1
OG0001738	AMC57728.1	ALV09526.1
OG0001739	AMC57735.1	ALV09531.1
OG0001740	AMC57736.1	ALV09532.1
OG0001741	AMC57737.1	ALV09533.1
OG0001742	AMC57762.1	ALV12797.1
OG0001743	AMC57763.1	ALV09552.1
OG0001744	AMC57764.1	ALV09553.1
OG0001745	AMC57765.1	ALV12798.1
OG0001746	AMC57777.1	ALV09563.1
OG0001747	AMC57778.1	ALV09564.1
OG0001748	AMC57783.1	ALV09569.1
OG0001749	AMC57784.1	ALV09570.1
OG0001750	AMC57785.1	ALV12799.1
OG0001751	AMC57787.1	ALV12800.1
OG0001752	AMC57801.1	ALV09586.1
OG0001753	AMC57802.1	ALV12801.1
OG0001754	AMC57816.1	ALV09595.1
OG0001755	AMC57831.1	ALV09609.1
OG0001756	AMC57835.1	ALV09613.1
OG0001757	AMC57837.1	ALV09615.1
OG0001758	AMC57838.1	ALV09616.1
OG0001759	AMC57839.1	ALV09617.1
OG0001760	AMC57850.1	ALV09626.1
OG0001761	AMC57854.1	ALV09629.1
OG0001762	AMC57858.1	ALV12806.1
OG0001763	AMC57863.1	ALV09635.1
OG0001764	AMC57875.1	ALV09644.1
OG0001765	AMC57878.1	ALV09646.1
OG0001766	AMC57886.1	ALV09654.1
OG0001767	AMC57887.1	ALV09655.1
OG0001768	AMC57890.1	ALV09658.1
OG0001769	AMC57891.1	ALV09659.1
OG0001770	AMC57897.1	ALV09665.1
OG0001771	AMC57898.1	ALV09666.1
OG0001772	AMC57899.1	ALV09667.1
OG0001773	AMC57902.1	ALV09670.1
OG0001774	AMC57905.1	ALV12808.1
OG0001775	AMC57906.1	ALV09673.1
OG0001776	AMC57912.1	ALV09679.1
OG0001777	AMC57917.1	ALV09683.1
OG0001778	AMC57920.1	ALV09686.1
OG0001779	AMC57922.1	ALV09687.1
OG0001780	AMC57931.1	ALV09696.1
OG0001781	AMC57936.1	ALV09700.1
OG0001782	AMC57937.1	ALV09702.1
OG0001783	AMC57938.1	ALV09703.1
OG0001784	AMC57939.1	ALV09704.1
OG0001785	AMC57940.1	ALV12812.1
OG0001786	AMC57941.1	ALV09705.1
OG0001787	AMC57947.1	ALV09711.1
OG0001788	AMC57954.1	ALV12814.1
OG0001789	AMC57955.1	ALV09717.1
OG0001790	AMC57965.1	ALV09725.1
OG0001791	AMC57966.1	ALV09726.1
OG0001792	AMC57974.1	ALV09729.1
OG0001793	AMC57976.1	ALV09731.1
OG0001794	AMC57983.1	ALV09736.1
OG0001795	AMC57986.1	ALV09739.1
OG0001796	AMC57995.1	ALV09746.1
OG0001797	AMC58001.1	ALV09749.1
OG0001798	AMC58004.1	ALV09751.1
OG0001799	AMC58005.1	ALV09752.1
OG0001800	AMC58006.1	ALV09753.1
OG0001801	AMC58011.1	ALV09757.1
OG0001802	AMC58012.1	ALV12826.1
OG0001803	AMC58023.1	ALV09766.1
OG0001804	AMC58025.1	ALV09768.1
OG0001805	AMC58026.1	ALV09769.1
OG0001806	AMC58027.1	ALV09770.1
OG0001807	AMC58029.1	ALV09771.1
OG0001808	AMC58031.1	ALV09772.1
OG0001809	AMC58032.1	ALV09773.1
OG0001810	AMC58034.1	ALV09774.1
OG0001811	AMC58044.1	ALV09784.1
OG0001812	AMC58045.1	ALV09785.1
OG0001813	AMC58050.1	ALV09789.1
OG0001814	AMC58053.1	ALV09792.1
OG0001815	AMC58057.1	ALV12830.1
OG0001816	AMC58058.1	ALV09796.1
OG0001817	AMC58059.1	ALV09797.1
OG0001818	AMC58078.1	ALV09808.1
OG0001819	AMC58082.1	ALV09811.1
OG0001820	AMC58083.1	ALV09812.1
OG0001821	AMC58085.1	ALV09814.1
OG0001822	AMC58102.1	ALV09828.1
OG0001823	AMC58112.1	ALV09839.1
OG0001824	AMC58119.1	ALV12838.1
OG0001825	AMC58120.1	ALV09845.1
OG0001826	AMC58125.1	ALV09850.1
OG0001827	AMC58126.1	ALV09851.1
OG0001828	AMC58127.1	ALV09852.1
OG0001829	AMC58129.1	ALV09854.1
OG0001830	AMC58131.1	ALV09855.1
OG0001831	AMC58132.1	ALV09856.1
OG0001832	AMC58133.1	ALV12840.1
OG0001833	AMC58150.1	ALV09873.1
OG0001834	AMC58151.1	ALV12841.1
OG0001835	AMC58152.1	ALV09874.1
OG0001836	AMC58156.1	ALV09877.1
OG0001837	AMC58176.1	ALV09896.1
OG0001838	AMC58177.1	ALV09897.1
OG0001839	AMC58178.1	ALV09898.1
OG0001840	AMC58179.1	ALV09899.1
OG0001841	AMC58180.1	ALV09900.1
OG0001842	AMC58186.1	ALV09904.1
OG0001843	AMC58187.1	ALV09905.1
OG0001844	AMC58192.1	ALV09909.1
OG0001845	AMC58193.1	ALV09910.1
OG0001846	AMC58194.1	ALV09911.1
OG0001847	AMC58196.1	ALV09913.1
OG0001848	AMC58197.1	ALV09914.1
OG0001849	AMC58199.1	ALV09916.1
OG0001850	AMC58200.1	ALV09917.1
OG0001851	AMC58201.1	ALV09918.1
OG0001852	AMC58202.1	ALV09919.1
OG0001853	AMC58203.1	ALV09920.1
OG0001854	AMC58204.1	ALV09921.1
OG0001855	AMC58219.1	ALV09938.1
OG0001856	AMC58235.1	ALV09953.1
OG0001857	AMC58237.1	ALV09954.1
OG0001858	AMC58243.1	ALV12846.1
OG0001859	AMC58244.1	ALV09960.1
OG0001860	AMC58245.1	ALV09961.1
OG0001861	AMC58267.1	ALV09975.1
OG0001862	AMC58268.1	ALV09976.1
OG0001863	AMC58273.1	ALV09982.1
OG0001864	AMC58278.1	ALV09987.1
OG0001865	AMC58279.1	ALV09988.1
OG0001866	AMC58280.1	ALV09989.1
OG0001867	AMC58281.1	ALV09990.1
OG0001868	AMC58285.1	ALV09993.1
OG0001869	AMC58289.1	ALV09997.1
OG0001870	AMC58291.1	ALV09999.1
OG0001871	AMC58292.1	ALV10000.1
OG0001872	AMC58295.1	ALV10002.1
OG0001874	AMC58302.1	ALV10008.1
OG0001875	AMC58305.1	ALV10011.1
OG0001876	AMC58306.1	ALV10012.1
OG0001877	AMC58309.1	ALV10015.1
OG0001878	AMC58316.1	ALV10022.1
OG0001879	AMC58317.1	ALV12851.1
OG0001880	AMC58319.1	ALV10024.1
OG0001881	AMC58323.1	ALV10027.1
OG0001882	AMC58325.1	ALV10029.1
OG0001883	AMC58333.1	ALV10034.1
OG0001884	AMC58341.1	ALV12854.1
OG0001885	AMC58345.1	ALV10041.1
OG0001886	AMC58349.1	ALV12856.1
OG0001887	AMC58350.1	ALV10044.1
OG0001888	AMC58351.1	ALV12857.1
OG0001889	AMC58358.1	ALV10050.1
OG0001890	AMC58362.1	ALV10053.1
OG0001891	AMC58364.1	ALV10055.1
OG0001892	AMC58366.1	ALV10058.1
OG0001893	AMC58368.1	ALV12859.1
OG0001894	AMC58374.1	ALV10063.1
OG0001895	AMC58375.1	ALV12862.1
OG0001896	AMC58378.1	ALV10066.1
OG0001897	AMC58381.1	ALV10067.1
OG0001898	AMC58387.1	ALV10072.1
OG0001899	AMC58388.1	ALV10073.1
OG0001900	AMC58389.1	ALV10074.1
OG0001901	AMC58391.1	ALV10076.1
OG0001902	AMC58392.1	ALV10077.1
OG0001903	AMC58393.1	ALV10078.1
OG0001904	AMC58397.1	ALV10081.1
OG0001905	AMC58406.1	ALV10089.1
OG0001906	AMC58407.1	ALV10090.1
OG0001907	AMC58412.1	ALV10095.1
OG0001908	AMC58415.1	ALV10096.1
OG0001909	AMC58426.1	ALV10103.1
OG0001910	AMC58427.1	ALV10104.1
OG0001911	AMC58433.1	ALV10109.1
OG0001912	AMC58435.1	ALV12869.1
OG0001913	AMC58437.1	ALV10112.1
OG0001914	AMC58452.1	ALV10124.1, ALV11777.1
OG0001915	AMC58456.1	ALV10128.1
OG0001916	AMC58461.1	ALV10131.1
OG0001917	AMC58472.1	ALV12874.1
OG0001918	AMC58474.1	ALV10140.1
OG0001919	AMC58477.1	ALV10143.1
OG0001920	AMC58479.1	ALV12877.1
OG0001921	AMC58486.1	ALV12879.1
OG0001922	AMC58491.1	ALV10155.1
OG0001923	AMC58492.1	ALV10156.1
OG0001924	AMC58508.1	ALV10168.1
OG0001925	AMC58510.1	ALV12881.1
OG0001926	AMC58511.1	ALV10170.1
OG0001927	AMC58512.1	ALV10171.1
OG0001928	AMC58513.1	ALV10172.1
OG0001929	AMC58533.1	ALV10186.1
OG0001930	AMC58544.1	ALV12886.1
OG0001931	AMC58545.1	ALV10194.1
OG0001932	AMC58546.1	ALV10195.1
OG0001933	AMC58565.1	ALV10211.1
OG0001934	AMC58568.1	ALV10213.1
OG0001935	AMC58569.1	ALV10214.1
OG0001936	AMC58578.1	ALV10219.1
OG0001937	AMC58581.1	ALV10220.1
OG0001938	AMC58584.1	ALV10222.1
OG0001939	AMC58585.1	ALV10223.1
OG0001940	AMC58586.1	ALV10224.1
OG0001941	AMC58587.1	ALV10225.1
OG0001942	AMC58589.1	ALV10226.1
OG0001943	AMC58611.1	ALV10251.1
OG0001944	AMC58613.1	ALV12892.1
OG0001945	AMC58614.1	ALV10252.1
OG0001946	AMC58615.1	ALV12893.1
OG0001947	AMC58616.1	ALV10253.1
OG0001948	AMC58617.1	ALV10254.1
OG0001949	AMC58618.1	ALV10255.1
OG0001950	AMC58619.1	ALV10256.1
OG0001951	AMC58620.1	ALV10257.1
OG0001952	AMC58621.1	ALV12894.1
OG0001953	AMC58623.1	ALV10258.1
OG0001954	AMC58628.1	ALV10260.1
OG0001955	AMC58633.1	ALV12897.1
OG0001956	AMC58634.1	ALV12898.1
OG0001958	AMC58642.1	ALV10272.1
OG0001959	AMC58643.1	ALV12899.1
OG0001960	AMC58659.1	ALV10287.1
OG0001961	AMC58667.1	ALV10293.1
OG0001962	AMC58677.1	ALV10303.1
OG0001963	AMC58678.1	ALV10304.1
OG0001964	AMC58681.1	ALV10307.1
OG0001965	AMC58682.1	ALV12901.1
OG0001966	AMC58685.1	ALV10309.1
OG0001967	AMC58687.1	ALV10311.1
OG0001968	AMC58688.1	ALV10312.1
OG0001969	AMC58689.1	ALV10313.1
OG0001970	AMC58690.1	ALV12902.1
OG0001971	AMC58691.1	ALV10314.1
OG0001972	AMC58696.1	ALV12903.1
OG0001973	AMC58697.1	ALV12904.1
OG0001974	AMC58700.1	ALV10319.1
OG0001975	AMC58705.1	ALV10325.1
OG0001976	AMC58707.1	ALV10326.1
OG0001977	AMC58710.1	ALV12907.1
OG0001978	AMC58719.1	ALV10337.1
OG0001979	AMC58720.1	ALV10338.1
OG0001980	AMC58721.1	ALV12908.1
OG0001981	AMC58724.1	ALV10341.1
OG0001982	AMC58731.1	ALV10346.1
OG0001983	AMC58732.1	ALV10347.1
OG0001984	AMC58734.1	ALV10349.1
OG0001985	AMC58738.1	ALV10352.1
OG0001986	AMC58748.1	ALV10361.1
OG0001987	AMC58757.1	ALV12913.1
OG0001988	AMC58758.1	ALV12914.1
OG0001989	AMC58759.1	ALV10368.1
OG0001990	AMC58760.1	ALV10369.1
OG0001991	AMC58762.1	ALV12915.1
OG0001992	AMC58774.1	ALV10381.1
OG0001993	AMC58776.1	ALV10383.1
OG0001994	AMC58781.1	ALV10389.1
OG0001995	AMC58785.1	ALV10393.1
OG0001996	AMC58786.1	ALV10394.1
OG0001997	AMC58787.1	ALV10395.1
OG0001998	AMC58788.1	ALV10396.1
OG0001999	AMC58802.1	ALV10405.1
OG0002000	AMC58805.1	ALV10408.1
OG0002001	AMC58825.1	ALV10422.1
OG0002002	AMC58828.1	ALV10425.1
OG0002003	AMC58830.1	ALV10427.1
OG0002004	AMC58834.1	ALV10428.1
OG0002005	AMC58837.1	ALV12924.1
OG0002006	AMC58838.1	ALV10430.1
OG0002007	AMC58841.1	ALV10433.1
OG0002008	AMC58847.1	ALV10436.1
OG0002009	AMC58850.1	ALV10438.1
OG0002010	AMC58864.1	ALV10449.1
OG0002011	AMC58865.1	ALV12928.1
OG0002012	AMC58867.1	ALV10451.1
OG0002013	AMC58901.1	ALV10481.1
OG0002014	AMC58907.1	ALV10486.1
OG0002015	AMC58912.1	ALV10491.1
OG0002016	AMC58913.1	ALV12932.1
OG0002017	AMC58914.1	ALV10492.1
OG0002018	AMC58915.1	ALV10493.1
OG0002019	AMC58916.1	ALV10494.1
OG0002020	AMC58932.1	ALV10509.1
OG0002021	AMC58934.1	ALV10511.1
OG0002022	AMC58938.1	ALV10513.1
OG0002023	AMC58940.1	ALV10515.1
OG0002024	AMC58941.1	ALV10516.1
OG0002025	AMC58945.1	ALV10519.1
OG0002026	AMC58946.1	ALV10520.1
OG0002027	AMC58956.1	ALV10527.1
OG0002028	AMC58960.1	ALV10531.1
OG0002029	AMC58970.1	ALV10540.1
OG0002030	AMC58973.1	ALV10543.1
OG0002031	AMC58993.1	ALV10559.1
OG0002032	AMC58994.1	ALV12938.1
OG0002033	AMC59000.1	ALV10563.1
OG0002034	AMC59019.1	ALV10579.1
OG0002035	AMC59026.1	ALV10585.1
OG0002036	AMC59027.1	ALV10586.1
OG0002038	AMC59042.1	ALV10600.1
OG0002039	AMC59045.1	ALV10603.1
OG0002040	AMC59056.1	ALV12944.1
OG0002041	AMC59057.1	ALV10611.1
OG0002042	AMC59076.1	ALV10630.1
OG0002043	AMC59095.1	ALV10645.1
OG0002044	AMC59099.1	ALV10648.1
OG0002045	AMC59146.1	ALV10670.1
OG0002046	AMC59147.1	ALV10671.1
OG0002047	AMC59148.1	ALV10672.1
OG0002048	AMC59157.1	ALV10681.1
OG0002049	AMC59158.1	ALV10682.1
OG0002050	AMC59165.1	ALV10688.1
OG0002051	AMC59179.1	ALV10699.1
OG0002052	AMC59183.1	ALV12956.1
OG0002053	AMC59187.1	ALV10705.1
OG0002054	AMC59197.1	ALV10712.1
OG0002055	AMC59198.1	ALV10713.1
OG0002056	AMC59208.1	ALV10722.1
OG0002057	AMC59219.1	ALV10732.1
OG0002058	AMC59220.1	ALV10733.1
OG0002059	AMC59221.1	ALV10734.1
OG0002060	AMC59222.1	ALV10735.1
OG0002061	AMC59223.1	ALV10736.1
OG0002062	AMC59227.1	ALV10740.1
OG0002063	AMC59232.1	ALV10745.1
OG0002064	AMC59234.1	ALV10746.1
OG0002065	AMC59241.1	ALV10748.1
OG0002066	AMC59274.1	ALV10775.1
OG0002067	AMC59275.1	ALV10776.1
OG0002068	AMC59295.1	ALV10792.1
OG0002069	AMC59300.1	ALV10796.1
OG0002070	AMC59301.1	ALV12969.1
OG0002071	AMC59302.1	ALV10797.1
OG0002072	AMC59317.1	ALV10807.1
OG0002073	AMC59340.1	ALV12971.1
OG0002074	AMC59341.1	ALV10826.1
OG0002075	AMC59346.1	ALV12972.1
OG0002076	AMC59350.1	ALV10834.1
OG0002077	AMC59367.1	ALV10846.1
OG0002078	AMC59369.1	ALV10847.1
OG0002079	AMC59372.1	ALV12977.1
OG0002081	AMC59378.1	ALV10854.1
OG0002082	AMC59381.1	ALV10856.1
OG0002083	AMC59393.1	ALV10864.1
OG0002084	AMC59400.1	ALV10870.1
OG0002085	AMC59404.1	ALV10873.1
OG0002086	AMC59405.1	ALV10874.1
OG0002087	AMC59407.1	ALV10875.1
OG0002088	AMC59409.1	ALV12982.1
OG0002089	AMC59412.1	ALV10879.1
OG0002090	AMC59413.1	ALV10880.1
OG0002091	AMC59445.1	ALV10906.1
OG0002092	AMC59447.1	ALV10908.1
OG0002093	AMC59455.1	ALV12985.1
OG0002094	AMC59456.1	ALV10915.1
OG0002095	AMC59457.1	ALV10916.1
OG0002096	AMC59465.1	ALV10925.1
OG0002097	AMC59473.1	ALV10933.1
OG0002098	AMC59474.1	ALV10934.1
OG0002100	AMC59479.1	ALV10938.1
OG0002101	AMC59489.1	ALV10948.1
OG0002102	AMC59490.1	ALV10949.1
OG0002103	AMC59491.1	ALV10950.1
OG0002104	AMC59495.1	ALV10954.1
OG0002105	AMC59498.1	ALV10957.1
OG0002106	AMC59500.1	ALV10959.1
OG0002107	AMC59501.1	ALV10960.1
OG0002108	AMC59502.1	ALV10961.1
OG0002109	AMC59505.1	ALV10964.1
OG0002110	AMC59506.1	ALV10965.1
OG0002111	AMC59507.1	ALV10966.1
OG0002112	AMC59511.1	ALV12987.1
OG0002113	AMC59512.1	ALV10969.1
OG0002114	AMC59515.1	ALV10971.1
OG0002115	AMC59518.1	ALV10974.1
OG0002116	AMC59523.1	ALV12989.1
OG0002117	AMC59526.1	ALV10977.1
OG0002118	AMC59528.1	ALV10978.1
OG0002119	AMC59529.1	ALV10979.1
OG0002120	AMC59530.1	ALV10980.1
OG0002121	AMC59534.1	ALV10984.1
OG0002122	AMC59535.1	ALV10985.1
OG0002123	AMC59547.1	ALV10993.1
OG0002124	AMC59548.1	ALV10994.1
OG0002125	AMC59549.1	ALV12993.1
OG0002126	AMC59560.1	ALV11002.1
OG0002127	AMC59562.1	ALV11004.1
OG0002128	AMC59566.1	ALV11006.1
OG0002129	AMC59570.1	ALV11008.1
OG0002130	AMC59571.1	ALV11010.1
OG0002131	AMC59574.1	ALV11012.1
OG0002132	AMC59578.1	ALV11015.1
OG0002133	AMC59581.1	ALV11017.1
OG0002134	AMC59596.1	ALV11031.1
OG0002135	AMC59604.1	ALV12998.1
OG0002136	AMC59609.1	ALV11042.1
OG0002137	AMC59612.1	ALV11044.1
OG0002138	AMC59613.1	ALV11045.1
OG0002139	AMC59621.1	ALV11051.1
OG0002140	AMC59631.1	ALV11061.1
OG0002141	AMC59641.1	ALV11069.1
OG0002142	AMC59646.1	ALV11072.1
OG0002143	AMC59663.1	ALV11088.1
OG0002144	AMC59664.1	ALV13003.1
OG0002145	AMC59671.1	ALV11093.1
OG0002146	AMC59679.1	ALV11100.1
OG0002147	AMC59680.1	ALV11101.1
OG0002148	AMC59682.1	ALV11103.1
OG0002149	AMC59689.1	ALV11108.1
OG0002150	AMC59690.1	ALV11109.1
OG0002151	AMC59692.1	ALV11111.1
OG0002152	AMC59693.1	ALV11112.1
OG0002153	AMC59694.1	ALV11113.1
OG0002154	AMC59697.1	ALV13007.1
OG0002155	AMC59703.1	ALV11117.1
OG0002156	AMC59705.1	ALV11119.1
OG0002157	AMC59706.1	ALV11120.1
OG0002158	AMC59707.1	ALV11121.1
OG0002160	AMC59712.1	ALV11124.1
OG0002161	AMC59715.1	ALV11127.1
OG0002162	AMC59716.1	ALV11128.1
OG0002163	AMC59718.1	ALV11129.1
OG0002164	AMC59719.1	ALV11130.1
OG0002165	AMC59723.1	ALV13009.1
OG0002167	AMC59729.1	ALV11139.1
OG0002168	AMC59730.1	ALV11140.1
OG0002169	AMC59731.1	ALV11141.1
OG0002170	AMC59744.1	ALV13010.1
OG0002171	AMC59745.1	ALV11151.1
OG0002172	AMC59763.1	ALV11166.1
OG0002173	AMC59769.1	ALV11171.1
OG0002174	AMC59777.1	ALV11176.1
OG0002175	AMC59787.1	ALV11186.1
OG0002176	AMC59796.1	ALV11192.1
OG0002177	AMC59797.1	ALV11193.1
OG0002178	AMC59805.1	ALV13017.1
OG0002179	AMC59813.1	ALV11206.1
OG0002182	AMC59844.1	ALV11228.1
OG0002183	AMC59854.1	ALV13023.1
OG0002184	AMC59857.1	ALV11236.1
OG0002186	AMC59874.1	ALV11250.1
OG0002187	AMC59878.1	ALV11253.1
OG0002188	AMC59892.1	ALV11264.1
OG0002189	AMC59899.1	ALV11271.1
OG0002190	AMC59905.1	ALV13028.1
OG0002191	AMC59906.1	ALV13029.1
OG0002192	AMC59907.1	ALV11278.1
OG0002193	AMC59909.1	ALV13030.1
OG0002194	AMC59910.1	ALV11280.1
OG0002195	AMC59912.1	ALV11282.1
OG0002196	AMC59914.1	ALV13032.1
OG0002197	AMC59923.1	ALV11290.1
OG0002198	AMC59925.1	ALV13033.1
OG0002199	AMC59926.1	ALV11291.1
OG0002200	AMC59927.1	ALV11292.1
OG0002201	AMC59928.1	ALV11293.1
OG0002202	AMC59932.1	ALV13035.1
OG0002203	AMC59936.1	ALV11300.1
OG0002204	AMC59938.1	ALV11301.1
OG0002205	AMC59941.1	ALV11304.1
OG0002206	AMC59944.1	ALV11308.1
OG0002207	AMC59953.1, AMC59952.1	ALV11316.1
OG0002208	AMC59955.1	ALV11318.1
OG0002209	AMC59957.1	ALV11320.1
OG0002210	AMC59961.1	ALV11324.1
OG0002211	AMC59962.1	ALV11326.1
OG0002212	AMC59963.1	ALV11327.1
OG0002213	AMC59973.1	ALV11332.1
OG0002214	AMC59993.1	ALV11348.1
OG0002215	AMC59994.1	ALV11349.1
OG0002216	AMC59995.1	ALV11350.1
OG0002217	AMC60000.1	ALV11355.1
OG0002218	AMC60002.1	ALV11357.1
OG0002219	AMC60003.1	ALV11358.1
OG0002220	AMC60004.1	ALV11359.1
OG0002221	AMC60007.1	ALV11361.1
OG0002222	AMC60010.1	ALV11364.1
OG0002223	AMC60013.1	ALV11367.1
OG0002224	AMC60027.1	ALV11377.1
OG0002225	AMC60043.1	ALV11383.1
OG0002226	AMC60046.1	ALV11386.1
OG0002227	AMC60049.1	ALV11387.1
OG0002228	AMC60050.1	ALV11388.1
OG0002229	AMC60060.1	ALV11396.1
OG0002230	AMC60063.1	ALV11399.1
OG0002231	AMC60064.1	ALV11400.1
OG0002232	AMC60066.1	ALV11401.1
OG0002233	AMC60067.1	ALV13049.1
OG0002234	AMC60070.1	ALV11403.1
OG0002235	AMC60071.1	ALV11404.1
OG0002236	AMC60072.1	ALV11405.1
OG0002237	AMC60074.1	ALV11407.1
OG0002238	AMC60076.1	ALV11408.1
OG0002239	AMC60082.1	ALV13051.1
OG0002240	AMC60088.1	ALV11420.1
OG0002241	AMC60089.1	ALV11421.1
OG0002242	AMC60093.1	ALV11426.1
OG0002243	AMC60095.1	ALV11428.1
OG0002244	AMC60096.1	ALV13052.1
OG0002245	AMC60097.1	ALV11429.1
OG0002246	AMC60105.1	ALV11437.1
OG0002247	AMC60107.1	ALV11439.1
OG0002248	AMC60108.1	ALV11440.1
OG0002249	AMC60114.1	ALV11446.1
OG0002250	AMC60116.1	ALV11448.1
OG0002251	AMC60117.1	ALV13054.1
OG0002252	AMC60122.1	ALV11452.1
OG0002253	AMC61211.1, AMC60124.1	ALV11454.1
OG0002254	AMC60127.1	ALV11457.1
OG0002255	AMC60145.1	ALV13059.1
OG0002256	AMC60146.1	ALV11471.1
OG0002257	AMC60147.1	ALV13060.1
OG0002258	AMC60148.1	ALV11472.1
OG0002259	AMC60149.1	ALV11473.1
OG0002260	AMC60156.1	ALV11479.1
OG0002261	AMC60157.1	ALV11480.1
OG0002262	AMC60166.1	ALV11486.1
OG0002263	AMC60173.1	ALV11492.1
OG0002264	AMC60178.1	ALV11498.1
OG0002265	AMC60193.1	ALV11507.1
OG0002266	AMC60196.1	ALV11510.1
OG0002267	AMC60197.1	ALV11511.1
OG0002268	AMC60198.1	ALV11512.1
OG0002269	AMC60200.1	ALV11514.1
OG0002270	AMC60201.1	ALV11515.1
OG0002271	AMC60204.1	ALV11518.1
OG0002272	AMC60209.1	ALV11522.1
OG0002273	AMC60216.1	ALV11530.1
OG0002274	AMC60217.1	ALV11531.1
OG0002275	AMC60236.1	ALV11545.1
OG0002276	AMC60257.1	ALV11564.1
OG0002277	AMC60262.1	ALV11569.1
OG0002278	AMC60266.1	ALV11573.1
OG0002279	AMC60274.1	ALV11578.1
OG0002280	AMC60276.1	ALV11580.1
OG0002281	AMC60280.1	ALV11583.1
OG0002282	AMC60281.1	ALV11584.1
OG0002283	AMC60283.1	ALV11586.1
OG0002284	AMC60284.1	ALV11587.1
OG0002285	AMC60291.1	ALV11592.1
OG0002286	AMC60305.1	ALV11605.1
OG0002287	AMC60306.1	ALV11606.1
OG0002288	AMC60308.1	ALV11608.1
OG0002289	AMC60325.1	ALV11625.1
OG0002290	AMC60328.1	ALV11628.1
OG0002291	AMC60329.1	ALV11629.1
OG0002292	AMC60331.1	ALV11631.1
OG0002293	AMC60336.1	ALV11636.1
OG0002294	AMC60337.1	ALV13075.1
OG0002295	AMC60338.1	ALV11637.1
OG0002296	AMC60342.1	ALV11639.1
OG0002297	AMC60351.1	ALV11645.1
OG0002298	AMC60378.1	ALV11655.1
OG0002299	AMC60379.1	ALV11656.1
OG0002300	AMC60380.1	ALV11657.1
OG0002301	AMC60381.1	ALV11658.1
OG0002302	AMC60385.1	ALV11661.1
OG0002303	AMC60386.1	ALV11662.1
OG0002304	AMC60391.1	ALV11665.1
OG0002305	AMC60401.1	ALV11671.1
OG0002306	AMC60403.1	ALV11673.1
OG0002307	AMC60404.1	ALV11674.1
OG0002308	AMC60405.1	ALV11675.1
OG0002309	AMC60406.1	ALV11676.1
OG0002310	AMC60416.1	ALV11685.1
OG0002311	AMC60423.1	ALV11691.1
OG0002312	AMC60424.1	ALV13087.1
OG0002313	AMC60425.1	ALV11692.1
OG0002314	AMC60427.1	ALV11694.1
OG0002315	AMC60434.1	ALV11701.1
OG0002316	AMC60443.1	ALV11709.1
OG0002317	AMC60456.1	ALV13089.1
OG0002318	AMC60457.1	ALV11720.1
OG0002319	AMC60458.1	ALV13090.1
OG0002320	AMC60462.1	ALV11724.1
OG0002321	AMC60463.1	ALV11725.1
OG0002322	AMC60464.1	ALV11726.1
OG0002324	AMC60477.1	ALV11738.1
OG0002325	AMC60478.1	ALV11739.1
OG0002326	AMC60486.1	ALV13092.1
OG0002327	AMC60491.1	ALV11751.1
OG0002328	AMC60495.1	ALV11755.1
OG0002329	AMC60501.1	ALV11760.1
OG0002330	AMC60502.1	ALV11761.1
OG0002331	AMC60503.1	ALV11762.1
OG0002332	AMC60504.1	ALV11763.1
OG0002333	AMC60511.1, AMC58499.1	ALV11770.1
OG0002334	AMC60513.1	ALV11771.1
OG0002335	AMC60514.1	ALV11772.1
OG0002336	AMC61674.1	ALV12708.1, ALV11783.1
OG0002337	AMC60550.1	ALV11802.1
OG0002338	AMC60556.1	ALV11808.1
OG0002340	AMC60560.1	ALV11813.1
OG0002341	AMC60563.1	ALV11816.1
OG0002342	AMC60565.1	ALV11818.1
OG0002343	AMC60566.1	ALV13099.1
