Orthogroup	Mmicro	Mavium
OG0001597	AMC61626.1	AAS02532.1
OG0001598	AMC61627.1	AAS02531.1
OG0001599	AMC61628.1	AAS02530.1
OG0001600	AMC61629.1	AAS02529.1
OG0001601	AMC61630.1	AAS02528.1
OG0001602	AMC61631.1	AAS02527.1
OG0001603	AMC61636.1	AAS02525.1
OG0001604	AMC61639.1	AAS02522.1
OG0001605	AMC61645.1	AAS04553.1
OG0001606	AMC61654.1	AAS05618.1, AAS02519.1
OG0001607	AMC61659.1	AAS02514.1
OG0001608	AMC61660.1	AAS02513.1
OG0001609	AMC61662.1	AAS02511.1
OG0001610	AMC61663.1	AAS02510.1
OG0001611	AMC61667.1	AAS02507.1
OG0001612	AMC61668.1	AAS02506.1
OG0001613	AMC61672.1	AAS06364.1
OG0001614	AMC61676.1	AAS02504.1
OG0001615	AMC61677.1	AAS02503.1
OG0001616	AMC61679.1	AAS02502.1
OG0001617	AMC61680.1	AAS02501.1
OG0001618	AMC61682.1	AAS02499.1
OG0001619	AMC61683.1	AAS02498.1
OG0001620	AMC61684.1	AAS02497.1
OG0001621	AMC61689.1	AAS02490.1
OG0001622	AMC61690.1	AAS02489.1
OG0001623	AMC61719.1	AAS05559.1, AAS06874.1
OG0001624	AMC61731.1	AAS06882.1
OG0001625	AMC61732.1	AAS06884.1
OG0001626	AMC61733.1	AAS06885.1
OG0001627	AMC61737.1	AAS06886.1
OG0001628	AMC61740.1	AAS06889.1
OG0001629	AMC61742.1	AAS06891.1
OG0001630	AMC61743.1	AAS06892.1
OG0001631	AMC61744.1	AAS06893.1
OG0001632	AMC61745.1	AAS06894.1
OG0001633	AMC61746.1	AAS06895.1
OG0001634	AMC61747.1	AAS06896.1
OG0001635	AMC61748.1	AAS06897.1
OG0001637	AMC58300.1	AAS02934.1, AAS02415.1, AAS06094.1
OG0001649	AMC59852.1, AMC59851.1	AAS04242.1
OG0001650	AMC61071.1	AAS05974.1
OG0001652	AMC59736.1, AMC59732.1	AAS06877.1, AAS06878.1
OG0001653	AMC57439.1	AAS02327.1
OG0001654	AMC57442.1	AAS02329.1
OG0001655	AMC57444.1	AAS02331.1
OG0001656	AMC57456.1	AAS02350.1
OG0001657	AMC57457.1	AAS02352.1
OG0001658	AMC57460.1	AAS02354.1
OG0001659	AMC57461.1	AAS02355.1
OG0001660	AMC57462.1	AAS02356.1
OG0001661	AMC57463.1	AAS02357.1
OG0001662	AMC57465.1	AAS02358.1
OG0001663	AMC57466.1	AAS02359.1
OG0001664	AMC57472.1	AAS02360.1
OG0001665	AMC57473.1	AAS02361.1
OG0001667	AMC57479.1	AAS02370.1
OG0001668	AMC57481.1	AAS02372.1
OG0001669	AMC57484.1	AAS02379.1
OG0001670	AMC57488.1	AAS02383.1
OG0001671	AMC57498.1	AAS02597.1
OG0001672	AMC57499.1	AAS02398.1
OG0001674	AMC57516.1	AAS06866.1
OG0001675	AMC57517.1	AAS06842.1
OG0001683	AMC57553.1	AAS06049.1
OG0001684	AMC57558.1	AAS03253.1
OG0001685	AMC57564.1	AAS06073.1
OG0001686	AMC57566.1	AAS06075.1
OG0001687	AMC57567.1	AAS06076.1
OG0001688	AMC57573.1	AAS06078.1
OG0001689	AMC57574.1	AAS06079.1
OG0001690	AMC57575.1	AAS06080.1
OG0001691	AMC57577.1	AAS06088.1
OG0001692	AMC57579.1	AAS06091.1
OG0001693	AMC57580.1	AAS06092.1
OG0001694	AMC57582.1	AAS06102.1
OG0001695	AMC57587.1	AAS06106.1
OG0001696	AMC57589.1	AAS06108.1
OG0001697	AMC57590.1	AAS06109.1
OG0001698	AMC57591.1	AAS06240.1
OG0001699	AMC57592.1	AAS06112.1
OG0001700	AMC57593.1	AAS06113.1
OG0001701	AMC57602.1	AAS06118.1
OG0001702	AMC57603.1	AAS06120.1
OG0001703	AMC57608.1	AAS06125.1
OG0001704	AMC57612.1	AAS06146.1
OG0001705	AMC57613.1	AAS06147.1
OG0001706	AMC57630.1	AAS06165.1
OG0001707	AMC57633.1	AAS06171.1
OG0001708	AMC57640.1	AAS06177.1
OG0001709	AMC57641.1	AAS06180.1
OG0001710	AMC57645.1	AAS06183.1
OG0001711	AMC57647.1	AAS06184.1
OG0001715	AMC57662.1	AAS06190.1
OG0001716	AMC57666.1	AAS06194.1
OG0001717	AMC57667.1	AAS06195.1
OG0001718	AMC57678.1	AAS06206.1
OG0001719	AMC57688.1	AAS06218.1
OG0001720	AMC57689.1	AAS06219.1
OG0001721	AMC57690.1	AAS06221.1
OG0001722	AMC57691.1	AAS06222.1
OG0001723	AMC57693.1	AAS06235.1
OG0001725	AMC57706.1	AAS06247.1
OG0001726	AMC57707.1	AAS06248.1
OG0001727	AMC57708.1	AAS06249.1
OG0001728	AMC57710.1	AAS06251.1
OG0001729	AMC57711.1	AAS06252.1
OG0001730	AMC57712.1	AAS06253.1
OG0001731	AMC57713.1	AAS04264.1
OG0001732	AMC57714.1	AAS05250.1
OG0001733	AMC57717.1	AAS06254.1
OG0001734	AMC57718.1	AAS06255.1
OG0001735	AMC57719.1	AAS06256.1
OG0001737	AMC57724.1	AAS06260.1
OG0001738	AMC57728.1	AAS06263.1
OG0001739	AMC57735.1	AAS06269.1
OG0001740	AMC57736.1	AAS06273.1
OG0001741	AMC57737.1	AAS06274.1
OG0001742	AMC57762.1	AAS06339.1
OG0001743	AMC57763.1	AAS06340.1
OG0001744	AMC57764.1	AAS04435.1
OG0001745	AMC57765.1	AAS06341.1
OG0001746	AMC57777.1	AAS06342.1
OG0001747	AMC57778.1	AAS06344.1
OG0001748	AMC57783.1	AAS06350.1
OG0001750	AMC57785.1	AAS06352.1
OG0001751	AMC57787.1	AAS04445.1
OG0001752	AMC57801.1	AAS06376.1
OG0001753	AMC57802.1	AAS06377.1
OG0001754	AMC57816.1	AAS06387.1
OG0001755	AMC57831.1	AAS06416.1
OG0001757	AMC57837.1	AAS06410.1
OG0001758	AMC57838.1	AAS04093.1
OG0001759	AMC57839.1	AAS04094.1
OG0001760	AMC57850.1	AAS02402.1
OG0001761	AMC57854.1	AAS06408.1
OG0001762	AMC57858.1	AAS06401.1
OG0001763	AMC57863.1	AAS06421.1
OG0001764	AMC57875.1	AAS06425.1
OG0001765	AMC57878.1	AAS06428.1
OG0001766	AMC57886.1	AAS06435.1
OG0001767	AMC57887.1	AAS06436.1
OG0001768	AMC57890.1	AAS06445.1
OG0001769	AMC57891.1	AAS06446.1
OG0001770	AMC57897.1	AAS06458.1
OG0001771	AMC57898.1	AAS02435.1
OG0001772	AMC57899.1	AAS06461.1
OG0001773	AMC57902.1	AAS06464.1
OG0001774	AMC57905.1	AAS06466.1
OG0001775	AMC57906.1	AAS06467.1
OG0001776	AMC57912.1	AAS06473.1
OG0001777	AMC57917.1	AAS06482.1
OG0001778	AMC57920.1	AAS06488.1
OG0001779	AMC57922.1	AAS06492.1
OG0001780	AMC57931.1	AAS06495.1
OG0001781	AMC57936.1	AAS06499.1
OG0001782	AMC57937.1	AAS06501.1
OG0001783	AMC57938.1	AAS06502.1
OG0001784	AMC57939.1	AAS06503.1
OG0001785	AMC57940.1	AAS06504.1
OG0001786	AMC57941.1	AAS06505.1
OG0001787	AMC57947.1	AAS06511.1
OG0001788	AMC57954.1	AAS06516.1
OG0001789	AMC57955.1	AAS06517.1
OG0001790	AMC57965.1	AAS06527.1
OG0001791	AMC57966.1	AAS06528.1
OG0001792	AMC57974.1	AAS03702.1
OG0001793	AMC57976.1	AAS06535.1
OG0001794	AMC57983.1	AAS06540.1
OG0001796	AMC57995.1	AAS06551.1
OG0001797	AMC58001.1	AAS06556.1
OG0001798	AMC58004.1	AAS06557.1
OG0001799	AMC58005.1	AAS06558.1
OG0001800	AMC58006.1	AAS06559.1
OG0001801	AMC58011.1	AAS06564.1
OG0001802	AMC58012.1	AAS06568.1
OG0001803	AMC58023.1	AAS06578.1
OG0001804	AMC58025.1	AAS06580.1
OG0001805	AMC58026.1	AAS06582.1
OG0001806	AMC58027.1	AAS06583.1
OG0001807	AMC58029.1	AAS06584.1
OG0001808	AMC58031.1	AAS06585.1
OG0001809	AMC58032.1	AAS06586.1
OG0001810	AMC58034.1	AAS06587.1
OG0001811	AMC58044.1	AAS06598.1
OG0001812	AMC58045.1	AAS06599.1
OG0001813	AMC58050.1	AAS06604.1
OG0001814	AMC58053.1	AAS02442.1
OG0001815	AMC58057.1	AAS06611.1
OG0001816	AMC58058.1	AAS06612.1
OG0001817	AMC58059.1	AAS06613.1
OG0001818	AMC58078.1	AAS06623.1
OG0001819	AMC58082.1	AAS06625.1
OG0001820	AMC58083.1	AAS06626.1
OG0001821	AMC58085.1	AAS06631.1
OG0001822	AMC58102.1	AAS03419.1
OG0001823	AMC58112.1	AAS06363.1
OG0001824	AMC58119.1	AAS06621.1
OG0001825	AMC58120.1	AAS06622.1
OG0001826	AMC58125.1	AAS06640.1
OG0001827	AMC58126.1	AAS04345.1
OG0001828	AMC58127.1	AAS04344.1
OG0001829	AMC58129.1	AAS06641.1
OG0001830	AMC58131.1	AAS06644.1
OG0001831	AMC58132.1	AAS06652.1
OG0001832	AMC58133.1	AAS06653.1
OG0001833	AMC58150.1	AAS06671.1
OG0001834	AMC58151.1	AAS06672.1
OG0001835	AMC58152.1	AAS06673.1
OG0001836	AMC58156.1	AAS06677.1
OG0001837	AMC58176.1	AAS06838.1
OG0001838	AMC58177.1	AAS06683.1
OG0001839	AMC58178.1	AAS06684.1
OG0001840	AMC58179.1	AAS06685.1
OG0001841	AMC58180.1	AAS06686.1
OG0001842	AMC58186.1	AAS06688.1
OG0001843	AMC58187.1	AAS06689.1
OG0001844	AMC58192.1	AAS06695.1
OG0001845	AMC58193.1	AAS06696.1
OG0001846	AMC58194.1	AAS06697.1
OG0001847	AMC58196.1	AAS06700.1
OG0001848	AMC58197.1	AAS06701.1
OG0001849	AMC58199.1	AAS06702.1
OG0001850	AMC58200.1	AAS06703.1
OG0001851	AMC58201.1	AAS06704.1
OG0001852	AMC58202.1	AAS06705.1
OG0001853	AMC58203.1	AAS06707.1
OG0001854	AMC58204.1	AAS06708.1
OG0001855	AMC58219.1	AAS06724.1
OG0001856	AMC58235.1	AAS06743.1
OG0001857	AMC58237.1	AAS06745.1
OG0001858	AMC58243.1	AAS06751.1
OG0001859	AMC58244.1	AAS06752.1
OG0001860	AMC58245.1	AAS06762.1
OG0001861	AMC58267.1	AAS06765.1
OG0001862	AMC58268.1	AAS06418.1
OG0001863	AMC58273.1	AAS02908.1
OG0001864	AMC58278.1	AAS02913.1
OG0001865	AMC58279.1	AAS02914.1
OG0001866	AMC58280.1	AAS02915.1
OG0001867	AMC58281.1	AAS02916.1
OG0001868	AMC58285.1	AAS02920.1
OG0001869	AMC58289.1	AAS02924.1
OG0001870	AMC58291.1	AAS02926.1
OG0001871	AMC58292.1	AAS02927.1
OG0001872	AMC58295.1	AAS02929.1
OG0001874	AMC58302.1	AAS02937.1
OG0001875	AMC58305.1	AAS02939.1
OG0001876	AMC58306.1	AAS02941.1
OG0001877	AMC58309.1	AAS02944.1
OG0001878	AMC58316.1	AAS02947.1
OG0001879	AMC58317.1	AAS02948.1
OG0001880	AMC58319.1	AAS02950.1
OG0001881	AMC58323.1	AAS02953.1
OG0001883	AMC58333.1	AAS02959.1
OG0001884	AMC58341.1	AAS02966.1
OG0001885	AMC58345.1	AAS02973.1
OG0001886	AMC58349.1	AAS02977.1
OG0001887	AMC58350.1	AAS02978.1
OG0001888	AMC58351.1	AAS02979.1
OG0001889	AMC58358.1	AAS03533.1
OG0001890	AMC58362.1	AAS02987.1
OG0001891	AMC58364.1	AAS03001.1
OG0001892	AMC58366.1	AAS03005.1
OG0001893	AMC58368.1	AAS03007.1
OG0001894	AMC58374.1	AAS03027.1
OG0001895	AMC58375.1	AAS03098.1
OG0001896	AMC58378.1	AAS03102.1
OG0001897	AMC58381.1	AAS03105.1
OG0001898	AMC58387.1	AAS03119.1
OG0001899	AMC58388.1	AAS03120.1
OG0001900	AMC58389.1	AAS03121.1
OG0001901	AMC58391.1	AAS03123.1
OG0001902	AMC58392.1	AAS03124.1
OG0001903	AMC58393.1	AAS03126.1
OG0001904	AMC58397.1	AAS03128.1
OG0001905	AMC58406.1	AAS03137.1
OG0001906	AMC58407.1	AAS03138.1
OG0001907	AMC58412.1	AAS03143.1
OG0001908	AMC58415.1	AAS03144.1
OG0001909	AMC58426.1	AAS03147.1
OG0001910	AMC58427.1	AAS03148.1
OG0001911	AMC58433.1	AAS03156.1
OG0001912	AMC58435.1	AAS03158.1
OG0001913	AMC58437.1	AAS03160.1
OG0001915	AMC58456.1	AAS03185.1
OG0001916	AMC58461.1	AAS03188.1
OG0001917	AMC58472.1	AAS03192.1
OG0001918	AMC58474.1	AAS03198.1
OG0001919	AMC58477.1	AAS03203.1
OG0001920	AMC58479.1	AAS03207.1
OG0001921	AMC58486.1	AAS03216.1
OG0001922	AMC58491.1	AAS03222.1
OG0001923	AMC58492.1	AAS03223.1
OG0001924	AMC58508.1	AAS03226.1
OG0001925	AMC58510.1	AAS03228.1
OG0001926	AMC58511.1	AAS03229.1
OG0001927	AMC58512.1	AAS03230.1
OG0001928	AMC58513.1	AAS03231.1
OG0001929	AMC58533.1	AAS03238.1
OG0001930	AMC58544.1	AAS03257.1
OG0001932	AMC58546.1	AAS03259.1
OG0001933	AMC58565.1	AAS03302.1
OG0001934	AMC58568.1	AAS03305.1
OG0001935	AMC58569.1	AAS03306.1
OG0001936	AMC58578.1	AAS03312.1
OG0001937	AMC58581.1	AAS03313.1
OG0001938	AMC58584.1	AAS03317.1
OG0001939	AMC58585.1	AAS03315.1
OG0001940	AMC58586.1	AAS03314.1
OG0001941	AMC58587.1	AAS03318.1
OG0001942	AMC58589.1	AAS03319.1
OG0001943	AMC58611.1	AAS03323.1
OG0001944	AMC58613.1	AAS03324.1
OG0001945	AMC58614.1	AAS03325.1
OG0001946	AMC58615.1	AAS02666.1
OG0001947	AMC58616.1	AAS03326.1
OG0001948	AMC58617.1	AAS03327.1
OG0001949	AMC58618.1	AAS03328.1
OG0001950	AMC58619.1	AAS03329.1
OG0001951	AMC58620.1	AAS03330.1
OG0001952	AMC58621.1	AAS03331.1
OG0001953	AMC58623.1	AAS03332.1
OG0001954	AMC58628.1	AAS03333.1
OG0001955	AMC58633.1	AAS03338.1
OG0001956	AMC58634.1	AAS03339.1
OG0001958	AMC58642.1	AAS05023.1
OG0001959	AMC58643.1	AAS05021.1
OG0001960	AMC58659.1	AAS05011.1
OG0001961	AMC58667.1	AAS05006.1
OG0001962	AMC58677.1	AAS04997.1
OG0001963	AMC58678.1	AAS04992.1
OG0001964	AMC58681.1	AAS04991.1
OG0001965	AMC58682.1	AAS04990.1
OG0001966	AMC58685.1	AAS04989.1
OG0001967	AMC58687.1	AAS04987.1
OG0001968	AMC58688.1	AAS04986.1
OG0001969	AMC58689.1	AAS04984.1
OG0001970	AMC58690.1	AAS04983.1
OG0001971	AMC58691.1	AAS04982.1
OG0001972	AMC58696.1	AAS02614.1
OG0001973	AMC58697.1	AAS02612.1
OG0001974	AMC58700.1	AAS06665.1
OG0001975	AMC58705.1	AAS04960.1
OG0001976	AMC58707.1	AAS04957.1
OG0001977	AMC58710.1	AAS04955.1
OG0001978	AMC58719.1	AAS04949.1
OG0001979	AMC58720.1	AAS05764.1
OG0001980	AMC58721.1	AAS04948.1
OG0001981	AMC58724.1	AAS04945.1
OG0001982	AMC58731.1	AAS04938.1
OG0001983	AMC58732.1	AAS04937.1
OG0001984	AMC58734.1	AAS04935.1
OG0001985	AMC58738.1	AAS04931.1
OG0001986	AMC58748.1	AAS02456.1
OG0001987	AMC58757.1	AAS04911.1
OG0001988	AMC58758.1	AAS04910.1
OG0001989	AMC58759.1	AAS04909.1
OG0001990	AMC58760.1	AAS02487.1
OG0001991	AMC58762.1	AAS04898.1
OG0001992	AMC58774.1	AAS04890.1
OG0001993	AMC58776.1	AAS04888.1
OG0001995	AMC58785.1	AAS04880.1
OG0001996	AMC58786.1	AAS04879.1
OG0001997	AMC58787.1	AAS04878.1
OG0001998	AMC58788.1	AAS04877.1
OG0001999	AMC58802.1	AAS04868.1
OG0002000	AMC58805.1	AAS04866.1
OG0002001	AMC58825.1	AAS04851.1
OG0002002	AMC58828.1	AAS04838.1
OG0002003	AMC58830.1	AAS04836.1
OG0002004	AMC58834.1	AAS04833.1
OG0002005	AMC58837.1	AAS04996.1
OG0002006	AMC58838.1	AAS04827.1
OG0002007	AMC58841.1	AAS04823.1
OG0002008	AMC58847.1	AAS03994.1
OG0002009	AMC58850.1	AAS04818.1
OG0002010	AMC58864.1	AAS04804.1
OG0002011	AMC58865.1	AAS04802.1
OG0002012	AMC58867.1	AAS04800.1
OG0002013	AMC58901.1	AAS04760.1
OG0002014	AMC58907.1	AAS04755.1
OG0002015	AMC58912.1	AAS04751.1
OG0002016	AMC58913.1	AAS04750.1
OG0002017	AMC58914.1	AAS04749.1
OG0002018	AMC58915.1	AAS04748.1
OG0002019	AMC58916.1	AAS04747.1
OG0002020	AMC58932.1	AAS03870.1
OG0002021	AMC58934.1	AAS04731.1
OG0002022	AMC58938.1	AAS04725.1
OG0002023	AMC58940.1	AAS04720.1
OG0002024	AMC58941.1	AAS04711.1
OG0002025	AMC58945.1	AAS03660.1
OG0002027	AMC58956.1	AAS04678.1
OG0002028	AMC58960.1	AAS03430.1
OG0002029	AMC58970.1	AAS03431.1
OG0002030	AMC58973.1	AAS03434.1
OG0002031	AMC58993.1	AAS03445.1
OG0002032	AMC58994.1	AAS03446.1
OG0002033	AMC59000.1	AAS03451.1
OG0002034	AMC59019.1	AAS03473.1
OG0002035	AMC59026.1	AAS03479.1
OG0002036	AMC59027.1	AAS03480.1
OG0002038	AMC59042.1	AAS03490.1
OG0002039	AMC59045.1	AAS03493.1
OG0002040	AMC59056.1	AAS03497.1
OG0002041	AMC59057.1	AAS03498.1
OG0002042	AMC59076.1	AAS03516.1
OG0002043	AMC59095.1	AAS03532.1
OG0002044	AMC59099.1	AAS03541.1
OG0002045	AMC59146.1	AAS03560.1
OG0002046	AMC59147.1	AAS04803.1
OG0002047	AMC59148.1	AAS03561.1
OG0002048	AMC59157.1	AAS03570.1
OG0002049	AMC59158.1	AAS03571.1
OG0002050	AMC59165.1	AAS03578.1
OG0002051	AMC59179.1	AAS03586.1
OG0002052	AMC59183.1	AAS03590.1
OG0002053	AMC59187.1	AAS03594.1
OG0002054	AMC59197.1	AAS03569.1
OG0002055	AMC59198.1	AAS03609.1
OG0002056	AMC59208.1	AAS03619.1
OG0002057	AMC59219.1	AAS03629.1
OG0002058	AMC59220.1	AAS03630.1
OG0002059	AMC59221.1	AAS03631.1
OG0002060	AMC59222.1	AAS03632.1
OG0002061	AMC59223.1	AAS03633.1
OG0002062	AMC59227.1	AAS03637.1
OG0002063	AMC59232.1	AAS03647.1
OG0002064	AMC59234.1	AAS03653.1
OG0002065	AMC59241.1	AAS03659.1
OG0002066	AMC59274.1	AAS03690.1
OG0002067	AMC59275.1	AAS03691.1
OG0002068	AMC59295.1	AAS03709.1
OG0002069	AMC59300.1	AAS03714.1
OG0002070	AMC59301.1	AAS03715.1
OG0002071	AMC59302.1	AAS03716.1
OG0002072	AMC59317.1	AAS03726.1
OG0002073	AMC59340.1	AAS04018.1
OG0002074	AMC59341.1	AAS04017.1
OG0002075	AMC59346.1	AAS04792.1
OG0002077	AMC59367.1	AAS03649.1
OG0002078	AMC59369.1	AAS03965.1
OG0002079	AMC59372.1	AAS06821.1
OG0002081	AMC59378.1	AAS04362.1
OG0002082	AMC59381.1	AAS06870.1
OG0002083	AMC59393.1	AAS06085.1
OG0002084	AMC59400.1	AAS03809.1
OG0002085	AMC59404.1	AAS02325.1
OG0002086	AMC59405.1	AAS02326.1
OG0002087	AMC59407.1	AAS03810.1
OG0002088	AMC59409.1	AAS03817.1
OG0002089	AMC59412.1	AAS03820.1
OG0002090	AMC59413.1	AAS03821.1
OG0002091	AMC59445.1	AAS03842.1
OG0002092	AMC59447.1	AAS03845.1
OG0002093	AMC59455.1	AAS03853.1
OG0002094	AMC59456.1	AAS03854.1
OG0002095	AMC59457.1	AAS03855.1
OG0002096	AMC59465.1	AAS04366.1
OG0002097	AMC59473.1	AAS03867.1
OG0002098	AMC59474.1	AAS03868.1
OG0002099	AMC59476.1	AAS03874.1
OG0002100	AMC59479.1	AAS03877.1
OG0002101	AMC59489.1	AAS03882.1
OG0002102	AMC59490.1	AAS03884.1
OG0002103	AMC59491.1	AAS03885.1
OG0002104	AMC59495.1	AAS03889.1
OG0002105	AMC59498.1	AAS03893.1
OG0002106	AMC59500.1	AAS03895.1
OG0002107	AMC59501.1	AAS03896.1
OG0002108	AMC59502.1	AAS03898.1
OG0002109	AMC59505.1	AAS03903.1
OG0002110	AMC59506.1	AAS03908.1
OG0002111	AMC59507.1	AAS03909.1
OG0002112	AMC59511.1	AAS03916.1
OG0002113	AMC59512.1	AAS03917.1
OG0002114	AMC59515.1	AAS03922.1
OG0002115	AMC59518.1	AAS03925.1
OG0002116	AMC59523.1	AAS06754.1
OG0002117	AMC59526.1	AAS03929.1
OG0002118	AMC59528.1	AAS03933.1
OG0002119	AMC59529.1	AAS03934.1
OG0002120	AMC59530.1	AAS03935.1
OG0002121	AMC59534.1	AAS03940.1
OG0002122	AMC59535.1	AAS03941.1
OG0002123	AMC59547.1	AAS03985.1
OG0002124	AMC59548.1	AAS03986.1
OG0002125	AMC59549.1	AAS03955.1
OG0002126	AMC59560.1	AAS02389.1
OG0002127	AMC59562.1	AAS05710.1
OG0002128	AMC59566.1	AAS03964.1
OG0002129	AMC59570.1	AAS03966.1
OG0002130	AMC59571.1	AAS03968.1
OG0002131	AMC59574.1	AAS03970.1
OG0002132	AMC59578.1	AAS02893.1
OG0002133	AMC59581.1	AAS02763.1
OG0002134	AMC59596.1	AAS03168.1
OG0002135	AMC59604.1	AAS06630.1
OG0002136	AMC59609.1	AAS02433.1
OG0002137	AMC59612.1	AAS02390.1
OG0002139	AMC59621.1	AAS03997.1
OG0002140	AMC59631.1	AAS04402.1
OG0002141	AMC59641.1	AAS06766.1
OG0002142	AMC59646.1	AAS04399.1
OG0002143	AMC59663.1	AAS06818.1
OG0002144	AMC59664.1	AAS06819.1
OG0002145	AMC59671.1	AAS05101.1
OG0002146	AMC59679.1	AAS04080.1
OG0002147	AMC59680.1	AAS03958.1
OG0002148	AMC59682.1	AAS02548.1
OG0002149	AMC59689.1	AAS04090.1
OG0002150	AMC59690.1	AAS04091.1
OG0002151	AMC59692.1	AAS04097.1
OG0002152	AMC59693.1	AAS04098.1
OG0002153	AMC59694.1	AAS04112.1
OG0002154	AMC59697.1	AAS04114.1
OG0002155	AMC59703.1	AAS04119.1
OG0002156	AMC59705.1	AAS06317.1
OG0002157	AMC59706.1	AAS06318.1
OG0002158	AMC59707.1	AAS06319.1
OG0002160	AMC59712.1	AAS04122.1
OG0002161	AMC59715.1	AAS04127.1
OG0002162	AMC59716.1	AAS04128.1
OG0002163	AMC59718.1	AAS04129.1
OG0002164	AMC59719.1	AAS03321.1
OG0002165	AMC59723.1	AAS04133.1
OG0002167	AMC59729.1	AAS06879.1
OG0002168	AMC59730.1	AAS06880.1
OG0002169	AMC59731.1	AAS04734.1
OG0002170	AMC59744.1	AAS04140.1
OG0002171	AMC59745.1	AAS04142.1
OG0002173	AMC59769.1	AAS04155.1
OG0002174	AMC59777.1	AAS04162.1
OG0002175	AMC59787.1	AAS04178.1
OG0002177	AMC59797.1	AAS04198.1
OG0002178	AMC59805.1	AAS04204.1
OG0002180	AMC59816.1	AAS04215.1
OG0002181	AMC59838.1	AAS04229.1
OG0002182	AMC59844.1	AAS04235.1
OG0002183	AMC59854.1	AAS04244.1
OG0002184	AMC59857.1	AAS04247.1
OG0002185	AMC59858.1	AAS04248.1
OG0002186	AMC59874.1	AAS04262.1
OG0002187	AMC59878.1	AAS04266.1
OG0002188	AMC59892.1	AAS04278.1
OG0002189	AMC59899.1	AAS04291.1
OG0002190	AMC59905.1	AAS04300.1
OG0002191	AMC59906.1	AAS04301.1
OG0002192	AMC59907.1	AAS04302.1
OG0002193	AMC59909.1	AAS04304.1
OG0002194	AMC59910.1	AAS04305.1
OG0002195	AMC59912.1	AAS04308.1
OG0002196	AMC59914.1	AAS04310.1
OG0002197	AMC59923.1	AAS04860.1
OG0002198	AMC59925.1	AAS04319.1
OG0002199	AMC59926.1	AAS04320.1
OG0002200	AMC59927.1	AAS04321.1
OG0002201	AMC59928.1	AAS04322.1
OG0002203	AMC59936.1	AAS04326.1
OG0002204	AMC59938.1	AAS03785.1
OG0002205	AMC59941.1	AAS04332.1
OG0002206	AMC59944.1	AAS04334.1
OG0002208	AMC59955.1	AAS04355.1
OG0002209	AMC59957.1	AAS04358.1
OG0002211	AMC59962.1	AAS04365.1
OG0002212	AMC59963.1	AAS04363.1
OG0002213	AMC59973.1	AAS03979.1
OG0002214	AMC59993.1	AAS04404.1
OG0002215	AMC59994.1	AAS04405.1
OG0002216	AMC59995.1	AAS04406.1
OG0002217	AMC60000.1	AAS04410.1
OG0002218	AMC60002.1	AAS04411.1
OG0002219	AMC60003.1	AAS04412.1
OG0002220	AMC60004.1	AAS04413.1
OG0002221	AMC60007.1	AAS04416.1
OG0002222	AMC60010.1	AAS04420.1
OG0002223	AMC60013.1	AAS04857.1
OG0002224	AMC60027.1	AAS04450.1
OG0002225	AMC60043.1	AAS04457.1
OG0002226	AMC60046.1	AAS04460.1
OG0002228	AMC60050.1	AAS04463.1
OG0002229	AMC60060.1	AAS04481.1
OG0002230	AMC60063.1	AAS04487.1
OG0002231	AMC60064.1	AAS04488.1
OG0002232	AMC60066.1	AAS04490.1
OG0002233	AMC60067.1	AAS04491.1
OG0002234	AMC60070.1	AAS04495.1
OG0002235	AMC60071.1	AAS04514.1
OG0002236	AMC60072.1	AAS04522.1
OG0002237	AMC60074.1	AAS04523.1
OG0002238	AMC60076.1	AAS04524.1
OG0002239	AMC60082.1	AAS04354.1
OG0002240	AMC60088.1	AAS04528.1
OG0002241	AMC60089.1	AAS04529.1
OG0002242	AMC60093.1	AAS04533.1
OG0002243	AMC60095.1	AAS04535.1
OG0002244	AMC60096.1	AAS04536.1
OG0002245	AMC60097.1	AAS04537.1
OG0002246	AMC60105.1	AAS04543.1
OG0002247	AMC60107.1	AAS04557.1
OG0002248	AMC60108.1	AAS04558.1
OG0002249	AMC60114.1	AAS03990.1
OG0002250	AMC60116.1	AAS04562.1
OG0002251	AMC60117.1	AAS04563.1
OG0002252	AMC60122.1	AAS03905.1
OG0002254	AMC60127.1	AAS04565.1
OG0002255	AMC60145.1	AAS04590.1
OG0002256	AMC60146.1	AAS04592.1
OG0002257	AMC60147.1	AAS04593.1
OG0002258	AMC60148.1	AAS04594.1
OG0002259	AMC60149.1	AAS03152.1
OG0002260	AMC60156.1	AAS04600.1
OG0002261	AMC60157.1	AAS04601.1
OG0002262	AMC60166.1	AAS04609.1
OG0002263	AMC60173.1	AAS04613.1
OG0002264	AMC60178.1	AAS04623.1
OG0002265	AMC60193.1	AAS04624.1
OG0002266	AMC60196.1	AAS04627.1
OG0002267	AMC60197.1	AAS04628.1
OG0002268	AMC60198.1	AAS04629.1
OG0002269	AMC60200.1	AAS04631.1
OG0002270	AMC60201.1	AAS06411.1
OG0002271	AMC60204.1	AAS04632.1
OG0002272	AMC60209.1	AAS04636.1
OG0002273	AMC60216.1	AAS05076.1
OG0002274	AMC60217.1	AAS05075.1
OG0002275	AMC60236.1	AAS03416.1
OG0002276	AMC60257.1	AAS03398.1
OG0002277	AMC60262.1	AAS03393.1
OG0002278	AMC60266.1	AAS03388.1
OG0002279	AMC60274.1	AAS03386.1
OG0002280	AMC60276.1	AAS03384.1
