HOG	OG	Gene Tree Parent Clade	Mavium	Mafric	Mlepra	Mbovis	Mmicro
N2.HOG0002980	OG0002754	-		CCC25468.1		ALV09640.1	AMC57870.1
N2.HOG0002981	OG0002755	-		CCC25469.1		ALV12807.1	AMC57871.1
N2.HOG0002982	OG0002756	-		CCC25470.1		ALV09641.1	AMC57872.1
N2.HOG0002983	OG0002757	-		CCC25471.1		ALV09642.1	AMC57873.1
N2.HOG0002984	OG0002758	-		CCC25473.1		ALV09645.1	AMC57877.1
N2.HOG0002985	OG0002759	-		CCC25477.1		ALV09648.1	AMC57881.1
N2.HOG0002986	OG0002760	-		CCC25479.1		ALV09651.1	AMC57883.1
N2.HOG0002987	OG0002761	-		CCC25499.1		ALV09671.1	AMC57903.1
N2.HOG0002988	OG0002762	-		CCC25518.1		ALV09688.1	AMC57923.1
N2.HOG0002989	OG0002763	-		CCC25519.1		ALV09689.1	AMC57924.1
N2.HOG0002990	OG0002764	-		CCC25520.1		ALV09690.1	AMC57925.1
N2.HOG0002991	OG0002765	-		CCC25521.1		ALV09691.1	AMC57926.1
N2.HOG0002992	OG0002766	-		CCC25522.1		ALV09692.1	AMC57927.1
N2.HOG0002993	OG0002767	-		CCC25523.1		ALV09693.1	AMC57928.1
N2.HOG0002994	OG0002768	-		CCC25547.1		ALV09715.1	AMC57952.1
N2.HOG0002995	OG0002769	-		CCC25564.1		ALV12818.1	AMC57969.1
N2.HOG0002996	OG0002770	-		CCC25569.1		ALV09730.1	AMC57975.1
N2.HOG0002997	OG0002771	-		CCC25571.1		ALV09732.1	AMC57977.1
N2.HOG0002998	OG0002772	-		CCC25585.1		ALV09744.1	AMC57993.1
N2.HOG0002999	OG0002773	-		CCC25593.1		ALV09750.1	AMC58002.1
N2.HOG0003000	OG0002774	-		CCC25599.1		ALV09755.1	AMC58009.1
N2.HOG0003001	OG0002775	-		CCC25600.1		ALV09756.1	AMC58010.1
N2.HOG0003002	OG0002776	-		CCC25629.1		ALV09783.1	AMC58043.1
N2.HOG0003003	OG0002777	-		CCC25646.1		ALV09798.1	AMC58060.1
N2.HOG0003004	OG0002778	-		CCC25647.1		ALV09799.1	AMC58061.1
N2.HOG0003005	OG0002779	-		CCC25648.1		ALV09800.1	AMC58062.1
N2.HOG0003006	OG0002780	-		CCC25649.1		ALV09801.1	AMC58063.1
N2.HOG0003007	OG0002781	-		CCC25650.1		ALV09802.1	AMC58067.1
N2.HOG0003008	OG0002782	-		CCC25651.1		ALV09803.1	AMC58069.1
N2.HOG0003009	OG0002783	-		CCC25652.1		ALV09804.1	AMC58071.1
N2.HOG0003010	OG0002784	-		CCC25653.1		ALV09805.1	AMC58073.1
N2.HOG0003011	OG0002785	-		CCC25655.1		ALV12831.1	AMC58075.1
N2.HOG0003012	OG0002786	-		CCC25659.1		ALV12833.1	AMC58079.1
N2.HOG0003013	OG0002787	-		CCC25660.1		ALV09809.1	AMC58080.1
N2.HOG0003014	OG0002788	-		CCC25661.1		ALV09810.1	AMC58081.1
N2.HOG0003015	OG0002789	-		CCC25674.1		ALV09821.1	AMC58094.1
N2.HOG0003016	OG0002790	-		CCC25675.1		ALV09822.1	AMC58095.1
N2.HOG0003017	OG0002791	-		CCC25676.1		ALV09823.1	AMC58096.1
N2.HOG0003018	OG0002792	-		CCC25677.1		ALV09824.1	AMC58098.1
N2.HOG0003019	OG0002793	-		CCC25678.1		ALV09825.1	AMC58099.1
N2.HOG0003020	OG0002794	-		CCC25679.1		ALV09826.1	AMC58100.1
N2.HOG0003021	OG0002795	-		CCC25683.1		ALV09830.1	AMC58104.1
N2.HOG0003022	OG0002796	-		CCC25686.1		ALV09833.1	AMC58107.1
N2.HOG0003023	OG0002797	-		CCC25687.1		ALV09834.1	AMC58108.1
N2.HOG0003024	OG0002798	-		CCC25688.1		ALV09835.1	AMC58109.1
N2.HOG0003025	OG0002799	-		CCC25690.1		ALV09838.1	AMC58111.1
N2.HOG0003026	OG0002800	-		CCC25692.1		ALV09840.1	AMC58113.1
N2.HOG0003027	OG0002801	-		CCC25693.1		ALV12836.1	AMC58114.1
N2.HOG0003028	OG0002802	-		CCC25694.1		ALV09841.1	AMC58115.1
N2.HOG0003029	OG0002803	-		CCC25695.1		ALV12837.1	AMC58116.1
N2.HOG0003030	OG0002804	-		CCC25697.1		ALV09844.1	AMC58118.1
N2.HOG0003031	OG0002805	-		CCC25700.1		ALV09846.1	AMC58121.1
N2.HOG0003032	OG0002806	-		CCC25701.1		ALV09847.1	AMC58122.1
N2.HOG0003033	OG0002807	-		CCC25702.1		ALV09848.1	AMC58123.1
N2.HOG0003034	OG0002808	-		CCC25703.1		ALV09849.1	AMC58124.1
N2.HOG0003035	OG0002810	-		CCC25737.1		ALV09880.1	AMC58159.1
N2.HOG0003036	OG0002811	-		CCC25738.1		ALV09881.1	AMC58160.1
N2.HOG0003037	OG0002812	-		CCC25739.1		ALV09882.1	AMC58161.1
N2.HOG0003038	OG0002813	-		CCC25740.1		ALV09883.1	AMC58162.1
N2.HOG0003039	OG0002814	-		CCC25741.1		ALV09884.1	AMC58163.1
N2.HOG0003040	OG0002815	-		CCC25742.1		ALV09885.1	AMC58164.1
N2.HOG0003041	OG0002816	-		CCC25743.1		ALV09886.1	AMC58165.1
N2.HOG0003042	OG0002817	-		CCC25744.1		ALV09887.1	AMC58166.1
N2.HOG0003043	OG0002818	-		CCC25745.1		ALV09888.1	AMC58167.1
N2.HOG0003044	OG0002819	-		CCC25746.1		ALV09889.1	AMC58168.1
N2.HOG0003045	OG0002820	-		CCC25750.1		ALV09894.1	AMC58174.1
N2.HOG0003046	OG0002821	-		CCC25759.1		ALV09902.1	AMC58184.1
N2.HOG0003047	OG0002822	-		CCC25760.1		ALV09903.1	AMC58185.1
N2.HOG0003048	OG0002823	-		CCC25807.1		ALV09951.1	AMC58233.1
N2.HOG0003049	OG0002824	-		CCC25820.1		ALV09962.1	AMC58246.1
N2.HOG0003050	OG0002825	-		CCC25822.1		ALV09963.1	AMC58248.1
N2.HOG0003051	OG0002826	-		CCC25824.1		ALV09965.1	AMC58250.1
N2.HOG0003052	OG0002827	-		CCC25825.1		ALV09966.1	AMC58251.1
N2.HOG0003053	OG0002828	-		CCC25826.1		ALV12848.1	AMC58252.1
N2.HOG0003054	OG0002829	-		CCC25830.1		ALV09969.1	AMC58261.1
N2.HOG0003055	OG0002830	-		CCC25832.1		ALV09971.1	AMC58263.1
N2.HOG0003056	OG0002831	-		CCC25833.1		ALV09972.1	AMC58264.1
N2.HOG0003057	OG0002832	-		CCC25840.1		ALV09979.1	AMC58272.1
N2.HOG0003058	OG0002833	-		CCC25874.1		ALV10016.1	AMC58310.1
N2.HOG0003059	OG0002834	-		CCC25875.1		ALV10017.1	AMC58311.1
N2.HOG0003060	OG0002835	-		CCC25877.1		ALV10019.1	AMC58313.1
N2.HOG0003061	OG0002836	-		CCC25878.1		ALV10020.1	AMC58314.1
N2.HOG0003062	OG0002837	-		CCC25884.1		ALV10025.1	AMC58320.1
N2.HOG0003063	OG0002838	-		CCC25913.1		ALV10046.1	AMC58353.1
N2.HOG0003064	OG0002839	-		CCC25917.1		ALV10051.1	AMC58360.1
N2.HOG0003065	OG0002840	-		CCC25918.1		ALV10052.1	AMC58361.1
N2.HOG0003066	OG0002841	-		CCC25923.1		ALV10057.1	AMC58365.1
N2.HOG0003067	OG0002842	-		CCC25928.1		ALV12860.1	AMC58370.1
N2.HOG0003068	OG0002843	-		CCC25929.1		ALV10061.1	AMC58371.1
N2.HOG0003069	OG0002844	-		CCC25930.1		ALV10062.1	AMC58372.1
N2.HOG0003070	OG0002845	-		CCC25931.1		ALV12861.1	AMC58373.1
N2.HOG0003071	OG0002846	-		CCC25969.1		ALV12865.1	AMC58414.1
N2.HOG0003072	OG0002847	-		CCC25972.1		ALV12866.1	AMC58418.1
N2.HOG0003073	OG0002848	-		CCC25973.1		ALV12867.1	AMC58421.1
N2.HOG0003074	OG0002849	-		CCC25975.1		ALV10100.1	AMC58423.1
N2.HOG0003075	OG0002850	-		CCC25976.1		ALV10101.1	AMC58424.1
N2.HOG0003076	OG0002851	-		CCC25980.1		ALV10105.1	AMC58428.1
N2.HOG0003077	OG0002852	-		CCC25981.1		ALV10106.1	AMC58429.1
N2.HOG0003078	OG0002853	-		CCC25982.1		ALV10107.1	AMC58430.1
N2.HOG0003079	OG0002854	-		CCC25992.1		ALV10115.1	AMC58441.1
N2.HOG0003080	OG0002855	-		CCC25994.1		ALV10117.1	AMC58444.1
N2.HOG0003081	OG0002856	-		CCC25995.1		ALV10118.1	AMC58445.1
N2.HOG0003082	OG0002857	-		CCC25997.1		ALV10120.1	AMC58448.1
N2.HOG0003083	OG0002858	-		CCC25998.1		ALV10121.1	AMC58449.1
N2.HOG0003084	OG0002859	-		CCC25999.1		ALV10123.1	AMC58451.1
N2.HOG0003085	OG0002860	-		CCC26001.1		ALV10125.1	AMC58453.1
N2.HOG0003086	OG0002861	-		CCC26002.1		ALV10126.1	AMC58454.1
N2.HOG0003087	OG0002862	-		CCC26003.1		ALV10127.1	AMC58455.1
N2.HOG0003088	OG0002863	-		CCC26006.1		ALV10129.1	AMC58459.1
N2.HOG0003089	OG0002864	-		CCC26015.1		ALV10137.1	AMC58469.1
N2.HOG0003090	OG0002865	-		CCC26016.1		ALV10138.1	AMC58470.1
N2.HOG0003091	OG0002866	-		CCC26017.1		ALV12873.1	AMC58471.1
N2.HOG0003092	OG0002867	-		CCC26041.1		ALV10158.1	AMC58494.1
N2.HOG0003093	OG0002868	-		CCC26042.1		ALV10159.1	AMC58495.1
N2.HOG0003094	OG0002869	-		CCC26043.1		ALV10160.1	AMC58496.1
N2.HOG0003095	OG0002870	-		CCC26044.1		ALV12880.1	AMC58500.1
N2.HOG0003096	OG0002871	-		CCC26045.1		ALV10161.1	AMC58501.1
N2.HOG0003097	OG0002872	-		CCC26046.1		ALV10162.1	AMC58502.1
N2.HOG0003098	OG0002873	-		CCC26048.1		ALV10164.1	AMC58504.1
N2.HOG0003099	OG0002874	-		CCC26049.1		ALV10165.1	AMC58505.1
N2.HOG0003100	OG0002875	-		CCC26058.1		ALV10173.1	AMC58515.1
N2.HOG0003101	OG0002876	-		CCC26060.1		ALV10175.1	AMC58518.1
N2.HOG0003102	OG0002877	-		CCC26070.1		ALV10184.1	AMC58530.1
N2.HOG0003103	OG0002878	-		CCC26086.1		ALV10197.1	AMC58551.1
N2.HOG0003104	OG0002879	-		CCC26111.1		ALV12889.1	AMC58583.1
N2.HOG0003105	OG0002880	-		CCC26117.1		ALV10227.1	AMC58590.1
N2.HOG0003106	OG0002881	-		CCC26119.1		ALV10229.1	AMC58592.1
N2.HOG0003107	OG0002882	-		CCC26123.1		ALV10233.1	AMC58596.1
N2.HOG0003108	OG0002883	-		CCC26127.1		ALV12890.1	AMC58600.1
N2.HOG0003109	OG0002884	-		CCC26129.1		ALV10238.1	AMC58601.1
N2.HOG0003110	OG0002885	-		CCC26130.1		ALV10239.1, ALV11525.1	
N2.HOG0003111	OG0002886	-		CCC26132.1		ALV10241.1	AMC58603.1
N2.HOG0003112	OG0002887	-		CCC26133.1		ALV10243.1	AMC58605.1
N2.HOG0003113	OG0002888	-		CCC26134.1		ALV12891.1	AMC58606.1
N2.HOG0003114	OG0002889	-		CCC26135.1		ALV10244.1	AMC58607.1
N2.HOG0003115	OG0002890	-		CCC26137.1		ALV10246.1	AMC58608.1
N2.HOG0003116	OG0002891	-		CCC26138.1		ALV10247.1	AMC58609.1
N2.HOG0003117	OG0002892	-		CCC26173.1		ALV10275.1	AMC58649.1
N2.HOG0003118	OG0002893	-		CCC26175.1		ALV10277.1	AMC58650.1
N2.HOG0003119	OG0002894	-		CCC26177.1		ALV10280.1	AMC58651.1
N2.HOG0003120	OG0002895	-		CCC26189.1		ALV10291.1	AMC58665.1
N2.HOG0003121	OG0002896	-		CCC26190.1		ALV10292.1	AMC58666.1
N2.HOG0003122	OG0002897	-		CCC26192.1		ALV10294.1	AMC58668.1
N2.HOG0003123	OG0002898	-		CCC26200.1		ALV10302.1	AMC58676.1
N2.HOG0003124	OG0002899	-		CCC26203.1		ALV10305.1	AMC58679.1
N2.HOG0003125	OG0002900	-		CCC26204.1		ALV10306.1	AMC58680.1
N2.HOG0003126	OG0002901	-		CCC26207.1		ALV10308.1	AMC58684.1
N2.HOG0003127	OG0002902	-		CCC26224.1		ALV10321.1	AMC58702.1
N2.HOG0003128	OG0002903	-		CCC26258.1		ALV10354.1	AMC58739.1
N2.HOG0003129	OG0002904	-		CCC26259.1		ALV12910.1	AMC58740.1
N2.HOG0003130	OG0002905	-		CCC26263.1		ALV10357.1	AMC58744.1
N2.HOG0003131	OG0002906	-		CCC26266.1		ALV10360.1	AMC58747.1
N2.HOG0003132	OG0002907	-		CCC26270.1		ALV10364.1	AMC58751.1
N2.HOG0003133	OG0002908	-		CCC26281.1		ALV10370.1	AMC58761.1
N2.HOG0003134	OG0002909	-		CCC26283.1		ALV10371.1	AMC58763.1
N2.HOG0003135	OG0002910	-		CCC26294.1		ALV10380.1	AMC58773.1
N2.HOG0003136	OG0002911	-		CCC26316.1		ALV12921.1	AMC58795.1
N2.HOG0003137	OG0002912	-		CCC26317.1		ALV10400.1	AMC58797.1
N2.HOG0003138	OG0002913	-		CCC26318.1		ALV10401.1	AMC58798.1
N2.HOG0003139	OG0002914	-		CCC26319.1		ALV10402.1	AMC58799.1
N2.HOG0003140	OG0002915	-		CCC26324.1		ALV10407.1	AMC58804.1
N2.HOG0003141	OG0002916	-		CCC26332.1		ALV10413.1	AMC58815.1
N2.HOG0003142	OG0002917	-		CCC26333.1		ALV10414.1	AMC58816.1
N2.HOG0003143	OG0002918	-		CCC26337.1		ALV10418.1	AMC58821.1
N2.HOG0003144	OG0002919	-		CCC26338.1		ALV10419.1	AMC58822.1
N2.HOG0003145	OG0002921	-		CCC26362.1		ALV10437.1	AMC58848.1
N2.HOG0003146	OG0002922	-		CCC26363.1		ALV12925.1	AMC58849.1
N2.HOG0003147	OG0002923	-		CCC26381.1		ALV10452.1	AMC58868.1
N2.HOG0003148	OG0002924	-		CCC26382.1		ALV10453.1	AMC58869.1
N2.HOG0003149	OG0002925	-		CCC26383.1		ALV10454.1	AMC58870.1
N2.HOG0003150	OG0002926	-		CCC26384.1		ALV10455.1	AMC58871.1
N2.HOG0003151	OG0002927	-		CCC26385.1		ALV10456.1	AMC58872.1
N2.HOG0003152	OG0002928	-		CCC26430.1		ALV10498.1	AMC58920.1
N2.HOG0003153	OG0002929	-		CCC26431.1		ALV10499.1	AMC58921.1
N2.HOG0003154	OG0002930	-		CCC26432.1		ALV10500.1	AMC58922.1
N2.HOG0003155	OG0002931	-		CCC26447.1		ALV10514.1	AMC58939.1
N2.HOG0003156	OG0002932	-		CCC26455.1		ALV10522.1	AMC58949.1
N2.HOG0003157	OG0002933	-		CCC26461.1		ALV10528.1	AMC58957.1
N2.HOG0003158	OG0002934	-		CCC26462.1		ALV10529.1	AMC58958.1
N2.HOG0003159	OG0002935	-		CCC26464.1		ALV10532.1	AMC58961.1
N2.HOG0003160	OG0002936	-		CCC26465.1		ALV10533.1	AMC58963.1
N2.HOG0003161	OG0002937	-		CCC26466.1		ALV10534.1	AMC58964.1
N2.HOG0003162	OG0002938	-		CCC26469.1		ALV10536.1	AMC58967.1
N2.HOG0003163	OG0002939	-		CCC26470.1		ALV10537.1	AMC58968.1
N2.HOG0003164	OG0002940	-		CCC26488.1		ALV10554.1	AMC58987.1
N2.HOG0003165	OG0002941	-		CCC26489.1		ALV10555.1	AMC58988.1
N2.HOG0003166	OG0002942	-		CCC26491.1		ALV12937.1	AMC58990.1
N2.HOG0003167	OG0002943	-		CCC26492.1		ALV10557.1	AMC58991.1
N2.HOG0003168	OG0002944	-		CCC26493.1		ALV10558.1	AMC58992.1
N2.HOG0003169	OG0002945	-		CCC26497.1		ALV10560.1	AMC58996.1
N2.HOG0003170	OG0002946	-		CCC26507.1		ALV10567.1	AMC59007.1
N2.HOG0003171	OG0002947	-		CCC26508.1		ALV10568.1	AMC59008.1
N2.HOG0003172	OG0002948	-		CCC26512.1		ALV10572.1	AMC59012.1
N2.HOG0003173	OG0002949	-		CCC26513.1		ALV10573.1	AMC59013.1
N2.HOG0003174	OG0002950	-		CCC26518.1		ALV10578.1	AMC59018.1
N2.HOG0003175	OG0002951	-		CCC26523.1		ALV10583.1	AMC59023.1
N2.HOG0003176	OG0002952	-		CCC26524.1		ALV10584.1	AMC59024.1
N2.HOG0003177	OG0002953	-		CCC26533.1		ALV10594.1	AMC59034.1
N2.HOG0003178	OG0002954	-		CCC26537.1		ALV12943.1	AMC59039.1
N2.HOG0003179	OG0002955	-		CCC26562.1		ALV10624.1	AMC59070.1
N2.HOG0003180	OG0002956	-		CCC26564.1		ALV10626.1	AMC59072.1
N2.HOG0003181	OG0002957	-		CCC26577.1		ALV10639.1	AMC59088.1
N2.HOG0003182	OG0002958	-		CCC26585.1		ALV10646.1	AMC59096.1
N2.HOG0003183	OG0002959	-		CCC26586.1		ALV10647.1	AMC59097.1
N2.HOG0003184	OG0002960	-		CCC26590.1		ALV12947.1	AMC59102.1
N2.HOG0003185	OG0002961	-		CCC26591.1		ALV10650.1	AMC59103.1
N2.HOG0003186	OG0002962	-		CCC26594.1		ALV10652.1	AMC59106.1
N2.HOG0003187	OG0002963	-		CCC26597.1		ALV10655.1	AMC59108.1
N2.HOG0003188	OG0002964	-		CCC26598.1		ALV12949.1	AMC59109.1
N2.HOG0003189	OG0002965	-		CCC26599.1		ALV10656.1	AMC59110.1
N2.HOG0003190	OG0002966	-		CCC26601.1		ALV12950.1	AMC59111.1
N2.HOG0003191	OG0002967	-		CCC26602.1		ALV10657.1	AMC59112.1
N2.HOG0003192	OG0002970	-		CCC26617.1		ALV10659.1	AMC59128.1
N2.HOG0003193	OG0002971	-		CCC26618.1		ALV10660.1	AMC61180.1
N2.HOG0003194	OG0002972	-		CCC26619.1		ALV12951.1	AMC59129.1
N2.HOG0003195	OG0002973	-		CCC26624.1		ALV10664.1	AMC59138.1
N2.HOG0003196	OG0002974	-		CCC26627.1		ALV10667.1	AMC59142.1
N2.HOG0003197	OG0002975	-		CCC26629.1		ALV10669.1	AMC59144.1
N2.HOG0003198	OG0002976	-		CCC26633.1		ALV10673.1	AMC59149.1
N2.HOG0003199	OG0002977	-		CCC26640.1		ALV10680.1	AMC59156.1
N2.HOG0003200	OG0002978	-		CCC26650.1		ALV10689.1	AMC59167.1
N2.HOG0003201	OG0002979	-		CCC26651.1		ALV10690.1	AMC59168.1
N2.HOG0003202	OG0002980	-		CCC26652.1		ALV10691.1	AMC59169.1
N2.HOG0003203	OG0002981	-		CCC26653.1		ALV10692.1	AMC59170.1
N2.HOG0003204	OG0002982	-		CCC26659.1		ALV10697.1	AMC59176.1
N2.HOG0003205	OG0002983	-		CCC26660.1		ALV10698.1	AMC59177.1
N2.HOG0003206	OG0002985	-		CCC28550.1, CCC26672.1			AMC61253.1
N2.HOG0003207	OG0002986	-		CCC26699.1		ALV10728.1	AMC59215.1
N2.HOG0003208	OG0002988	-		CCC26730.1		ALV10756.1	AMC59249.1
N2.HOG0003209	OG0002989	-		CCC26735.1		ALV10761.1	AMC59255.1
N2.HOG0003210	OG0002990	-		CCC26757.1		ALV10777.1	AMC59276.1
N2.HOG0003211	OG0002991	-		CCC26758.1		ALV12967.1	AMC59277.1
N2.HOG0003212	OG0002992	-		CCC26759.1		ALV10778.1	AMC59278.1
N2.HOG0003213	OG0002993	-		CCC26760.1		ALV10779.1	AMC59279.1
N2.HOG0003214	OG0002994	-		CCC26761.1		ALV10780.1	AMC59280.1
N2.HOG0003215	OG0002995	-		CCC26762.1		ALV10781.1	AMC59282.1
N2.HOG0003216	OG0002996	-		CCC26763.1		ALV10782.1	AMC59284.1
N2.HOG0003217	OG0002997	-		CCC26764.1		ALV10783.1	AMC59285.1
N2.HOG0003218	OG0002998	-		CCC26765.1		ALV10784.1	AMC59286.1
N2.HOG0003219	OG0002999	-		CCC26766.1		ALV10785.1	AMC59287.1
N2.HOG0003220	OG0003000	-		CCC26767.1		ALV10786.1	AMC59288.1
N2.HOG0003221	OG0003001	-		CCC26768.1		ALV10787.1	AMC59289.1
N2.HOG0003222	OG0003002	-		CCC26769.1		ALV10788.1	AMC59290.1
N2.HOG0003223	OG0003003	-		CCC26770.1		ALV10789.1	AMC59291.1
N2.HOG0003224	OG0003004	-		CCC26792.1		ALV10808.1	AMC59318.1
N2.HOG0003225	OG0003005	-		CCC26794.1		ALV10810.1	AMC59320.1
N2.HOG0003226	OG0003006	-		CCC26795.1		ALV10811.1	AMC59322.1
N2.HOG0003227	OG0003007	-		CCC26796.1		ALV10812.1	AMC59323.1
N2.HOG0003228	OG0003008	-		CCC26803.1		ALV10819.1	AMC59331.1
N2.HOG0003229	OG0003009	-		CCC26804.1		ALV10820.1	AMC59332.1
N2.HOG0003230	OG0003010	-		CCC26805.1		ALV10821.1	AMC59333.1
N2.HOG0003231	OG0003011	-		CCC26806.1		ALV10822.1	AMC59334.1
N2.HOG0003232	OG0003012	-		CCC26809.1		ALV10824.1	AMC59338.1
N2.HOG0003233	OG0003013	-		CCC26810.1		ALV10825.1	AMC59339.1
N2.HOG0003234	OG0003014	-		CCC26813.1		ALV10827.1	AMC59342.1
N2.HOG0003235	OG0003015	-		CCC26814.1		ALV10828.1	AMC59343.1
N2.HOG0003236	OG0003016	-		CCC26815.1		ALV10829.1	AMC59344.1
N2.HOG0003237	OG0003017	-		CCC26816.1		ALV10830.1	AMC59345.1
N2.HOG0003238	OG0003018	-		CCC26819.1		ALV10832.1	AMC59348.1
N2.HOG0003239	OG0003019	-		CCC26820.1		ALV10833.1	AMC59349.1
N2.HOG0003240	OG0003020	-		CCC26822.1		ALV12973.1	AMC59351.1
N2.HOG0003241	OG0003021	-		CCC26823.1		ALV10835.1	AMC59353.1
N2.HOG0003242	OG0003022	-		CCC26824.1		ALV10836.1	AMC59355.1
N2.HOG0003243	OG0003023	-		CCC26826.1		ALV10838.1	AMC59358.1
N2.HOG0003244	OG0003024	-		CCC26827.1		ALV12975.1	AMC59359.1
N2.HOG0003245	OG0003025	-		CCC26828.1		ALV10839.1	AMC59360.1
N2.HOG0003246	OG0003026	-		CCC26829.1		ALV10840.1	AMC59361.1
N2.HOG0003247	OG0003027	-		CCC26830.1		ALV10841.1	AMC59362.1
N2.HOG0003248	OG0003028	-		CCC26833.1		ALV10844.1	AMC59365.1
N2.HOG0003249	OG0003029	-		CCC26834.1		ALV10845.1	AMC59366.1
N2.HOG0003250	OG0003030	-		CCC26838.1		ALV10848.1	AMC59370.1
N2.HOG0003251	OG0003031	-		CCC26846.1		ALV10855.1	AMC59379.1
N2.HOG0003252	OG0003032	-		CCC26851.1		ALV10860.1	AMC59389.1
N2.HOG0003253	OG0003033	-		CCC26852.1		ALV10861.1	AMC59390.1
N2.HOG0003254	OG0003034	-		CCC26853.1		ALV12979.1	AMC59391.1
N2.HOG0003255	OG0003035	-		CCC26859.1		ALV10865.1	AMC59394.1
N2.HOG0003256	OG0003036	-		CCC26861.1		ALV10867.1	AMC59396.1
N2.HOG0003257	OG0003037	-		CCC26862.1		ALV10868.1	AMC59398.1
N2.HOG0003258	OG0003038	-		CCC26863.1		ALV10869.1	AMC59399.1
N2.HOG0003259	OG0003039	-		CCC26866.1		ALV10871.1	AMC59402.1
N2.HOG0003260	OG0003040	-		CCC26867.1		ALV10872.1	AMC59403.1
N2.HOG0003261	OG0003041	-		CCC26870.1		ALV12981.1	AMC59406.1
N2.HOG0003262	OG0003042	-		CCC26891.1		ALV10891.1	AMC59427.1
N2.HOG0003263	OG0003043	-		CCC26893.1		ALV10893.1	AMC59429.1
N2.HOG0003264	OG0003044	-		CCC26896.1		ALV10897.1	AMC59433.1
N2.HOG0003265	OG0003045	-		CCC26898.1		ALV10899.1	AMC59434.1
N2.HOG0003266	OG0003046	-		CCC26899.1		ALV10900.1	AMC59437.1
N2.HOG0003267	OG0003047	-		CCC26905.1		ALV10905.1	AMC59444.1
N2.HOG0003268	OG0003049	-		CCC26925.1		ALV10924.1	AMC59464.1
N2.HOG0003269	OG0003050	-		CCC26927.1		ALV10926.1	AMC59466.1
N2.HOG0003270	OG0003051	-		CCC26930.1		ALV10929.1	AMC59470.1
N2.HOG0003271	OG0003052	-		CCC26931.1		ALV10930.1	AMC59471.1
N2.HOG0003272	OG0003053	-		CCC26940.1		ALV10939.1	AMC59480.1
N2.HOG0003273	OG0003054	-		CCC26941.1		ALV10940.1	AMC59481.1
N2.HOG0003274	OG0003055	-		CCC26942.1		ALV10941.1	AMC59482.1
N2.HOG0003275	OG0003056	-		CCC26943.1		ALV10942.1	AMC59483.1
N2.HOG0003276	OG0003057	-		CCC26944.1		ALV10943.1	AMC59484.1
N2.HOG0003277	OG0003058	-		CCC26945.1		ALV10944.1	AMC59485.1
N2.HOG0003278	OG0003059	-		CCC26956.1		ALV10955.1	AMC59496.1
N2.HOG0003279	OG0003060	-		CCC26992.1		ALV10986.1	AMC59536.1
N2.HOG0003280	OG0003061	-		CCC26993.1		ALV10987.1	AMC59538.1
N2.HOG0003281	OG0003062	-		CCC26997.1		ALV12992.1	AMC59542.1
N2.HOG0003282	OG0003063	-		CCC27000.1		ALV10992.1	AMC59546.1
N2.HOG0003283	OG0003064	-		CCC27004.1		ALV10995.1	AMC59550.1
N2.HOG0003284	OG0003065	-		CCC27005.1		ALV10996.1	AMC59551.1
N2.HOG0003285	OG0003067	-		CCC27007.1		ALV10998.1	AMC59553.1
N2.HOG0003286	OG0003068	-		CCC27014.1		ALV11003.1	AMC59561.1
N2.HOG0003287	OG0003069	-		CCC27017.1		ALV11005.1	AMC59565.1
N2.HOG0003288	OG0003070	-		CCC27020.1		ALV12995.1	AMC59569.1
N2.HOG0003289	OG0003072	-		CCC27027.1		ALV11014.1	AMC59577.1
N2.HOG0003290	OG0003073	-		CCC27032.1		ALV11018.1	AMC59582.1
N2.HOG0003291	OG0003074	-		CCC27033.1		ALV11019.1	AMC59583.1
N2.HOG0003292	OG0003075	-		CCC27034.1		ALV11020.1	AMC59584.1
N2.HOG0003293	OG0003076	-		CCC27035.1		ALV11021.1	AMC59585.1
N2.HOG0003294	OG0003077	-		CCC27036.1		ALV12997.1	AMC59586.1
N2.HOG0003295	OG0003078	-		CCC27037.1		ALV11022.1	AMC59587.1
N2.HOG0003296	OG0003079	-		CCC27040.1		ALV11025.1	AMC59591.1
N2.HOG0003297	OG0003080	-		CCC27041.1		ALV11027.1	AMC59592.1
N2.HOG0003298	OG0003081	-		CCC27042.1		ALV11028.1	AMC59593.1
N2.HOG0003299	OG0003082	-		CCC27043.1		ALV11029.1	AMC59594.1
N2.HOG0003300	OG0003083	-		CCC27044.1		ALV11030.1	AMC59595.1
N2.HOG0003301	OG0003084	-		CCC27046.1		ALV11032.1	AMC59597.1
N2.HOG0003302	OG0003085	-		CCC27048.1		ALV11034.1	AMC59599.1
N2.HOG0003303	OG0003086	-		CCC27049.1		ALV11035.1	AMC59600.1
N2.HOG0003304	OG0003087	-		CCC27050.1		ALV11036.1	AMC59601.1
N2.HOG0003305	OG0003088	-		CCC27051.1		ALV11037.1	AMC59602.1
N2.HOG0003306	OG0003089	-		CCC27052.1		ALV11038.1	AMC59603.1
N2.HOG0003307	OG0003090	-		CCC27054.1		ALV11039.1	AMC59605.1
N2.HOG0003308	OG0003091	-		CCC27055.1		ALV11040.1	AMC59607.1
N2.HOG0003309	OG0003092	-		CCC27061.1		ALV11046.1	AMC59614.1
N2.HOG0003310	OG0003093	-		CCC27063.1		ALV11048.1	AMC59617.1
N2.HOG0003311	OG0003094	-		CCC27064.1		ALV11050.1	AMC59620.1
