HOG	OG	Gene Tree Parent Clade	Mavium	Mafric	Mlepra	Mbovis	Mmicro
N3.HOG0001164	OG0000932	n0		CCC26771.1		ALV12968.1	
N3.HOG0001165	OG0000933	n0		CCC26772.1		ALV10790.1	
N3.HOG0001166	OG0000934	n0		CCC26773.1		ALV10791.1	
N3.HOG0001167	OG0000935	n0		CCC26775.1		ALV10793.1	
N3.HOG0001168	OG0000936	n0		CCC26776.1		ALV10794.1	
N3.HOG0001169	OG0000937	n0		CCC26777.1		ALV10795.1	
N3.HOG0001170	OG0000938	n0		CCC26781.1		ALV10798.1	
N3.HOG0001171	OG0000939	n0		CCC26782.1		ALV10799.1	
N3.HOG0001172	OG0000940	n0		CCC26783.1		ALV10800.1	
N3.HOG0001173	OG0000941	n0		CCC26784.1		ALV10801.1	
N3.HOG0001174	OG0000942	n0		CCC26785.1		ALV10802.1	
N3.HOG0001175	OG0000943	n0		CCC26786.1		ALV10803.1	
N3.HOG0001176	OG0000944	n0		CCC26787.1		ALV10804.1	
N3.HOG0001177	OG0000945	n0		CCC26788.1		ALV10805.1	
N3.HOG0001178	OG0000946	n0		CCC26798.1		ALV10814.1	
N3.HOG0001179	OG0000947	n0		CCC26799.1		ALV10815.1	
N3.HOG0001180	OG0000948	n0		CCC26800.1		ALV10816.1	
N3.HOG0001181	OG0000949	n0		CCC26801.1		ALV10817.1	
N3.HOG0001182	OG0000950	n0		CCC26802.1		ALV10818.1	
N3.HOG0001183	OG0000951	n0		CCC26839.1		ALV10849.1	
N3.HOG0001184	OG0000952	n0		CCC26850.1		ALV10859.1	
N3.HOG0001185	OG0000953	n0		CCC26872.1		ALV10876.1	
N3.HOG0001186	OG0000954	n0		CCC26874.1		ALV10877.1	
N3.HOG0001187	OG0000955	n0		CCC26876.1		ALV10878.1	
N3.HOG0001188	OG0000956	n0		CCC26886.1		ALV10886.1	
N3.HOG0001189	OG0000957	n0		CCC26887.1		ALV10887.1	
N3.HOG0001190	OG0000958	n0		CCC26888.1		ALV10888.1	
N3.HOG0001191	OG0000959	n0		CCC26889.1		ALV10889.1	
N3.HOG0001192	OG0000960	n0		CCC26890.1		ALV10890.1	
N3.HOG0001193	OG0000961	n0		CCC26903.1		ALV10903.1	
N3.HOG0001194	OG0000962	n0		CCC26904.1		ALV10904.1	
N3.HOG0001195	OG0000963	n0		CCC26907.1		ALV10907.1	
N3.HOG0001196	OG0000964	n0		CCC26909.1		ALV10909.1	
N3.HOG0001197	OG0000965	n0		CCC26911.1		ALV10911.1	
N3.HOG0001198	OG0000966	n0		CCC26913.1		ALV10913.1	
N3.HOG0001199	OG0000967	n0		CCC26914.1		ALV10914.1	
N3.HOG0001200	OG0000968	n0		CCC26918.1		ALV10917.1	
N3.HOG0001201	OG0000969	n0		CCC26919.1		ALV10918.1	
N3.HOG0001202	OG0000970	n0		CCC26920.1		ALV10919.1	
N3.HOG0001203	OG0000971	n0		CCC26921.1		ALV10920.1	
N3.HOG0001204	OG0000972	n0		CCC26922.1		ALV10921.1	
N3.HOG0001205	OG0000973	n0		CCC26924.1		ALV10923.1	
N3.HOG0001206	OG0000974	n0		CCC26928.1		ALV10927.1	
N3.HOG0001207	OG0000975	n0		CCC26929.1		ALV10928.1	
N3.HOG0001208	OG0000976	n0		CCC26935.1		ALV10935.1	
N3.HOG0001209	OG0000977	n0		CCC26937.1		ALV10936.1	
N3.HOG0001210	OG0000978	n0		CCC26938.1		ALV10937.1	
N3.HOG0001211	OG0000979	n0		CCC26948.1		ALV10947.1	
N3.HOG0001212	OG0000980	n0		CCC26952.1		ALV10951.1	
N3.HOG0001213	OG0000981	n0		CCC26953.1		ALV10952.1	
N3.HOG0001214	OG0000982	n0		CCC26954.1		ALV10953.1	
N3.HOG0001215	OG0000983	n0		CCC26957.1		ALV10956.1	
N3.HOG0001216	OG0000984	n0		CCC26959.1		ALV10958.1	
N3.HOG0001217	OG0000985	n0		CCC26963.1		ALV10962.1	
N3.HOG0001218	OG0000986	n0		CCC26964.1		ALV10963.1	
N3.HOG0001219	OG0000987	n0		CCC26968.1		ALV12986.1	
N3.HOG0001220	OG0000988	n0		CCC26973.1		ALV10970.1	
N3.HOG0001221	OG0000989	n0		CCC26976.1		ALV10973.1	
N3.HOG0001222	OG0000990	n0		CCC26979.1		ALV10976.1	
N3.HOG0001223	OG0000991	n0		CCC26989.1		ALV10983.1	
N3.HOG0001224	OG0000992	n0		CCC26994.1		ALV10988.1	
N3.HOG0001225	OG0000993	n0		CCC26996.1		ALV10989.1	
N3.HOG0001226	OG0000994	n0		CCC26998.1		ALV10990.1	
N3.HOG0001227	OG0000995	n0		CCC27009.1		ALV10999.1	
N3.HOG0001228	OG0000996	n0		CCC27012.1		ALV11001.1	
N3.HOG0001229	OG0000997	n0		CCC27019.1		ALV11007.1	
N3.HOG0001230	OG0000998	n0		CCC27024.1		ALV11011.1	
N3.HOG0001231	OG0000999	n0		CCC27123.1		ALV11104.1	
N3.HOG0001232	OG0001000	n0		CCC27124.1		ALV11105.1	
N3.HOG0001233	OG0001001	n0		CCC27125.1		ALV11106.1	
N3.HOG0001234	OG0001002	n0		CCC27126.1		ALV11107.1	
N3.HOG0001235	OG0001003	n0		CCC27135.1		ALV11115.1	
N3.HOG0001236	OG0001004	n0		CCC27137.1		ALV11116.1	
N3.HOG0001237	OG0001005	n0		CCC27139.1		ALV11118.1	
N3.HOG0001238	OG0001006	n0		CCC27145.1			
N3.HOG0001239	OG0001007	n0		CCC27146.1		ALV11123.1	
N3.HOG0001240	OG0001008	n0		CCC27154.1		ALV11132.1	
N3.HOG0001241	OG0001009	n0		CCC27175.1		ALV11152.1	
N3.HOG0001242	OG0001010	n0		CCC27176.1		ALV11153.1	
N3.HOG0001243	OG0001011	n0		CCC27177.1		ALV11154.1	
N3.HOG0001244	OG0001012	n0		CCC27178.1		ALV13011.1	
N3.HOG0001245	OG0001013	n0		CCC27179.1		ALV11155.1	
N3.HOG0001246	OG0001014	n0		CCC27180.1		ALV11156.1	
N3.HOG0001247	OG0001015	n0		CCC27181.1		ALV11157.1	
N3.HOG0001248	OG0001016	n1		CCC28860.1			
N3.HOG0001249	OG0001016	n2		CCC27184.1		ALV11159.1	
N3.HOG0001250	OG0001017	n0		CCC27191.1		ALV11167.1	
N3.HOG0001251	OG0001018	n0		CCC27192.1		ALV11168.1	
N3.HOG0001252	OG0001019	n0		CCC27193.1		ALV13012.1	
N3.HOG0001253	OG0001020	n0		CCC27194.1		ALV11169.1	
N3.HOG0001254	OG0001021	n0		CCC27198.1		ALV11172.1	
N3.HOG0001255	OG0001022	n0		CCC27199.1		ALV11173.1	
N3.HOG0001256	OG0001023	n0		CCC27200.1		ALV11174.1	
N3.HOG0001257	OG0001024	n0		CCC27201.1		ALV11175.1	
N3.HOG0001258	OG0001025	n0		CCC27203.1		ALV11177.1	
N3.HOG0001259	OG0001026	n0		CCC27204.1		ALV11178.1	
N3.HOG0001260	OG0001027	n0		CCC27207.1		ALV11181.1	
N3.HOG0001261	OG0001028	n0		CCC27212.1		ALV11187.1	
N3.HOG0001262	OG0001029	n0		CCC27215.1		ALV11189.1	
N3.HOG0001263	OG0001030	n0		CCC27216.1		ALV11190.1	
N3.HOG0001264	OG0001031	n0		CCC27217.1		ALV11191.1	
N3.HOG0001265	OG0001032	n0		CCC27218.1		ALV13015.1	
N3.HOG0001266	OG0001033	n0		CCC27221.1		ALV11195.1	
N3.HOG0001267	OG0001034	n0		CCC27222.1		ALV11196.1	
N3.HOG0001268	OG0001035	n0		CCC27223.1		ALV13016.1	
N3.HOG0001269	OG0001036	n0		CCC27226.1		ALV11199.1	
N3.HOG0001270	OG0001037	n0		CCC27228.1		ALV11201.1	
N3.HOG0001271	OG0001038	n0		CCC27229.1		ALV11202.1	
N3.HOG0001272	OG0001039	n0		CCC27230.1		ALV11203.1	
N3.HOG0001273	OG0001040	n0		CCC27231.1		ALV11204.1	
N3.HOG0001274	OG0001041	n0		CCC27232.1		ALV11205.1	
N3.HOG0001275	OG0001042	n0		CCC27234.1		ALV11207.1	
N3.HOG0001276	OG0001043	n0		CCC27235.1		ALV11208.1	
N3.HOG0001277	OG0001044	n0		CCC27237.1		ALV13018.1	
N3.HOG0001278	OG0001045	n0		CCC27238.1		ALV11209.1	
N3.HOG0001279	OG0001046	n0		CCC27239.1		ALV11210.1	
N3.HOG0001280	OG0001047	n0		CCC27240.1		ALV11211.1	
N3.HOG0001281	OG0001048	n0		CCC27246.1		ALV11216.1	
N3.HOG0001282	OG0001049	n0		CCC27247.1		ALV11217.1	
N3.HOG0001283	OG0001050	n0		CCC27248.1		ALV13019.1	
N3.HOG0001284	OG0001051	n0		CCC27249.1		ALV11218.1	
N3.HOG0001285	OG0001052	n0		CCC27250.1		ALV11219.1	
N3.HOG0001286	OG0001053	n0		CCC27251.1		ALV11220.1	
N3.HOG0001287	OG0001054	n0		CCC27252.1		ALV13020.1	
N3.HOG0001288	OG0001055	n0		CCC27253.1		ALV11221.1	
N3.HOG0001289	OG0001056	n0		CCC27256.1		ALV11223.1	
N3.HOG0001290	OG0001057	n0		CCC27257.1		ALV11224.1	
N3.HOG0001291	OG0001058	n0		CCC27259.1		ALV11226.1	
N3.HOG0001292	OG0001059	n0		CCC27260.1		ALV11227.1	
N3.HOG0001293	OG0001060	n0		CCC27262.1		ALV11229.1	
N3.HOG0001294	OG0001061	n0		CCC27263.1		ALV11230.1	
N3.HOG0001295	OG0001062	n0		CCC27264.1		ALV13021.1	
N3.HOG0001296	OG0001063	n0		CCC27265.1		ALV11231.1	
N3.HOG0001297	OG0001064	n0		CCC27266.1		ALV11232.1	
N3.HOG0001298	OG0001065	n0		CCC27267.1		ALV11233.1	
N3.HOG0001299	OG0001066	n0		CCC27269.1		ALV11234.1	
N3.HOG0001300	OG0001067	n0		CCC27271.1		ALV11235.1	
N3.HOG0001301	OG0001068	n0		CCC27275.1		ALV11239.1	
N3.HOG0001302	OG0001069	n0		CCC27277.1		ALV11241.1	
N3.HOG0001303	OG0001070	n0		CCC27278.1		ALV11242.1	
N3.HOG0001304	OG0001071	n0		CCC27279.1		ALV11243.1	
N3.HOG0001305	OG0001072	n0		CCC27280.1		ALV11244.1	
N3.HOG0001306	OG0001073	n0		CCC27281.1		ALV11245.1	
N3.HOG0001307	OG0001074	n0		CCC27283.1		ALV11247.1	
N3.HOG0001308	OG0001075	n0		CCC27284.1		ALV11248.1	
N3.HOG0001309	OG0001076	n0		CCC27285.1		ALV11249.1	
N3.HOG0001310	OG0001077	n0		CCC27287.1		ALV11251.1	
N3.HOG0001311	OG0001078	n0		CCC27288.1		ALV11252.1	
N3.HOG0001312	OG0001079	n0		CCC27291.1		ALV11255.1	
N3.HOG0001313	OG0001080	n0		CCC27292.1		ALV11256.1	
N3.HOG0001314	OG0001081	n0		CCC27294.1		ALV11258.1	
N3.HOG0001315	OG0001082	n0		CCC27295.1		ALV13026.1	
N3.HOG0001316	OG0001083	n0		CCC27296.1		ALV11259.1	
N3.HOG0001317	OG0001084	n0		CCC27298.1		ALV11261.1	
N3.HOG0001318	OG0001085	n0		CCC27299.1		ALV11262.1	
N3.HOG0001319	OG0001086	n0		CCC27300.1		ALV11263.1	
N3.HOG0001320	OG0001087	n0		CCC27302.1		ALV11265.1	
N3.HOG0001321	OG0001088	n0		CCC27303.1		ALV11266.1	
N3.HOG0001322	OG0001089	n0		CCC27304.1		ALV11267.1	
N3.HOG0001323	OG0001090	n0		CCC27305.1		ALV13027.1	
N3.HOG0001324	OG0001091	n0		CCC27306.1		ALV11268.1	
N3.HOG0001325	OG0001092	n0		CCC27307.1		ALV11270.1	
N3.HOG0001326	OG0001093	n0		CCC27310.1		ALV11273.1	
N3.HOG0001327	OG0001094	n0		CCC27311.1		ALV11274.1	
N3.HOG0001328	OG0001095	n0		CCC27312.1		ALV11275.1	
N3.HOG0001329	OG0001096	n0		CCC27316.1		ALV11279.1	
N3.HOG0001330	OG0001097	n0		CCC27320.1		ALV13031.1	
N3.HOG0001331	OG0001098	n0		CCC27322.1		ALV11283.1	
N3.HOG0001332	OG0001099	n0		CCC27324.1		ALV11285.1	
N3.HOG0001333	OG0001100	n0		CCC27325.1		ALV11286.1	
N3.HOG0001334	OG0001101	n0		CCC27328.1		ALV11289.1	
N3.HOG0001335	OG0001102	n0		CCC27338.1		ALV11297.1	
N3.HOG0001336	OG0001103	n0		CCC27339.1		ALV11298.1	
N3.HOG0001337	OG0001104	n0		CCC27340.1		ALV11299.1	
N3.HOG0001338	OG0001105	n0		CCC27344.1		ALV11302.1	
N3.HOG0001339	OG0001106	n0		CCC27365.1		ALV11322.1	
N3.HOG0001340	OG0001107	n0		CCC27371.1		ALV11329.1	
N3.HOG0001341	OG0001108	n0		CCC27398.1		ALV11351.1	
N3.HOG0001342	OG0001109	n0		CCC27399.1		ALV11352.1	
N3.HOG0001343	OG0001110	n0		CCC27400.1		ALV11353.1	
N3.HOG0001344	OG0001111	n0		CCC27407.1		ALV11360.1	
N3.HOG0001345	OG0001112	n0		CCC27408.1		ALV13042.1	
N3.HOG0001346	OG0001113	n0		CCC27417.1		ALV11369.1	
N3.HOG0001347	OG0001114	n0		CCC27418.1		ALV11370.1	
N3.HOG0001348	OG0001115	n0		CCC27425.1		ALV13047.1	
N3.HOG0001349	OG0001116	n0		CCC27426.1		ALV11375.1	
N3.HOG0001350	OG0001117	n0		CCC27427.1		ALV11376.1	
N3.HOG0001351	OG0001118	n0		CCC27441.1		ALV11380.1	
N3.HOG0001352	OG0001119	n0		CCC27442.1		ALV11381.1	
N3.HOG0001353	OG0001120	n0		CCC27445.1		ALV11384.1	
N3.HOG0001354	OG0001121	n0		CCC27446.1		ALV11385.1	
N3.HOG0001355	OG0001122	n0		CCC27448.1		ALV13048.1	
N3.HOG0001356	OG0001123	n0		CCC27451.1		ALV11389.1	
N3.HOG0001357	OG0001124	n0		CCC27452.1		ALV11390.1	
N3.HOG0001358	OG0001125	n0		CCC27456.1		ALV11393.1	
N3.HOG0001359	OG0001126	n0		CCC27457.1		ALV11394.1	
N3.HOG0001360	OG0001127	n0		CCC27458.1		ALV11395.1	
N3.HOG0001361	OG0001128	n0		CCC27466.1		ALV09650.1, ALV13050.1	
N3.HOG0001362	OG0001129	n0		CCC27467.1		ALV11402.1	
N3.HOG0001363	OG0001130	n0		CCC27475.1		ALV11411.1	
N3.HOG0001364	OG0001131	n0		CCC27476.1		ALV11412.1	
N3.HOG0001365	OG0001132	n0		CCC27484.1		ALV11422.1	
N3.HOG0001366	OG0001133	n0		CCC27486.1		ALV11424.1	
N3.HOG0001367	OG0001134	n0		CCC27487.1		ALV11425.1	
N3.HOG0001368	OG0001135	n0		CCC27489.1		ALV11427.1	
N3.HOG0001369	OG0001136	n0		CCC27494.1		ALV11431.1	
N3.HOG0001370	OG0001137	n0		CCC27495.1		ALV11432.1	
N3.HOG0001371	OG0001138	n0		CCC27496.1		ALV11433.1	
N3.HOG0001372	OG0001139	n0		CCC27497.1		ALV11434.1	
N3.HOG0001373	OG0001140	n0		CCC27498.1		ALV11435.1	
N3.HOG0001374	OG0001141	n0		CCC27504.1		ALV11441.1	
N3.HOG0001375	OG0001142	n0		CCC27505.1		ALV11442.1	
N3.HOG0001376	OG0001143	n0		CCC27506.1		ALV11443.1	
N3.HOG0001377	OG0001144	n0		CCC27512.1		ALV11449.1	
N3.HOG0001378	OG0001145	n0		CCC27514.1		ALV11451.1	
N3.HOG0001379	OG0001146	n0		CCC27521.1		ALV11458.1	
N3.HOG0001380	OG0001147	n3				ALV11459.1	
N3.HOG0001381	OG0001148	n0		CCC27524.1		ALV13056.1	
N3.HOG0001382	OG0001149	n0		CCC27526.1		ALV11460.1	
N3.HOG0001383	OG0001150	n0		CCC27527.1		ALV11461.1	
N3.HOG0001384	OG0001151	n0		CCC27528.1		ALV11462.1	
N3.HOG0001385	OG0001152	n0		CCC27529.1		ALV13057.1	
N3.HOG0001386	OG0001153	n0		CCC27531.1		ALV11464.1	
N3.HOG0001387	OG0001154	n0		CCC27532.1		ALV13058.1	
N3.HOG0001388	OG0001155	n0		CCC27533.1		ALV11465.1	
N3.HOG0001389	OG0001156	n0		CCC27534.1		ALV11466.1	
N3.HOG0001390	OG0001157	n0		CCC27535.1		ALV11467.1	
N3.HOG0001391	OG0001158	n0		CCC27544.1		ALV11474.1	
N3.HOG0001392	OG0001159	n0		CCC27545.1		ALV11475.1	
N3.HOG0001393	OG0001160	n0		CCC27547.1		ALV11476.1	
N3.HOG0001394	OG0001161	n0		CCC27548.1		ALV11477.1	
N3.HOG0001395	OG0001162	n0		CCC27549.1		ALV11478.1	
N3.HOG0001396	OG0001163	n0		CCC27552.1		ALV13062.1	
N3.HOG0001397	OG0001164	n0		CCC27553.1		ALV11481.1	
N3.HOG0001398	OG0001165	n0		CCC27554.1		ALV11482.1	
N3.HOG0001399	OG0001166	n0		CCC27555.1		ALV11483.1	
N3.HOG0001400	OG0001167	n0		CCC27557.1		ALV13063.1	
N3.HOG0001401	OG0001168	n0		CCC27563.1		ALV11490.1	
N3.HOG0001402	OG0001169	n0		CCC27564.1		ALV11491.1	
N3.HOG0001403	OG0001170	n0		CCC27567.1		ALV11494.1	
N3.HOG0001404	OG0001171	n0		CCC27568.1		ALV11495.1	
N3.HOG0001405	OG0001172	n0		CCC27569.1		ALV11496.1	
N3.HOG0001406	OG0001173	n0		CCC27581.1		ALV11508.1	
N3.HOG0001407	OG0001174	n0		CCC27582.1		ALV11509.1	
N3.HOG0001408	OG0001175	n0		CCC27586.1		ALV11513.1	
N3.HOG0001409	OG0001176	n0		CCC27592.1		ALV11519.1	
N3.HOG0001410	OG0001177	n0		CCC27593.1		ALV11520.1	
N3.HOG0001411	OG0001178	n0		CCC27594.1		ALV11521.1	
N3.HOG0001412	OG0001179	n0		CCC27596.1		ALV11523.1	
N3.HOG0001413	OG0001180	n0		CCC27605.1		ALV11534.1	
N3.HOG0001414	OG0001181	n0		CCC27606.1		ALV11535.1	
N3.HOG0001415	OG0001182	n0		CCC27607.1		ALV13067.1	
N3.HOG0001416	OG0001183	n0		CCC27608.1		ALV11536.1	
N3.HOG0001417	OG0001184	n0		CCC27609.1		ALV11537.1	
N3.HOG0001418	OG0001185	n0		CCC27617.1		ALV11544.1	
N3.HOG0001419	OG0001186	n0		CCC27619.1		ALV11546.1	
N3.HOG0001420	OG0001187	n0		CCC27620.1		ALV11547.1	
N3.HOG0001421	OG0001188	n0		CCC27621.1		ALV11548.1	
N3.HOG0001422	OG0001189	n0		CCC27622.1		ALV11549.1	
N3.HOG0001423	OG0001190	n0		CCC27623.1		ALV11550.1	
N3.HOG0001424	OG0001191	n0		CCC27624.1		ALV11551.1	
N3.HOG0001425	OG0001192	n0		CCC27625.1		ALV11552.1	
N3.HOG0001426	OG0001193	n0		CCC27626.1		ALV13069.1	
N3.HOG0001427	OG0001194	n0		CCC27639.1		ALV11565.1	
N3.HOG0001428	OG0001195	n0		CCC27640.1		ALV11566.1	
N3.HOG0001429	OG0001196	n0		CCC27641.1		ALV11567.1	
N3.HOG0001430	OG0001197	n0		CCC27642.1		ALV11568.1	
N3.HOG0001431	OG0001198	n0		CCC27646.1		ALV11572.1	
N3.HOG0001432	OG0001199	n0		CCC27648.1, CCC27649.1		ALV11574.1	
N3.HOG0001433	OG0001200	n0		CCC27654.1		ALV11577.1	
N3.HOG0001434	OG0001201	n0		CCC27656.1		ALV11579.1	
N3.HOG0001435	OG0001202	n0		CCC27658.1		ALV11581.1	
N3.HOG0001436	OG0001203	n0		CCC27659.1		ALV11582.1	
N3.HOG0001437	OG0001204	n0		CCC27660.1		ALV13072.1	
N3.HOG0001438	OG0001205	n0		CCC27663.1		ALV11585.1	
N3.HOG0001439	OG0001206	n0		CCC27667.1		ALV11589.1	
N3.HOG0001440	OG0001207	n0		CCC27668.1		ALV11590.1	
N3.HOG0001441	OG0001208	n0		CCC27670.1		ALV11591.1	
N3.HOG0001442	OG0001209	n0		CCC27672.1		ALV11593.1	
N3.HOG0001443	OG0001210	n0		CCC27673.1		ALV11594.1	
N3.HOG0001444	OG0001211	n0		CCC27674.1		ALV11595.1	
N3.HOG0001445	OG0001212	n0		CCC27675.1		ALV11596.1	
N3.HOG0001446	OG0001213	n0		CCC27676.1		ALV11597.1	
N3.HOG0001447	OG0001214	n0		CCC27677.1		ALV11598.1	
N3.HOG0001448	OG0001215	n0		CCC27679.1		ALV11600.1	
N3.HOG0001449	OG0001216	n0		CCC27680.1		ALV11601.1	
N3.HOG0001450	OG0001217	n0		CCC27681.1		ALV11602.1	
N3.HOG0001451	OG0001218	n0		CCC27691.1		ALV11611.1	
N3.HOG0001452	OG0001219	n0		CCC27692.1		ALV11612.1	
N3.HOG0001453	OG0001220	n0		CCC27693.1		ALV11613.1	
N3.HOG0001454	OG0001221	n0		CCC27694.1		ALV11614.1	
N3.HOG0001455	OG0001222	n0		CCC27697.1		ALV11616.1	
N3.HOG0001456	OG0001223	n0		CCC27698.1		ALV11617.1	
N3.HOG0001457	OG0001224	n0		CCC27699.1		ALV11618.1	
N3.HOG0001458	OG0001225	n0		CCC27700.1		ALV11619.1	
N3.HOG0001459	OG0001226	n0		CCC27701.1		ALV11620.1	
N3.HOG0001460	OG0001227	n0		CCC27702.1		ALV11621.1	
N3.HOG0001461	OG0001228	n0		CCC27726.1		ALV11644.1	
N3.HOG0001462	OG0001229	n0		CCC27746.1		ALV13079.1	
N3.HOG0001463	OG0001230	n0		CCC27747.1		ALV11660.1	
N3.HOG0001464	OG0001231	n0		CCC27750.1		ALV11663.1	
N3.HOG0001465	OG0001232	n0		CCC27751.1		ALV11664.1	
N3.HOG0001466	OG0001233	n0		CCC27752.1		ALV13080.1	
N3.HOG0001467	OG0001234	n0		CCC27754.1		ALV13081.1	
N3.HOG0001468	OG0001235	n0		CCC27755.1		ALV11666.1	
N3.HOG0001469	OG0001236	n0		CCC27757.1		ALV13082.1	
N3.HOG0001470	OG0001237	n0		CCC27769.1		ALV11677.1	
N3.HOG0001471	OG0001238	n0		CCC27770.1		ALV11678.1	
N3.HOG0001472	OG0001239	n0		CCC27771.1		ALV11679.1	
N3.HOG0001473	OG0001240	n0		CCC27772.1		ALV11680.1	
N3.HOG0001474	OG0001241	n0		CCC27774.1		ALV11682.1	
N3.HOG0001475	OG0001242	n0		CCC27775.1		ALV11683.1	
N3.HOG0001476	OG0001243	n0		CCC27776.1		ALV11684.1	
N3.HOG0001477	OG0001244	n0		CCC27777.1		ALV13085.1	
N3.HOG0001478	OG0001245	n0		CCC27781.1		ALV11688.1	
N3.HOG0001479	OG0001246	n0		CCC27782.1		ALV11689.1	
N3.HOG0001480	OG0001247	n0		CCC27783.1		ALV11690.1	
N3.HOG0001481	OG0001248	n0		CCC27784.1		ALV13086.1	
N3.HOG0001482	OG0001249	n0		CCC27788.1		ALV11693.1	
N3.HOG0001483	OG0001250	n0		CCC27791.1		ALV11696.1	
N3.HOG0001484	OG0001251	n0		CCC27792.1		ALV11697.1	
N3.HOG0001485	OG0001252	n0		CCC27793.1		ALV11698.1	
N3.HOG0001486	OG0001253	n0		CCC27794.1		ALV11699.1	
N3.HOG0001487	OG0001254	n0		CCC27795.1		ALV11700.1	
N3.HOG0001488	OG0001255	n0		CCC27798.1		ALV11703.1	
N3.HOG0001489	OG0001256	n0		CCC27799.1		ALV11704.1	
N3.HOG0001490	OG0001257	n0		CCC27800.1		ALV13088.1	
N3.HOG0001491	OG0001258	n0		CCC27801.1		ALV11705.1	
N3.HOG0001492	OG0001259	n0		CCC27802.1		ALV11706.1	
N3.HOG0001493	OG0001260	n0		CCC27806.1		ALV11710.1	
N3.HOG0001494	OG0001261	n0		CCC27807.1		ALV11711.1	
N3.HOG0001495	OG0001262	n0		CCC27810.1		ALV11713.1	
N3.HOG0001496	OG0001263	n0		CCC27811.1		ALV11714.1	
N3.HOG0001497	OG0001264	n0		CCC27813.1		ALV11716.1	
N3.HOG0001498	OG0001265	n0		CCC27814.1		ALV11717.1	
N3.HOG0001499	OG0001266	n0		CCC27815.1		ALV11718.1	
N3.HOG0001500	OG0001267	n0		CCC27821.1		ALV11721.1	
N3.HOG0001501	OG0001268	n0		CCC27822.1		ALV11722.1	
N3.HOG0001502	OG0001269	n0		CCC27827.1		ALV11727.1	
N3.HOG0001503	OG0001270	n0		CCC27828.1		ALV11728.1	
N3.HOG0001504	OG0001271	n0		CCC27829.1		ALV13091.1	
N3.HOG0001505	OG0001272	n0		CCC27838.1		ALV11736.1	
N3.HOG0001506	OG0001273	n0		CCC27839.1		ALV11737.1	
N3.HOG0001507	OG0001274	n0		CCC27846.1		ALV11745.1	
N3.HOG0001508	OG0001275	n0		CCC27847.1		ALV11746.1	
N3.HOG0001509	OG0001276	n0		CCC27851.1		ALV11749.1	
N3.HOG0001510	OG0001277	n0		CCC27852.1		ALV11750.1	
N3.HOG0001511	OG0001278	n0		CCC27857.1		ALV11756.1	
N3.HOG0001512	OG0001279	n0		CCC27858.1		ALV11757.1	
N3.HOG0001513	OG0001280	n0		CCC27860.1		ALV11759.1	
N3.HOG0001514	OG0001281	n0		CCC27861.1		ALV13093.1	
N3.HOG0001515	OG0001282	n0		CCC27868.1		ALV11766.1	
N3.HOG0001516	OG0001283	n0		CCC27869.1		ALV11767.1	
N3.HOG0001517	OG0001284	n0		CCC27870.1		ALV11768.1	
N3.HOG0001518	OG0001285	n0		CCC27913.1		ALV11809.1	
N3.HOG0001519	OG0001286	n0		CCC27914.1		ALV11810.1	
N3.HOG0001520	OG0001287	n0		CCC27916.1		ALV11812.1	
N3.HOG0001521	OG0001288	n0		CCC27918.1		ALV11814.1	
N3.HOG0001522	OG0001289	n0		CCC27919.1		ALV11815.1	
N3.HOG0001523	OG0001290	n0		CCC27930.1		ALV11824.1	
N3.HOG0001524	OG0001291	n0		CCC27934.1		ALV11830.1	
N3.HOG0001525	OG0001292	n0		CCC27936.1		ALV11832.1	
N3.HOG0001526	OG0001293	n0		CCC27939.1		ALV11836.1	
N3.HOG0001527	OG0001294	n0		CCC27943.1		ALV11840.1	
N3.HOG0001528	OG0001295	n0		CCC27944.1		ALV11841.1	
N3.HOG0001529	OG0001296	n0		CCC27945.1		ALV13101.1	
N3.HOG0001530	OG0001297	n0		CCC27955.1		ALV11850.1	
N3.HOG0001531	OG0001298	n0		CCC27956.1		ALV11851.1	
N3.HOG0001532	OG0001299	n0		CCC27957.1		ALV11852.1	
N3.HOG0001533	OG0001300	n0		CCC27962.1		ALV11856.1	
N3.HOG0001534	OG0001301	n0		CCC27963.1		ALV11857.1	
N3.HOG0001535	OG0001302	n0		CCC27964.1		ALV11858.1	
N3.HOG0001536	OG0001303	n0		CCC27968.1		ALV11862.1	
N3.HOG0001537	OG0001304	n0		CCC27969.1		ALV11863.1	
N3.HOG0001538	OG0001305	n0		CCC27971.1		ALV11865.1	
N3.HOG0001539	OG0001306	n0		CCC27972.1		ALV13104.1	
N3.HOG0001540	OG0001307	n0		CCC27975.1		ALV11868.1	
N3.HOG0001541	OG0001308	n0		CCC27976.1		ALV11869.1	
N3.HOG0001542	OG0001309	n0		CCC27977.1		ALV11870.1	
N3.HOG0001543	OG0001310	n0		CCC27978.1		ALV11871.1	
N3.HOG0001544	OG0001311	n0		CCC27980.1		ALV11873.1	
N3.HOG0001545	OG0001312	n0		CCC27981.1		ALV11874.1	
N3.HOG0001546	OG0001313	n0		CCC27982.1		ALV11875.1	
N3.HOG0001547	OG0001314	n0		CCC27983.1		ALV11876.1	
N3.HOG0001548	OG0001315	n0		CCC27984.1		ALV13105.1	
N3.HOG0001549	OG0001316	n0		CCC27987.1		ALV11879.1	
N3.HOG0001550	OG0001317	n0		CCC27990.1		ALV11881.1	
