Orthogroup	Mafric	Mavium
OG0001625	CCC28991.1	AAS06884.1
OG0001626	CCC28992.1	AAS06885.1
OG0001627	CCC28993.1	AAS06886.1
OG0001628	CCC28996.1	AAS06889.1
OG0001629	CCC28998.1	AAS06891.1
OG0001630	CCC28999.1	AAS06892.1
OG0001631	CCC29000.1	AAS06893.1
OG0001632	CCC29001.1	AAS06894.1
OG0001633	CCC29002.1	AAS06895.1
OG0001634	CCC29003.1	AAS06896.1
OG0001635	CCC29004.1	AAS06897.1
OG0001653	CCC25082.1	AAS02327.1
OG0001654	CCC25084.1	AAS02329.1
OG0001655	CCC25086.1	AAS02331.1
OG0001656	CCC25096.1	AAS02350.1
OG0001657	CCC25097.1	AAS02352.1
OG0001658	CCC25099.1	AAS02354.1
OG0001659	CCC25100.1	AAS02355.1
OG0001660	CCC25101.1	AAS02356.1
OG0001661	CCC25102.1	AAS02357.1
OG0001662	CCC25103.1	AAS02358.1
OG0001663	CCC25104.1	AAS02359.1
OG0001664	CCC25110.1	AAS02360.1
OG0001665	CCC25111.1	AAS02361.1
OG0001666	CCC25113.1	AAS02363.1
OG0001667	CCC25117.1	AAS02370.1
OG0001668	CCC25119.1	AAS02372.1
OG0001669	CCC25122.1	AAS02379.1
OG0001670	CCC25126.1	AAS02383.1
OG0001671	CCC25136.1	AAS02597.1
OG0001672	CCC25137.1	AAS02398.1
OG0001674	CCC25150.1	AAS06866.1
OG0001675	CCC25151.1	AAS06842.1
OG0001683	CCC25183.1	AAS06049.1
OG0001684	CCC25188.1	AAS03253.1
OG0001685	CCC25193.1	AAS06073.1
OG0001686	CCC25195.1	AAS06075.1
OG0001687	CCC25196.1	AAS06076.1
OG0001688	CCC25200.1	AAS06078.1
OG0001689	CCC25201.1	AAS06079.1
OG0001690	CCC25202.1	AAS06080.1
OG0001691	CCC25204.1	AAS06088.1
OG0001692	CCC25206.1	AAS06091.1
OG0001693	CCC25207.1	AAS06092.1
OG0001694	CCC25209.1	AAS06102.1
OG0001695	CCC25213.1	AAS06106.1
OG0001696	CCC25215.1	AAS06108.1
OG0001697	CCC25216.1	AAS06109.1
OG0001698	CCC25217.1	AAS06240.1
OG0001699	CCC25218.1	AAS06112.1
OG0001700	CCC25219.1	AAS06113.1
OG0001701	CCC25227.1	AAS06118.1
OG0001702	CCC25228.1	AAS06120.1
OG0001703	CCC25232.1	AAS06125.1
OG0001704	CCC25236.1	AAS06146.1
OG0001705	CCC25237.1	AAS06147.1
OG0001706	CCC25252.1	AAS06165.1
OG0001707	CCC25255.1	AAS06171.1
OG0001708	CCC25260.1	AAS06177.1
OG0001709	CCC25261.1	AAS06180.1
OG0001710	CCC25264.1	AAS06183.1
OG0001711	CCC25265.1	AAS06184.1
OG0001715	CCC25278.1	AAS06190.1
OG0001716	CCC25282.1	AAS06194.1
OG0001717	CCC25283.1	AAS06195.1
OG0001718	CCC25293.1	AAS06206.1
OG0001719	CCC25302.1	AAS06218.1
OG0001720	CCC25303.1	AAS06219.1
OG0001721	CCC25304.1	AAS06221.1
OG0001722	CCC25305.1	AAS06222.1
OG0001723	CCC25307.1	AAS06235.1
OG0001725	CCC25320.1	AAS06247.1
OG0001726	CCC25321.1	AAS06248.1
OG0001727	CCC25322.1	AAS06249.1
OG0001728	CCC25324.1	AAS06251.1
OG0001729	CCC25325.1	AAS06252.1
OG0001730	CCC25326.1	AAS06253.1
OG0001731	CCC25327.1	AAS04264.1
OG0001732	CCC25328.1	AAS05250.1
OG0001733	CCC25331.1	AAS06254.1
OG0001734	CCC25332.1	AAS06255.1
OG0001735	CCC25333.1	AAS06256.1
OG0001737	CCC25338.1	AAS06260.1
OG0001738	CCC25342.1	AAS06263.1
OG0001739	CCC25347.1	AAS06269.1
OG0001740	CCC25348.1	AAS06273.1
OG0001741	CCC25349.1	AAS06274.1
OG0001742	CCC25367.1	AAS06339.1
OG0001743	CCC25368.1	AAS06340.1
OG0001744	CCC25369.1	AAS04435.1
OG0001745	CCC25370.1	AAS06341.1
OG0001746	CCC25380.1	AAS06342.1
OG0001747	CCC25381.1	AAS06344.1
OG0001748	CCC25386.1	AAS06350.1
OG0001750	CCC25388.1	AAS06352.1
OG0001751	CCC25390.1	AAS04445.1
OG0001752	CCC25406.1	AAS06376.1
OG0001753	CCC25407.1	AAS06377.1
OG0001754	CCC25418.1	AAS06387.1
OG0001755	CCC25433.1	AAS06416.1
OG0001757	CCC25439.1	AAS06410.1
OG0001758	CCC25440.1	AAS04093.1
OG0001759	CCC25441.1	AAS04094.1
OG0001760	CCC25451.1	AAS02402.1
OG0001761	CCC25455.1	AAS06408.1
OG0001762	CCC25459.1	AAS06401.1
OG0001763	CCC25463.1	AAS06421.1
OG0001764	CCC25472.1	AAS06425.1
OG0001765	CCC25474.1	AAS06428.1
OG0001766	CCC25482.1	AAS06435.1
OG0001767	CCC25483.1	AAS06436.1
OG0001768	CCC25486.1	AAS06445.1
OG0001769	CCC25487.1	AAS06446.1
OG0001770	CCC25493.1	AAS06458.1
OG0001771	CCC25494.1	AAS02435.1
OG0001772	CCC25495.1	AAS06461.1
OG0001773	CCC25498.1	AAS06464.1
OG0001774	CCC25501.1	AAS06466.1
OG0001775	CCC25502.1	AAS06467.1
OG0001776	CCC25508.1	AAS06473.1
OG0001777	CCC25512.1	AAS06482.1
OG0001778	CCC25515.1	AAS06488.1
OG0001779	CCC25517.1	AAS06492.1
OG0001780	CCC25526.1	AAS06495.1
OG0001781	CCC25530.1	AAS06499.1
OG0001782	CCC25532.1	AAS06501.1
OG0001783	CCC25533.1	AAS06502.1
OG0001784	CCC25534.1	AAS06503.1
OG0001785	CCC25535.1	AAS06504.1
OG0001786	CCC25536.1	AAS06505.1
OG0001787	CCC25542.1	AAS06511.1
OG0001788	CCC25549.1	AAS06516.1
OG0001789	CCC25550.1	AAS06517.1
OG0001790	CCC25560.1	AAS06527.1
OG0001791	CCC25561.1	AAS06528.1
OG0001792	CCC25568.1	AAS03702.1
OG0001793	CCC25570.1	AAS06535.1
OG0001794	CCC25576.1	AAS06540.1
OG0001796	CCC25587.1	AAS06551.1
OG0001797	CCC25592.1	AAS06556.1
OG0001798	CCC25595.1	AAS06557.1
OG0001799	CCC25596.1	AAS06558.1
OG0001800	CCC25597.1	AAS06559.1
OG0001801	CCC25601.1	AAS06564.1
OG0001802	CCC25602.1	AAS06568.1
OG0001803	CCC25612.1	AAS06578.1
OG0001804	CCC25614.1	AAS06580.1
OG0001805	CCC25615.1	AAS06582.1
OG0001806	CCC25616.1	AAS06583.1
OG0001807	CCC25617.1	AAS06584.1
OG0001808	CCC25618.1	AAS06585.1
OG0001809	CCC25619.1	AAS06586.1
OG0001810	CCC25620.1	AAS06587.1
OG0001811	CCC25630.1	AAS06598.1
OG0001812	CCC25631.1	AAS06599.1
OG0001813	CCC25636.1	AAS06604.1
OG0001814	CCC25639.1	AAS02442.1
OG0001815	CCC25643.1	AAS06611.1
OG0001816	CCC25644.1	AAS06612.1
OG0001817	CCC25645.1	AAS06613.1
OG0001818	CCC25658.1	AAS06623.1
OG0001819	CCC25662.1	AAS06625.1
OG0001820	CCC25663.1	AAS06626.1
OG0001821	CCC25665.1	AAS06631.1
OG0001822	CCC25681.1	AAS03419.1
OG0001823	CCC25691.1	AAS06363.1
OG0001824	CCC25698.1	AAS06621.1
OG0001825	CCC25699.1	AAS06622.1
OG0001826	CCC25704.1	AAS06640.1
OG0001827	CCC25705.1	AAS04345.1
OG0001828	CCC25706.1	AAS04344.1
OG0001829	CCC25708.1	AAS06641.1
OG0001830	CCC25710.1	AAS06644.1
OG0001831	CCC25711.1	AAS06652.1
OG0001832	CCC25712.1	AAS06653.1
OG0001833	CCC25729.1	AAS06671.1
OG0001834	CCC25730.1	AAS06672.1
OG0001835	CCC25731.1	AAS06673.1
OG0001836	CCC25734.1	AAS06677.1
OG0001837	CCC25752.1	AAS06838.1
OG0001838	CCC25753.1	AAS06683.1
OG0001839	CCC25754.1	AAS06684.1
OG0001840	CCC25755.1	AAS06685.1
OG0001841	CCC25756.1	AAS06686.1
OG0001842	CCC25761.1	AAS06688.1
OG0001843	CCC25762.1	AAS06689.1
OG0001844	CCC25767.1	AAS06695.1
OG0001845	CCC25768.1	AAS06696.1
OG0001846	CCC25769.1	AAS06697.1
OG0001847	CCC25771.1	AAS06700.1
OG0001848	CCC25772.1	AAS06701.1
OG0001849	CCC25773.1	AAS06702.1
OG0001850	CCC25774.1	AAS06703.1
OG0001851	CCC25775.1	AAS06704.1
OG0001852	CCC25776.1	AAS06705.1
OG0001853	CCC25777.1	AAS06707.1
OG0001854	CCC25778.1	AAS06708.1
OG0001855	CCC25793.1	AAS06724.1
OG0001856	CCC25809.1	AAS06743.1
OG0001857	CCC25811.1	AAS06745.1
OG0001858	CCC25817.1	AAS06751.1
OG0001859	CCC25818.1	AAS06752.1
OG0001860	CCC25819.1	AAS06762.1
OG0001861	CCC25836.1	AAS06765.1
OG0001862	CCC25837.1	AAS06418.1
OG0001863	CCC25841.1	AAS02908.1
OG0001864	CCC25846.1	AAS02913.1
OG0001865	CCC25847.1	AAS02914.1
OG0001866	CCC25848.1	AAS02915.1
OG0001867	CCC25849.1	AAS02916.1
OG0001868	CCC25853.1	AAS02920.1
OG0001869	CCC25857.1	AAS02924.1
OG0001870	CCC25859.1	AAS02926.1
OG0001871	CCC25860.1	AAS02927.1
OG0001872	CCC25862.1	AAS02929.1
OG0001873	CCC25863.1	AAS02930.1
OG0001874	CCC25867.1	AAS02937.1
OG0001875	CCC25869.1	AAS02939.1
OG0001876	CCC25870.1	AAS02941.1
OG0001877	CCC25873.1	AAS02944.1
OG0001878	CCC25880.1	AAS02947.1
OG0001879	CCC25881.1	AAS02948.1
OG0001880	CCC25883.1	AAS02950.1
OG0001881	CCC25886.1	AAS02953.1
OG0001883	CCC25894.1	AAS02959.1
OG0001884	CCC25900.1	AAS02966.1
OG0001885	CCC25904.1	AAS02973.1
OG0001886	CCC25908.1	AAS02977.1
OG0001887	CCC25909.1	AAS02978.1
OG0001888	CCC25910.1	AAS02979.1
OG0001889	CCC25916.1	AAS03533.1
OG0001890	CCC25919.1	AAS02987.1
OG0001891	CCC25921.1	AAS03001.1
OG0001892	CCC25924.1	AAS03005.1
OG0001893	CCC25926.1	AAS03007.1
OG0001894	CCC25932.1	AAS03027.1
OG0001895	CCC25933.1	AAS03098.1
OG0001896	CCC25936.1	AAS03102.1
OG0001897	CCC25939.1	AAS03105.1
OG0001898	CCC25945.1	AAS03119.1
OG0001899	CCC25946.1	AAS03120.1
OG0001900	CCC25947.1	AAS03121.1
OG0001901	CCC25949.1	AAS03123.1
OG0001902	CCC25950.1	AAS03124.1
OG0001903	CCC25951.1	AAS03126.1
OG0001904	CCC25954.1	AAS03128.1
OG0001905	CCC25962.1	AAS03137.1
OG0001906	CCC25963.1	AAS03138.1
OG0001907	CCC25968.1	AAS03143.1
OG0001908	CCC25970.1	AAS03144.1
OG0001909	CCC25978.1	AAS03147.1
OG0001910	CCC25979.1	AAS03148.1
OG0001911	CCC25985.1	AAS03156.1
OG0001912	CCC25987.1	AAS03158.1
OG0001913	CCC25989.1	AAS03160.1
OG0001915	CCC26004.1	AAS03185.1
OG0001916	CCC26008.1	AAS03188.1
OG0001917	CCC26018.1	AAS03192.1
OG0001918	CCC26020.1	AAS03198.1
OG0001919	CCC26024.1	AAS03203.1
OG0001920	CCC26026.1	AAS03207.1
OG0001921	CCC26034.1	AAS03216.1
OG0001922	CCC26039.1	AAS03222.1
OG0001923	CCC26040.1	AAS03223.1
OG0001924	CCC26052.1	AAS03226.1
OG0001925	CCC26054.1	AAS03228.1
OG0001926	CCC26055.1	AAS03229.1
OG0001927	CCC26056.1	AAS03230.1
OG0001928	CCC26057.1	AAS03231.1
OG0001929	CCC26072.1	AAS03238.1
OG0001930	CCC26081.1	AAS03257.1
OG0001932	CCC26083.1	AAS03259.1
OG0001933	CCC26101.1	AAS03302.1
OG0001934	CCC26103.1	AAS03305.1
OG0001935	CCC26104.1	AAS03306.1
OG0001936	CCC26109.1	AAS03312.1
OG0001937	CCC26110.1	AAS03313.1
OG0001938	CCC26112.1	AAS03317.1
OG0001939	CCC26113.1	AAS03315.1
OG0001940	CCC26114.1	AAS03314.1
OG0001941	CCC26115.1	AAS03318.1
OG0001942	CCC26116.1	AAS03319.1
OG0001943	CCC26141.1	AAS03323.1
OG0001944	CCC26142.1	AAS03324.1
OG0001945	CCC26143.1	AAS03325.1
OG0001946	CCC26144.1	AAS02666.1
OG0001947	CCC26145.1	AAS03326.1
OG0001948	CCC26146.1	AAS03327.1
OG0001949	CCC26147.1	AAS03328.1
OG0001950	CCC26148.1	AAS03329.1
OG0001951	CCC26149.1	AAS03330.1
OG0001952	CCC26150.1	AAS03331.1
OG0001953	CCC26151.1	AAS03332.1
OG0001954	CCC26154.1	AAS03333.1
OG0001955	CCC26159.1	AAS03338.1
OG0001956	CCC26160.1	AAS03339.1
OG0001957	CCC26162.1	AAS03341.1
OG0001958	CCC26169.1	AAS05023.1
OG0001959	CCC26170.1	AAS05021.1
OG0001960	CCC26184.1	AAS05011.1
OG0001961	CCC26191.1	AAS05006.1
OG0001962	CCC26201.1	AAS04997.1
OG0001963	CCC26202.1	AAS04992.1
OG0001964	CCC26205.1	AAS04991.1
OG0001965	CCC26206.1	AAS04990.1
OG0001966	CCC26208.1	AAS04989.1
OG0001967	CCC26210.1	AAS04987.1
OG0001968	CCC26211.1	AAS04986.1
OG0001969	CCC26212.1	AAS04984.1
OG0001970	CCC26213.1	AAS04983.1
OG0001971	CCC26214.1	AAS04982.1
OG0001972	CCC26218.1	AAS02614.1
OG0001973	CCC26219.1	AAS02612.1
OG0001974	CCC26222.1	AAS06665.1
OG0001975	CCC26228.1	AAS04960.1
OG0001976	CCC26229.1	AAS04957.1
OG0001977	CCC26232.1	AAS04955.1
OG0001978	CCC26241.1	AAS04949.1
OG0001979	CCC26242.1	AAS05764.1
OG0001980	CCC26243.1	AAS04948.1
OG0001981	CCC26245.1	AAS04945.1
OG0001982	CCC26250.1	AAS04938.1
OG0001983	CCC26251.1	AAS04937.1
OG0001984	CCC26253.1	AAS04935.1
OG0001985	CCC26257.1	AAS04931.1
OG0001986	CCC26267.1	AAS02456.1
OG0001987	CCC26277.1	AAS04911.1
OG0001988	CCC26278.1	AAS04910.1
OG0001989	CCC26279.1	AAS04909.1
OG0001990	CCC26280.1	AAS02487.1
OG0001991	CCC26282.1	AAS04898.1
OG0001992	CCC26295.1	AAS04890.1
OG0001993	CCC26297.1	AAS04888.1
OG0001995	CCC26306.1	AAS04880.1
OG0001996	CCC26307.1	AAS04879.1
OG0001997	CCC26308.1	AAS04878.1
OG0001998	CCC26309.1	AAS04877.1
OG0001999	CCC26322.1	AAS04868.1
OG0002000	CCC26325.1	AAS04866.1
OG0002001	CCC26341.1	AAS04851.1
OG0002002	CCC26344.1	AAS04838.1
OG0002003	CCC26346.1	AAS04836.1
OG0002004	CCC26349.1	AAS04833.1
OG0002005	CCC26352.1	AAS04996.1
OG0002006	CCC26353.1	AAS04827.1
OG0002007	CCC26356.1	AAS04823.1
OG0002008	CCC26361.1	AAS03994.1
OG0002009	CCC26364.1	AAS04818.1
OG0002010	CCC26377.1	AAS04804.1
OG0002011	CCC26378.1	AAS04802.1
OG0002012	CCC26380.1	AAS04800.1
OG0002013	CCC26411.1	AAS04760.1
OG0002014	CCC26417.1	AAS04755.1
OG0002015	CCC26422.1	AAS04751.1
OG0002016	CCC26423.1	AAS04750.1
OG0002017	CCC26424.1	AAS04749.1
OG0002018	CCC26425.1	AAS04748.1
OG0002019	CCC26426.1	AAS04747.1
OG0002020	CCC26442.1	AAS03870.1
OG0002021	CCC26444.1	AAS04731.1
OG0002022	CCC26446.1	AAS04725.1
OG0002023	CCC26448.1	AAS04720.1
OG0002024	CCC26449.1	AAS04711.1
OG0002025	CCC26452.1	AAS03660.1
OG0002027	CCC26460.1	AAS04678.1
OG0002028	CCC26463.1	AAS03430.1
OG0002029	CCC26473.1	AAS03431.1
OG0002030	CCC26476.1	AAS03434.1
OG0002031	CCC26494.1	AAS03445.1
OG0002032	CCC26495.1	AAS03446.1
OG0002033	CCC26501.1	AAS03451.1
OG0002034	CCC26519.1	AAS03473.1
OG0002035	CCC26525.1	AAS03479.1
OG0002036	CCC26526.1	AAS03480.1
OG0002037	CCC26529.1	AAS06361.1
OG0002038	CCC26538.1	AAS03490.1
OG0002039	CCC26541.1	AAS03493.1
OG0002040	CCC26548.1	AAS03497.1
OG0002041	CCC26549.1	AAS03498.1
OG0002042	CCC26568.1	AAS03516.1
OG0002043	CCC26584.1	AAS03532.1
OG0002044	CCC26587.1	AAS03541.1
OG0002045	CCC26630.1	AAS03560.1
OG0002046	CCC26631.1	AAS04803.1
OG0002047	CCC26632.1	AAS03561.1
OG0002048	CCC26641.1	AAS03570.1
OG0002049	CCC26642.1	AAS03571.1
OG0002050	CCC26649.1	AAS03578.1
OG0002051	CCC26662.1	AAS03586.1
OG0002052	CCC26666.1	AAS03590.1
OG0002053	CCC26670.1	AAS03594.1
OG0002054	CCC26681.1	AAS03569.1
OG0002055	CCC26682.1	AAS03609.1
OG0002056	CCC26692.1	AAS03619.1
OG0002057	CCC26703.1	AAS03629.1
OG0002058	CCC26704.1	AAS03630.1
OG0002059	CCC26705.1	AAS03631.1
OG0002060	CCC26706.1	AAS03632.1
OG0002061	CCC26707.1	AAS03633.1
OG0002062	CCC26711.1	AAS03637.1
OG0002063	CCC26716.1	AAS03647.1
OG0002064	CCC26718.1	AAS03653.1
OG0002065	CCC26722.1	AAS03659.1
OG0002066	CCC26754.1	AAS03690.1
OG0002067	CCC26756.1	AAS03691.1
OG0002068	CCC26774.1	AAS03709.1
OG0002069	CCC26778.1	AAS03714.1
OG0002070	CCC26779.1	AAS03715.1
OG0002071	CCC26780.1	AAS03716.1
OG0002072	CCC26791.1	AAS03726.1
OG0002073	CCC26811.1	AAS04018.1
OG0002074	CCC26812.1	AAS04017.1
OG0002075	CCC26817.1	AAS04792.1
OG0002077	CCC26835.1	AAS03649.1
OG0002078	CCC26837.1	AAS03965.1
OG0002079	CCC26840.1	AAS06821.1
OG0002080	CCC26843.1	AAS03164.1
OG0002081	CCC26845.1	AAS04362.1
OG0002082	CCC26847.1	AAS06870.1
OG0002083	CCC26858.1	AAS06085.1
OG0002084	CCC26864.1	AAS03809.1
OG0002085	CCC26868.1	AAS02325.1
OG0002086	CCC26869.1	AAS02326.1
OG0002087	CCC26871.1	AAS03810.1
OG0002088	CCC26873.1	AAS03817.1
OG0002089	CCC26877.1	AAS03820.1
OG0002090	CCC26878.1	AAS03821.1
OG0002091	CCC26906.1	AAS03842.1
OG0002092	CCC26908.1	AAS03845.1
OG0002093	CCC26915.1	AAS03853.1
OG0002094	CCC26916.1	AAS03854.1
OG0002095	CCC26917.1	AAS03855.1
OG0002096	CCC26926.1	AAS04366.1
OG0002097	CCC26933.1	AAS03867.1
OG0002098	CCC26934.1	AAS03868.1
OG0002099	CCC26936.1	AAS03874.1
OG0002100	CCC26939.1	AAS03877.1
OG0002101	CCC26949.1	AAS03882.1
OG0002102	CCC26950.1	AAS03884.1
OG0002103	CCC26951.1	AAS03885.1
OG0002104	CCC26955.1	AAS03889.1
OG0002105	CCC26958.1	AAS03893.1
OG0002106	CCC26960.1	AAS03895.1
OG0002107	CCC26961.1	AAS03896.1
OG0002108	CCC26962.1	AAS03898.1
OG0002109	CCC26965.1	AAS03903.1
OG0002110	CCC26966.1	AAS03908.1
OG0002111	CCC26967.1	AAS03909.1
OG0002112	CCC26970.1	AAS03916.1
OG0002113	CCC26971.1	AAS03917.1
OG0002114	CCC26974.1	AAS03922.1
OG0002115	CCC26977.1	AAS03925.1
OG0002116	CCC26980.1	AAS06754.1
OG0002117	CCC26983.1	AAS03929.1
OG0002118	CCC26985.1	AAS03933.1
OG0002119	CCC26986.1	AAS03934.1
OG0002120	CCC26987.1	AAS03935.1
OG0002121	CCC26990.1	AAS03940.1
OG0002122	CCC26991.1	AAS03941.1
OG0002123	CCC27001.1	AAS03985.1
OG0002124	CCC27002.1	AAS03986.1
OG0002125	CCC27003.1	AAS03955.1
OG0002126	CCC27013.1	AAS02389.1
OG0002127	CCC27015.1	AAS05710.1
OG0002128	CCC27018.1	AAS03964.1
OG0002129	CCC27021.1	AAS03966.1
OG0002130	CCC27023.1	AAS03968.1
OG0002131	CCC27025.1	AAS03970.1
OG0002132	CCC27028.1	AAS02893.1
OG0002133	CCC27031.1	AAS02763.1
OG0002134	CCC27045.1	AAS03168.1
OG0002135	CCC27053.1	AAS06630.1
OG0002136	CCC27056.1	AAS02433.1
OG0002137	CCC27059.1	AAS02390.1
OG0002139	CCC27065.1	AAS03997.1
OG0002140	CCC27073.1	AAS04402.1
OG0002141	CCC27082.1	AAS06766.1
OG0002142	CCC27086.1	AAS04399.1
OG0002143	CCC27103.1	AAS06818.1
OG0002144	CCC27104.1	AAS06819.1
OG0002145	CCC27110.1	AAS05101.1
OG0002146	CCC27118.1	AAS04080.1
OG0002147	CCC27119.1	AAS03958.1
OG0002148	CCC27121.1	AAS02548.1
OG0002149	CCC27127.1	AAS04090.1
OG0002150	CCC27128.1	AAS04091.1
OG0002151	CCC27130.1	AAS04097.1
OG0002152	CCC27131.1	AAS04098.1
OG0002153	CCC27132.1	AAS04112.1
OG0002154	CCC27134.1	AAS04114.1
OG0002155	CCC27138.1	AAS04119.1
OG0002156	CCC27140.1	AAS06317.1
OG0002157	CCC27141.1	AAS06318.1
OG0002158	CCC27142.1	AAS06319.1
OG0002159	CCC27144.1	AAS02806.1, AAS06326.1
OG0002160	CCC27147.1	AAS04122.1
OG0002161	CCC27149.1	AAS04127.1
OG0002162	CCC27150.1	AAS04128.1
OG0002163	CCC27151.1	AAS04129.1
OG0002164	CCC27152.1	AAS03321.1
OG0002165	CCC27156.1	AAS04133.1
OG0002166	CCC27161.1	AAS04788.1, AAS03535.1
OG0002167	CCC27162.1	AAS06879.1
OG0002168	CCC27163.1	AAS06880.1
OG0002169	CCC27164.1	AAS04734.1
OG0002170	CCC27173.1	AAS04140.1
OG0002171	CCC27174.1	AAS04142.1
OG0002173	CCC27196.1	AAS04155.1
OG0002174	CCC27202.1	AAS04162.1
OG0002175	CCC27211.1	AAS04178.1
OG0002177	CCC27220.1	AAS04198.1
OG0002178	CCC27225.1	AAS04204.1
OG0002180	CCC27236.1	AAS04215.1
OG0002181	CCC27255.1	AAS04229.1
OG0002182	CCC27261.1	AAS04235.1
OG0002183	CCC27270.1	AAS04244.1
OG0002184	CCC27272.1	AAS04247.1
OG0002185	CCC27273.1	AAS04248.1
OG0002186	CCC27286.1	AAS04262.1
OG0002187	CCC27289.1	AAS04266.1
OG0002188	CCC27301.1	AAS04278.1
OG0002189	CCC27308.1	AAS04291.1
OG0002190	CCC27313.1	AAS04300.1
OG0002191	CCC27314.1	AAS04301.1
OG0002192	CCC27315.1	AAS04302.1
OG0002193	CCC27317.1	AAS04304.1
OG0002194	CCC27318.1	AAS04305.1
OG0002195	CCC27319.1	AAS04308.1
OG0002196	CCC27321.1	AAS04310.1
OG0002197	CCC27329.1	AAS04860.1
OG0002198	CCC27330.1	AAS04319.1
OG0002199	CCC27331.1	AAS04320.1
OG0002200	CCC27332.1	AAS04321.1
OG0002201	CCC27333.1	AAS04322.1
OG0002203	CCC27341.1	AAS04326.1
OG0002204	CCC27343.1	AAS03785.1
OG0002205	CCC27346.1	AAS04332.1
OG0002206	CCC27350.1	AAS04334.1
OG0002208	CCC27360.1	AAS04355.1
OG0002209	CCC27362.1	AAS04358.1
OG0002211	CCC27368.1	AAS04365.1
OG0002212	CCC27369.1	AAS04363.1
OG0002213	CCC27378.1	AAS03979.1
OG0002214	CCC27395.1	AAS04404.1
OG0002215	CCC27396.1	AAS04405.1
OG0002216	CCC27397.1	AAS04406.1
OG0002217	CCC27402.1	AAS04410.1
OG0002218	CCC27404.1	AAS04411.1
OG0002219	CCC27405.1	AAS04412.1
OG0002220	CCC27406.1	AAS04413.1
OG0002221	CCC27409.1	AAS04416.1
OG0002222	CCC27412.1	AAS04420.1
OG0002223	CCC27415.1	AAS04857.1
OG0002224	CCC27428.1	AAS04450.1
OG0002225	CCC27444.1	AAS04457.1
OG0002226	CCC27447.1	AAS04460.1
OG0002228	CCC27450.1	AAS04463.1
OG0002229	CCC27459.1	AAS04481.1
OG0002230	CCC27462.1	AAS04487.1
OG0002231	CCC27463.1	AAS04488.1
OG0002232	CCC27464.1	AAS04490.1
OG0002233	CCC27465.1	AAS04491.1
OG0002234	CCC27468.1	AAS04495.1
OG0002235	CCC27469.1	AAS04514.1
OG0002236	CCC27470.1	AAS04522.1
OG0002237	CCC27471.1	AAS04523.1
OG0002238	CCC27472.1	AAS04524.1
OG0002239	CCC27477.1	AAS04354.1
OG0002240	CCC27482.1	AAS04528.1
OG0002241	CCC27483.1	AAS04529.1
OG0002242	CCC27488.1	AAS04533.1
OG0002243	CCC27490.1	AAS04535.1
OG0002244	CCC27491.1	AAS04536.1
OG0002245	CCC27492.1	AAS04537.1
OG0002246	CCC27500.1	AAS04543.1
OG0002247	CCC27502.1	AAS04557.1
OG0002248	CCC27503.1	AAS04558.1
OG0002249	CCC27508.1	AAS03990.1
OG0002250	CCC27510.1	AAS04562.1
OG0002251	CCC27511.1	AAS04563.1
OG0002252	CCC27515.1	AAS03905.1
OG0002254	CCC27520.1	AAS04565.1
OG0002255	CCC27537.1	AAS04590.1
OG0002256	CCC27540.1	AAS04592.1
OG0002257	CCC27541.1	AAS04593.1
OG0002258	CCC27542.1	AAS04594.1
OG0002259	CCC27543.1	AAS03152.1
OG0002260	CCC27550.1	AAS04600.1
OG0002261	CCC27551.1	AAS04601.1
OG0002262	CCC27558.1	AAS04609.1
OG0002263	CCC27565.1	AAS04613.1
OG0002264	CCC27571.1	AAS04623.1
OG0002265	CCC27580.1	AAS04624.1
OG0002266	CCC27583.1	AAS04627.1
OG0002267	CCC27584.1	AAS04628.1
OG0002268	CCC27585.1	AAS04629.1
OG0002269	CCC27587.1	AAS04631.1
OG0002270	CCC27588.1	AAS06411.1
OG0002271	CCC27591.1	AAS04632.1
OG0002272	CCC27595.1	AAS04636.1
OG0002273	CCC27601.1	AAS05076.1
OG0002274	CCC27602.1	AAS05075.1
OG0002275	CCC27618.1	AAS03416.1
OG0002276	CCC27638.1	AAS03398.1
OG0002277	CCC27643.1	AAS03393.1
OG0002278	CCC27647.1	AAS03388.1
OG0002279	CCC27655.1	AAS03386.1
OG0002280	CCC27657.1	AAS03384.1
OG0002281	CCC27661.1	AAS03378.1
OG0002282	CCC27662.1	AAS03377.1
OG0002283	CCC27664.1	AAS03372.1
OG0002284	CCC27665.1	AAS03371.1
OG0002285	CCC27671.1	AAS03363.1
OG0002286	CCC27684.1	AAS03352.1
OG0002287	CCC27685.1	AAS03351.1
OG0002288	CCC27688.1	AAS03348.1
OG0002289	CCC27705.1	AAS05038.1
OG0002290	CCC27708.1	AAS05040.1
OG0002291	CCC27709.1	AAS05041.1
OG0002292	CCC27711.1	AAS05044.1
OG0002293	CCC27716.1	AAS04692.1
OG0002294	CCC27717.1	AAS05045.1
OG0002295	CCC27718.1	AAS02563.1
OG0002296	CCC27722.1	AAS05049.1
OG0002297	CCC27727.1	AAS05059.1
OG0002298	CCC27741.1	AAS05104.1
OG0002299	CCC27742.1	AAS05105.1
OG0002300	CCC27743.1	AAS05106.1
OG0002301	CCC27744.1	AAS05107.1
OG0002302	CCC27748.1	AAS05111.1
OG0002303	CCC27749.1	AAS05113.1
OG0002304	CCC27753.1	AAS05117.1
OG0002305	CCC27763.1	AAS05123.1
OG0002306	CCC27765.1	AAS05125.1
