Orthogroup	Mbovis	Mmicro
OG0001699	ALV09410.1	AMC57592.1
OG0001700	ALV09411.1	AMC57593.1
OG0001701	ALV09416.1	AMC57602.1
OG0001702	ALV09417.1	AMC57603.1
OG0001703	ALV09422.1	AMC57608.1
OG0001704	ALV12789.1	AMC57612.1
OG0001705	ALV09425.1	AMC57613.1
OG0001706	ALV09440.1	AMC57630.1
OG0001707	ALV12791.1	AMC57633.1
OG0001708	ALV09448.1	AMC57640.1
OG0001709	ALV09449.1	AMC57641.1
OG0001710	ALV09452.1	AMC57645.1
OG0001711	ALV09453.1	AMC57647.1
OG0001712	ALV09457.1	AMC57655.1
OG0001713	ALV09458.1	AMC57656.1
OG0001714	ALV09459.1	AMC57658.1
OG0001715	ALV09462.1	AMC57662.1
OG0001716	ALV09466.1	AMC57666.1
OG0001717	ALV09467.1	AMC57667.1
OG0001718	ALV09476.1	AMC57678.1
OG0001719	ALV09487.1	AMC57688.1
OG0001720	ALV09488.1	AMC57689.1
OG0001721	ALV09489.1	AMC57690.1
OG0001722	ALV09490.1	AMC57691.1
OG0001723	ALV09492.1	AMC57693.1
OG0001724	ALV09494.1	AMC57695.1
OG0001725	ALV09505.1	AMC57706.1
OG0001726	ALV09506.1	AMC57707.1
OG0001727	ALV09507.1	AMC57708.1
OG0001728	ALV09509.1	AMC57710.1
OG0001729	ALV12796.1	AMC57711.1
OG0001730	ALV09510.1	AMC57712.1
OG0001731	ALV09511.1	AMC57713.1
OG0001732	ALV09512.1	AMC57714.1
OG0001733	ALV09515.1	AMC57717.1
OG0001734	ALV09516.1	AMC57718.1
OG0001735	ALV09517.1	AMC57719.1
OG0001736	ALV09519.1	AMC57721.1
OG0001737	ALV09522.1	AMC57724.1
OG0001738	ALV09526.1	AMC57728.1
OG0001739	ALV09531.1	AMC57735.1
OG0001740	ALV09532.1	AMC57736.1
OG0001741	ALV09533.1	AMC57737.1
OG0001742	ALV12797.1	AMC57762.1
OG0001743	ALV09552.1	AMC57763.1
OG0001744	ALV09553.1	AMC57764.1
OG0001745	ALV12798.1	AMC57765.1
OG0001746	ALV09563.1	AMC57777.1
OG0001747	ALV09564.1	AMC57778.1
OG0001748	ALV09569.1	AMC57783.1
OG0001749	ALV09570.1	AMC57784.1
OG0001750	ALV12799.1	AMC57785.1
OG0001751	ALV12800.1	AMC57787.1
OG0001752	ALV09586.1	AMC57801.1
OG0001753	ALV12801.1	AMC57802.1
OG0001754	ALV09595.1	AMC57816.1
OG0001755	ALV09609.1	AMC57831.1
OG0001756	ALV09613.1	AMC57835.1
OG0001757	ALV09615.1	AMC57837.1
OG0001758	ALV09616.1	AMC57838.1
OG0001759	ALV09617.1	AMC57839.1
OG0001760	ALV09626.1	AMC57850.1
OG0001761	ALV09629.1	AMC57854.1
OG0001762	ALV12806.1	AMC57858.1
OG0001763	ALV09635.1	AMC57863.1
OG0001764	ALV09644.1	AMC57875.1
OG0001765	ALV09646.1	AMC57878.1
OG0001766	ALV09654.1	AMC57886.1
OG0001767	ALV09655.1	AMC57887.1
OG0001768	ALV09658.1	AMC57890.1
OG0001769	ALV09659.1	AMC57891.1
OG0001770	ALV09665.1	AMC57897.1
OG0001771	ALV09666.1	AMC57898.1
OG0001772	ALV09667.1	AMC57899.1
OG0001773	ALV09670.1	AMC57902.1
OG0001774	ALV12808.1	AMC57905.1
OG0001775	ALV09673.1	AMC57906.1
OG0001776	ALV09679.1	AMC57912.1
OG0001777	ALV09683.1	AMC57917.1
OG0001778	ALV09686.1	AMC57920.1
OG0001779	ALV09687.1	AMC57922.1
OG0001780	ALV09696.1	AMC57931.1
OG0001781	ALV09700.1	AMC57936.1
OG0001782	ALV09702.1	AMC57937.1
OG0001783	ALV09703.1	AMC57938.1
OG0001784	ALV09704.1	AMC57939.1
OG0001785	ALV12812.1	AMC57940.1
OG0001786	ALV09705.1	AMC57941.1
OG0001787	ALV09711.1	AMC57947.1
OG0001788	ALV12814.1	AMC57954.1
OG0001789	ALV09717.1	AMC57955.1
OG0001790	ALV09725.1	AMC57965.1
OG0001791	ALV09726.1	AMC57966.1
OG0001792	ALV09729.1	AMC57974.1
OG0001793	ALV09731.1	AMC57976.1
OG0001794	ALV09736.1	AMC57983.1
OG0001795	ALV09739.1	AMC57986.1
OG0001796	ALV09746.1	AMC57995.1
OG0001797	ALV09749.1	AMC58001.1
OG0001798	ALV09751.1	AMC58004.1
OG0001799	ALV09752.1	AMC58005.1
OG0001800	ALV09753.1	AMC58006.1
OG0001801	ALV09757.1	AMC58011.1
OG0001802	ALV12826.1	AMC58012.1
OG0001803	ALV09766.1	AMC58023.1
OG0001804	ALV09768.1	AMC58025.1
OG0001805	ALV09769.1	AMC58026.1
OG0001806	ALV09770.1	AMC58027.1
OG0001807	ALV09771.1	AMC58029.1
OG0001808	ALV09772.1	AMC58031.1
OG0001809	ALV09773.1	AMC58032.1
OG0001810	ALV09774.1	AMC58034.1
OG0001811	ALV09784.1	AMC58044.1
OG0001812	ALV09785.1	AMC58045.1
OG0001813	ALV09789.1	AMC58050.1
OG0001814	ALV09792.1	AMC58053.1
OG0001815	ALV12830.1	AMC58057.1
OG0001816	ALV09796.1	AMC58058.1
OG0001817	ALV09797.1	AMC58059.1
OG0001818	ALV09808.1	AMC58078.1
OG0001819	ALV09811.1	AMC58082.1
OG0001820	ALV09812.1	AMC58083.1
OG0001821	ALV09814.1	AMC58085.1
OG0001822	ALV09828.1	AMC58102.1
OG0001823	ALV09839.1	AMC58112.1
OG0001824	ALV12838.1	AMC58119.1
OG0001825	ALV09845.1	AMC58120.1
OG0001826	ALV09850.1	AMC58125.1
OG0001827	ALV09851.1	AMC58126.1
OG0001828	ALV09852.1	AMC58127.1
OG0001829	ALV09854.1	AMC58129.1
OG0001830	ALV09855.1	AMC58131.1
OG0001831	ALV09856.1	AMC58132.1
OG0001832	ALV12840.1	AMC58133.1
OG0001833	ALV09873.1	AMC58150.1
OG0001834	ALV12841.1	AMC58151.1
OG0001835	ALV09874.1	AMC58152.1
OG0001836	ALV09877.1	AMC58156.1
OG0001837	ALV09896.1	AMC58176.1
OG0001838	ALV09897.1	AMC58177.1
OG0001839	ALV09898.1	AMC58178.1
OG0001840	ALV09899.1	AMC58179.1
OG0001841	ALV09900.1	AMC58180.1
OG0001842	ALV09904.1	AMC58186.1
OG0001843	ALV09905.1	AMC58187.1
OG0001844	ALV09909.1	AMC58192.1
OG0001845	ALV09910.1	AMC58193.1
OG0001846	ALV09911.1	AMC58194.1
OG0001847	ALV09913.1	AMC58196.1
OG0001848	ALV09914.1	AMC58197.1
OG0001849	ALV09916.1	AMC58199.1
OG0001850	ALV09917.1	AMC58200.1
OG0001851	ALV09918.1	AMC58201.1
OG0001852	ALV09919.1	AMC58202.1
OG0001853	ALV09920.1	AMC58203.1
OG0001854	ALV09921.1	AMC58204.1
OG0001855	ALV09938.1	AMC58219.1
OG0001856	ALV09953.1	AMC58235.1
OG0001857	ALV09954.1	AMC58237.1
OG0001858	ALV12846.1	AMC58243.1
OG0001859	ALV09960.1	AMC58244.1
OG0001860	ALV09961.1	AMC58245.1
OG0001861	ALV09975.1	AMC58267.1
OG0001862	ALV09976.1	AMC58268.1
OG0001863	ALV09982.1	AMC58273.1
OG0001864	ALV09987.1	AMC58278.1
OG0001865	ALV09988.1	AMC58279.1
OG0001866	ALV09989.1	AMC58280.1
OG0001867	ALV09990.1	AMC58281.1
OG0001868	ALV09993.1	AMC58285.1
OG0001869	ALV09997.1	AMC58289.1
OG0001870	ALV09999.1	AMC58291.1
OG0001871	ALV10000.1	AMC58292.1
OG0001872	ALV10002.1	AMC58295.1
OG0001874	ALV10008.1	AMC58302.1
OG0001875	ALV10011.1	AMC58305.1
OG0001876	ALV10012.1	AMC58306.1
OG0001877	ALV10015.1	AMC58309.1
OG0001878	ALV10022.1	AMC58316.1
OG0001879	ALV12851.1	AMC58317.1
OG0001880	ALV10024.1	AMC58319.1
OG0001881	ALV10027.1	AMC58323.1
OG0001882	ALV10029.1	AMC58325.1
OG0001883	ALV10034.1	AMC58333.1
OG0001884	ALV12854.1	AMC58341.1
OG0001885	ALV10041.1	AMC58345.1
OG0001886	ALV12856.1	AMC58349.1
OG0001887	ALV10044.1	AMC58350.1
OG0001888	ALV12857.1	AMC58351.1
OG0001889	ALV10050.1	AMC58358.1
OG0001890	ALV10053.1	AMC58362.1
OG0001891	ALV10055.1	AMC58364.1
OG0001892	ALV10058.1	AMC58366.1
OG0001893	ALV12859.1	AMC58368.1
OG0001894	ALV10063.1	AMC58374.1
OG0001895	ALV12862.1	AMC58375.1
OG0001896	ALV10066.1	AMC58378.1
OG0001897	ALV10067.1	AMC58381.1
OG0001898	ALV10072.1	AMC58387.1
OG0001899	ALV10073.1	AMC58388.1
OG0001900	ALV10074.1	AMC58389.1
OG0001901	ALV10076.1	AMC58391.1
OG0001902	ALV10077.1	AMC58392.1
OG0001903	ALV10078.1	AMC58393.1
OG0001904	ALV10081.1	AMC58397.1
OG0001905	ALV10089.1	AMC58406.1
OG0001906	ALV10090.1	AMC58407.1
OG0001907	ALV10095.1	AMC58412.1
OG0001908	ALV10096.1	AMC58415.1
OG0001909	ALV10103.1	AMC58426.1
OG0001910	ALV10104.1	AMC58427.1
OG0001911	ALV10109.1	AMC58433.1
OG0001912	ALV12869.1	AMC58435.1
OG0001913	ALV10112.1	AMC58437.1
OG0001914	ALV10124.1, ALV11777.1	AMC58452.1
OG0001915	ALV10128.1	AMC58456.1
OG0001916	ALV10131.1	AMC58461.1
OG0001917	ALV12874.1	AMC58472.1
OG0001918	ALV10140.1	AMC58474.1
OG0001919	ALV10143.1	AMC58477.1
OG0001920	ALV12877.1	AMC58479.1
OG0001921	ALV12879.1	AMC58486.1
OG0001922	ALV10155.1	AMC58491.1
OG0001923	ALV10156.1	AMC58492.1
OG0001924	ALV10168.1	AMC58508.1
OG0001925	ALV12881.1	AMC58510.1
OG0001926	ALV10170.1	AMC58511.1
OG0001927	ALV10171.1	AMC58512.1
OG0001928	ALV10172.1	AMC58513.1
OG0001929	ALV10186.1	AMC58533.1
OG0001930	ALV12886.1	AMC58544.1
OG0001931	ALV10194.1	AMC58545.1
OG0001932	ALV10195.1	AMC58546.1
OG0001933	ALV10211.1	AMC58565.1
OG0001934	ALV10213.1	AMC58568.1
OG0001935	ALV10214.1	AMC58569.1
OG0001936	ALV10219.1	AMC58578.1
OG0001937	ALV10220.1	AMC58581.1
OG0001938	ALV10222.1	AMC58584.1
OG0001939	ALV10223.1	AMC58585.1
OG0001940	ALV10224.1	AMC58586.1
OG0001941	ALV10225.1	AMC58587.1
OG0001942	ALV10226.1	AMC58589.1
OG0001943	ALV10251.1	AMC58611.1
OG0001944	ALV12892.1	AMC58613.1
OG0001945	ALV10252.1	AMC58614.1
OG0001946	ALV12893.1	AMC58615.1
OG0001947	ALV10253.1	AMC58616.1
OG0001948	ALV10254.1	AMC58617.1
OG0001949	ALV10255.1	AMC58618.1
OG0001950	ALV10256.1	AMC58619.1
OG0001951	ALV10257.1	AMC58620.1
OG0001952	ALV12894.1	AMC58621.1
OG0001953	ALV10258.1	AMC58623.1
OG0001954	ALV10260.1	AMC58628.1
OG0001955	ALV12897.1	AMC58633.1
OG0001956	ALV12898.1	AMC58634.1
OG0001958	ALV10272.1	AMC58642.1
OG0001959	ALV12899.1	AMC58643.1
OG0001960	ALV10287.1	AMC58659.1
OG0001961	ALV10293.1	AMC58667.1
OG0001962	ALV10303.1	AMC58677.1
OG0001963	ALV10304.1	AMC58678.1
OG0001964	ALV10307.1	AMC58681.1
OG0001965	ALV12901.1	AMC58682.1
OG0001966	ALV10309.1	AMC58685.1
OG0001967	ALV10311.1	AMC58687.1
OG0001968	ALV10312.1	AMC58688.1
OG0001969	ALV10313.1	AMC58689.1
OG0001970	ALV12902.1	AMC58690.1
OG0001971	ALV10314.1	AMC58691.1
OG0001972	ALV12903.1	AMC58696.1
OG0001973	ALV12904.1	AMC58697.1
OG0001974	ALV10319.1	AMC58700.1
OG0001975	ALV10325.1	AMC58705.1
OG0001976	ALV10326.1	AMC58707.1
OG0001977	ALV12907.1	AMC58710.1
OG0001978	ALV10337.1	AMC58719.1
OG0001979	ALV10338.1	AMC58720.1
OG0001980	ALV12908.1	AMC58721.1
OG0001981	ALV10341.1	AMC58724.1
OG0001982	ALV10346.1	AMC58731.1
OG0001983	ALV10347.1	AMC58732.1
OG0001984	ALV10349.1	AMC58734.1
OG0001985	ALV10352.1	AMC58738.1
OG0001986	ALV10361.1	AMC58748.1
OG0001987	ALV12913.1	AMC58757.1
OG0001988	ALV12914.1	AMC58758.1
OG0001989	ALV10368.1	AMC58759.1
OG0001990	ALV10369.1	AMC58760.1
OG0001991	ALV12915.1	AMC58762.1
OG0001992	ALV10381.1	AMC58774.1
OG0001993	ALV10383.1	AMC58776.1
OG0001994	ALV10389.1	AMC58781.1
OG0001995	ALV10393.1	AMC58785.1
OG0001996	ALV10394.1	AMC58786.1
OG0001997	ALV10395.1	AMC58787.1
OG0001998	ALV10396.1	AMC58788.1
OG0001999	ALV10405.1	AMC58802.1
OG0002000	ALV10408.1	AMC58805.1
OG0002001	ALV10422.1	AMC58825.1
OG0002002	ALV10425.1	AMC58828.1
OG0002003	ALV10427.1	AMC58830.1
OG0002004	ALV10428.1	AMC58834.1
OG0002005	ALV12924.1	AMC58837.1
OG0002006	ALV10430.1	AMC58838.1
OG0002007	ALV10433.1	AMC58841.1
OG0002008	ALV10436.1	AMC58847.1
OG0002009	ALV10438.1	AMC58850.1
OG0002010	ALV10449.1	AMC58864.1
OG0002011	ALV12928.1	AMC58865.1
OG0002012	ALV10451.1	AMC58867.1
OG0002013	ALV10481.1	AMC58901.1
OG0002014	ALV10486.1	AMC58907.1
OG0002015	ALV10491.1	AMC58912.1
OG0002016	ALV12932.1	AMC58913.1
OG0002017	ALV10492.1	AMC58914.1
OG0002018	ALV10493.1	AMC58915.1
OG0002019	ALV10494.1	AMC58916.1
OG0002020	ALV10509.1	AMC58932.1
OG0002021	ALV10511.1	AMC58934.1
OG0002022	ALV10513.1	AMC58938.1
OG0002023	ALV10515.1	AMC58940.1
OG0002024	ALV10516.1	AMC58941.1
OG0002025	ALV10519.1	AMC58945.1
OG0002026	ALV10520.1	AMC58946.1
OG0002027	ALV10527.1	AMC58956.1
OG0002028	ALV10531.1	AMC58960.1
OG0002029	ALV10540.1	AMC58970.1
OG0002030	ALV10543.1	AMC58973.1
OG0002031	ALV10559.1	AMC58993.1
OG0002032	ALV12938.1	AMC58994.1
OG0002033	ALV10563.1	AMC59000.1
OG0002034	ALV10579.1	AMC59019.1
OG0002035	ALV10585.1	AMC59026.1
OG0002036	ALV10586.1	AMC59027.1
OG0002038	ALV10600.1	AMC59042.1
OG0002039	ALV10603.1	AMC59045.1
OG0002040	ALV12944.1	AMC59056.1
OG0002041	ALV10611.1	AMC59057.1
OG0002042	ALV10630.1	AMC59076.1
OG0002043	ALV10645.1	AMC59095.1
OG0002044	ALV10648.1	AMC59099.1
OG0002045	ALV10670.1	AMC59146.1
OG0002046	ALV10671.1	AMC59147.1
OG0002047	ALV10672.1	AMC59148.1
OG0002048	ALV10681.1	AMC59157.1
OG0002049	ALV10682.1	AMC59158.1
OG0002050	ALV10688.1	AMC59165.1
OG0002051	ALV10699.1	AMC59179.1
OG0002052	ALV12956.1	AMC59183.1
OG0002053	ALV10705.1	AMC59187.1
OG0002054	ALV10712.1	AMC59197.1
OG0002055	ALV10713.1	AMC59198.1
OG0002056	ALV10722.1	AMC59208.1
OG0002057	ALV10732.1	AMC59219.1
OG0002058	ALV10733.1	AMC59220.1
OG0002059	ALV10734.1	AMC59221.1
OG0002060	ALV10735.1	AMC59222.1
OG0002061	ALV10736.1	AMC59223.1
OG0002062	ALV10740.1	AMC59227.1
OG0002063	ALV10745.1	AMC59232.1
OG0002064	ALV10746.1	AMC59234.1
OG0002065	ALV10748.1	AMC59241.1
OG0002066	ALV10775.1	AMC59274.1
OG0002067	ALV10776.1	AMC59275.1
OG0002068	ALV10792.1	AMC59295.1
OG0002069	ALV10796.1	AMC59300.1
OG0002070	ALV12969.1	AMC59301.1
OG0002071	ALV10797.1	AMC59302.1
OG0002072	ALV10807.1	AMC59317.1
OG0002073	ALV12971.1	AMC59340.1
OG0002074	ALV10826.1	AMC59341.1
OG0002075	ALV12972.1	AMC59346.1
OG0002076	ALV10834.1	AMC59350.1
OG0002077	ALV10846.1	AMC59367.1
OG0002078	ALV10847.1	AMC59369.1
OG0002079	ALV12977.1	AMC59372.1
OG0002081	ALV10854.1	AMC59378.1
OG0002082	ALV10856.1	AMC59381.1
OG0002083	ALV10864.1	AMC59393.1
OG0002084	ALV10870.1	AMC59400.1
OG0002085	ALV10873.1	AMC59404.1
OG0002086	ALV10874.1	AMC59405.1
OG0002087	ALV10875.1	AMC59407.1
OG0002088	ALV12982.1	AMC59409.1
OG0002089	ALV10879.1	AMC59412.1
OG0002090	ALV10880.1	AMC59413.1
OG0002091	ALV10906.1	AMC59445.1
OG0002092	ALV10908.1	AMC59447.1
OG0002093	ALV12985.1	AMC59455.1
OG0002094	ALV10915.1	AMC59456.1
OG0002095	ALV10916.1	AMC59457.1
OG0002096	ALV10925.1	AMC59465.1
OG0002097	ALV10933.1	AMC59473.1
OG0002098	ALV10934.1	AMC59474.1
OG0002100	ALV10938.1	AMC59479.1
OG0002101	ALV10948.1	AMC59489.1
OG0002102	ALV10949.1	AMC59490.1
OG0002103	ALV10950.1	AMC59491.1
OG0002104	ALV10954.1	AMC59495.1
OG0002105	ALV10957.1	AMC59498.1
OG0002106	ALV10959.1	AMC59500.1
OG0002107	ALV10960.1	AMC59501.1
OG0002108	ALV10961.1	AMC59502.1
OG0002109	ALV10964.1	AMC59505.1
OG0002110	ALV10965.1	AMC59506.1
OG0002111	ALV10966.1	AMC59507.1
OG0002112	ALV12987.1	AMC59511.1
OG0002113	ALV10969.1	AMC59512.1
OG0002114	ALV10971.1	AMC59515.1
OG0002115	ALV10974.1	AMC59518.1
OG0002116	ALV12989.1	AMC59523.1
OG0002117	ALV10977.1	AMC59526.1
OG0002118	ALV10978.1	AMC59528.1
OG0002119	ALV10979.1	AMC59529.1
OG0002120	ALV10980.1	AMC59530.1
OG0002121	ALV10984.1	AMC59534.1
OG0002122	ALV10985.1	AMC59535.1
OG0002123	ALV10993.1	AMC59547.1
OG0002124	ALV10994.1	AMC59548.1
OG0002125	ALV12993.1	AMC59549.1
OG0002126	ALV11002.1	AMC59560.1
OG0002127	ALV11004.1	AMC59562.1
OG0002128	ALV11006.1	AMC59566.1
OG0002129	ALV11008.1	AMC59570.1
OG0002130	ALV11010.1	AMC59571.1
OG0002131	ALV11012.1	AMC59574.1
OG0002132	ALV11015.1	AMC59578.1
OG0002133	ALV11017.1	AMC59581.1
OG0002134	ALV11031.1	AMC59596.1
OG0002135	ALV12998.1	AMC59604.1
OG0002136	ALV11042.1	AMC59609.1
OG0002137	ALV11044.1	AMC59612.1
OG0002138	ALV11045.1	AMC59613.1
OG0002139	ALV11051.1	AMC59621.1
OG0002140	ALV11061.1	AMC59631.1
OG0002141	ALV11069.1	AMC59641.1
OG0002142	ALV11072.1	AMC59646.1
OG0002143	ALV11088.1	AMC59663.1
OG0002144	ALV13003.1	AMC59664.1
OG0002145	ALV11093.1	AMC59671.1
OG0002146	ALV11100.1	AMC59679.1
OG0002147	ALV11101.1	AMC59680.1
OG0002148	ALV11103.1	AMC59682.1
OG0002149	ALV11108.1	AMC59689.1
OG0002150	ALV11109.1	AMC59690.1
OG0002151	ALV11111.1	AMC59692.1
OG0002152	ALV11112.1	AMC59693.1
OG0002153	ALV11113.1	AMC59694.1
OG0002154	ALV13007.1	AMC59697.1
OG0002155	ALV11117.1	AMC59703.1
OG0002156	ALV11119.1	AMC59705.1
OG0002157	ALV11120.1	AMC59706.1
OG0002158	ALV11121.1	AMC59707.1
OG0002160	ALV11124.1	AMC59712.1
OG0002161	ALV11127.1	AMC59715.1
OG0002162	ALV11128.1	AMC59716.1
OG0002163	ALV11129.1	AMC59718.1
OG0002164	ALV11130.1	AMC59719.1
OG0002165	ALV13009.1	AMC59723.1
OG0002167	ALV11139.1	AMC59729.1
OG0002168	ALV11140.1	AMC59730.1
OG0002169	ALV11141.1	AMC59731.1
OG0002170	ALV13010.1	AMC59744.1
OG0002171	ALV11151.1	AMC59745.1
OG0002172	ALV11166.1	AMC59763.1
OG0002173	ALV11171.1	AMC59769.1
OG0002174	ALV11176.1	AMC59777.1
OG0002175	ALV11186.1	AMC59787.1
OG0002176	ALV11192.1	AMC59796.1
OG0002177	ALV11193.1	AMC59797.1
OG0002178	ALV13017.1	AMC59805.1
OG0002179	ALV11206.1	AMC59813.1
OG0002182	ALV11228.1	AMC59844.1
OG0002183	ALV13023.1	AMC59854.1
OG0002184	ALV11236.1	AMC59857.1
OG0002186	ALV11250.1	AMC59874.1
OG0002187	ALV11253.1	AMC59878.1
OG0002188	ALV11264.1	AMC59892.1
OG0002189	ALV11271.1	AMC59899.1
OG0002190	ALV13028.1	AMC59905.1
OG0002191	ALV13029.1	AMC59906.1
OG0002192	ALV11278.1	AMC59907.1
OG0002193	ALV13030.1	AMC59909.1
OG0002194	ALV11280.1	AMC59910.1
OG0002195	ALV11282.1	AMC59912.1
OG0002196	ALV13032.1	AMC59914.1
OG0002197	ALV11290.1	AMC59923.1
OG0002198	ALV13033.1	AMC59925.1
OG0002199	ALV11291.1	AMC59926.1
OG0002200	ALV11292.1	AMC59927.1
OG0002201	ALV11293.1	AMC59928.1
OG0002202	ALV13035.1	AMC59932.1
OG0002203	ALV11300.1	AMC59936.1
OG0002204	ALV11301.1	AMC59938.1
OG0002205	ALV11304.1	AMC59941.1
OG0002206	ALV11308.1	AMC59944.1
OG0002207	ALV11316.1	AMC59953.1, AMC59952.1
OG0002208	ALV11318.1	AMC59955.1
OG0002209	ALV11320.1	AMC59957.1
OG0002210	ALV11324.1	AMC59961.1
OG0002211	ALV11326.1	AMC59962.1
OG0002212	ALV11327.1	AMC59963.1
OG0002213	ALV11332.1	AMC59973.1
OG0002214	ALV11348.1	AMC59993.1
OG0002215	ALV11349.1	AMC59994.1
OG0002216	ALV11350.1	AMC59995.1
OG0002217	ALV11355.1	AMC60000.1
OG0002218	ALV11357.1	AMC60002.1
OG0002219	ALV11358.1	AMC60003.1
OG0002220	ALV11359.1	AMC60004.1
OG0002221	ALV11361.1	AMC60007.1
OG0002222	ALV11364.1	AMC60010.1
OG0002223	ALV11367.1	AMC60013.1
OG0002224	ALV11377.1	AMC60027.1
OG0002225	ALV11383.1	AMC60043.1
OG0002226	ALV11386.1	AMC60046.1
OG0002227	ALV11387.1	AMC60049.1
OG0002228	ALV11388.1	AMC60050.1
OG0002229	ALV11396.1	AMC60060.1
OG0002230	ALV11399.1	AMC60063.1
OG0002231	ALV11400.1	AMC60064.1
OG0002232	ALV11401.1	AMC60066.1
OG0002233	ALV13049.1	AMC60067.1
OG0002234	ALV11403.1	AMC60070.1
OG0002235	ALV11404.1	AMC60071.1
OG0002236	ALV11405.1	AMC60072.1
OG0002237	ALV11407.1	AMC60074.1
OG0002238	ALV11408.1	AMC60076.1
OG0002239	ALV13051.1	AMC60082.1
OG0002240	ALV11420.1	AMC60088.1
OG0002241	ALV11421.1	AMC60089.1
OG0002242	ALV11426.1	AMC60093.1
OG0002243	ALV11428.1	AMC60095.1
OG0002244	ALV13052.1	AMC60096.1
OG0002245	ALV11429.1	AMC60097.1
OG0002246	ALV11437.1	AMC60105.1
OG0002247	ALV11439.1	AMC60107.1
OG0002248	ALV11440.1	AMC60108.1
OG0002249	ALV11446.1	AMC60114.1
OG0002250	ALV11448.1	AMC60116.1
OG0002251	ALV13054.1	AMC60117.1
OG0002252	ALV11452.1	AMC60122.1
OG0002253	ALV11454.1	AMC61211.1, AMC60124.1
OG0002254	ALV11457.1	AMC60127.1
OG0002255	ALV13059.1	AMC60145.1
OG0002256	ALV11471.1	AMC60146.1
OG0002257	ALV13060.1	AMC60147.1
OG0002258	ALV11472.1	AMC60148.1
OG0002259	ALV11473.1	AMC60149.1
OG0002260	ALV11479.1	AMC60156.1
OG0002261	ALV11480.1	AMC60157.1
OG0002262	ALV11486.1	AMC60166.1
OG0002263	ALV11492.1	AMC60173.1
OG0002264	ALV11498.1	AMC60178.1
OG0002265	ALV11507.1	AMC60193.1
OG0002266	ALV11510.1	AMC60196.1
OG0002267	ALV11511.1	AMC60197.1
OG0002268	ALV11512.1	AMC60198.1
OG0002269	ALV11514.1	AMC60200.1
OG0002270	ALV11515.1	AMC60201.1
OG0002271	ALV11518.1	AMC60204.1
OG0002272	ALV11522.1	AMC60209.1
OG0002273	ALV11530.1	AMC60216.1
OG0002274	ALV11531.1	AMC60217.1
OG0002275	ALV11545.1	AMC60236.1
OG0002276	ALV11564.1	AMC60257.1
OG0002277	ALV11569.1	AMC60262.1
OG0002278	ALV11573.1	AMC60266.1
OG0002279	ALV11578.1	AMC60274.1
OG0002280	ALV11580.1	AMC60276.1
OG0002281	ALV11583.1	AMC60280.1
OG0002282	ALV11584.1	AMC60281.1
OG0002283	ALV11586.1	AMC60283.1
OG0002284	ALV11587.1	AMC60284.1
OG0002285	ALV11592.1	AMC60291.1
OG0002286	ALV11605.1	AMC60305.1
OG0002287	ALV11606.1	AMC60306.1
OG0002288	ALV11608.1	AMC60308.1
OG0002289	ALV11625.1	AMC60325.1
OG0002290	ALV11628.1	AMC60328.1
OG0002291	ALV11629.1	AMC60329.1
OG0002292	ALV11631.1	AMC60331.1
OG0002293	ALV11636.1	AMC60336.1
OG0002294	ALV13075.1	AMC60337.1
OG0002295	ALV11637.1	AMC60338.1
OG0002296	ALV11639.1	AMC60342.1
OG0002297	ALV11645.1	AMC60351.1
OG0002298	ALV11655.1	AMC60378.1
OG0002299	ALV11656.1	AMC60379.1
OG0002300	ALV11657.1	AMC60380.1
OG0002301	ALV11658.1	AMC60381.1
OG0002302	ALV11661.1	AMC60385.1
OG0002303	ALV11662.1	AMC60386.1
OG0002304	ALV11665.1	AMC60391.1
OG0002305	ALV11671.1	AMC60401.1
OG0002306	ALV11673.1	AMC60403.1
OG0002307	ALV11674.1	AMC60404.1
OG0002308	ALV11675.1	AMC60405.1
OG0002309	ALV11676.1	AMC60406.1
OG0002310	ALV11685.1	AMC60416.1
OG0002311	ALV11691.1	AMC60423.1
OG0002312	ALV13087.1	AMC60424.1
OG0002313	ALV11692.1	AMC60425.1
OG0002314	ALV11694.1	AMC60427.1
OG0002315	ALV11701.1	AMC60434.1
OG0002316	ALV11709.1	AMC60443.1
OG0002317	ALV13089.1	AMC60456.1
OG0002318	ALV11720.1	AMC60457.1
OG0002319	ALV13090.1	AMC60458.1
OG0002320	ALV11724.1	AMC60462.1
OG0002321	ALV11725.1	AMC60463.1
OG0002322	ALV11726.1	AMC60464.1
OG0002324	ALV11738.1	AMC60477.1
OG0002325	ALV11739.1	AMC60478.1
OG0002326	ALV13092.1	AMC60486.1
OG0002327	ALV11751.1	AMC60491.1
OG0002328	ALV11755.1	AMC60495.1
OG0002329	ALV11760.1	AMC60501.1
OG0002330	ALV11761.1	AMC60502.1
OG0002331	ALV11762.1	AMC60503.1
OG0002332	ALV11763.1	AMC60504.1
OG0002333	ALV11770.1	AMC60511.1, AMC58499.1
OG0002334	ALV11771.1	AMC60513.1
OG0002335	ALV11772.1	AMC60514.1
OG0002336	ALV12708.1, ALV11783.1	AMC61674.1
OG0002337	ALV11802.1	AMC60550.1
OG0002338	ALV11808.1	AMC60556.1
OG0002340	ALV11813.1	AMC60560.1
OG0002341	ALV11816.1	AMC60563.1
OG0002342	ALV11818.1	AMC60565.1
OG0002343	ALV13099.1	AMC60566.1
