Orthogroup	Mafric	Mavium	Mbovis	Mlepra	Mmicro
OG0002671	CCC25131.1		ALV12771.1		AMC57493.1
OG0002672	CCC25133.1		ALV09334.1		AMC57495.1
OG0002673	CCC25134.1		ALV09335.1		AMC57496.1
OG0002674	CCC25139.1		ALV09342.1		AMC57504.1
OG0002675	CCC25145.1		ALV09348.1		AMC57511.1
OG0002676	CCC25149.1		ALV09352.1		AMC57515.1
OG0002677	CCC25153.1		ALV09355.1		AMC57520.1
OG0002678	CCC25154.1		ALV12773.1		AMC57522.1
OG0002679	CCC25155.1		ALV09357.1		AMC57523.1
OG0002680	CCC25156.1		ALV09358.1		AMC57524.1
OG0002681	CCC25157.1		ALV09359.1		AMC57525.1
OG0002682	CCC25158.1		ALV09360.1		AMC57526.1
OG0002683	CCC25159.1		ALV09361.1		AMC57527.1
OG0002684	CCC25160.1		ALV09362.1		AMC57528.1
OG0002685	CCC25161.1		ALV09363.1		AMC57529.1
OG0002686	CCC25162.1		ALV09364.1		AMC57530.1
OG0002687	CCC25163.1		ALV12774.1		AMC57531.1
OG0002688	CCC25164.1		ALV09365.1		AMC57532.1
OG0002689	CCC25165.1		ALV09366.1		AMC57533.1
OG0002690	CCC25166.1		ALV12775.1		AMC57535.1
OG0002691	CCC25179.1		ALV09377.1		AMC57549.1
OG0002692	CCC25180.1		ALV09378.1		AMC57550.1
OG0002693	CCC25185.1		ALV09383.1		AMC57555.1
OG0002694	CCC25187.1		ALV09384.1		AMC57557.1
OG0002695	CCC25197.1		ALV09391.1		AMC57568.1
OG0002696	CCC25198.1		ALV09392.1		AMC57569.1
OG0002697	CCC25208.1	AAS06100.1			AMC57581.1
OG0002698	CCC25223.1		ALV09414.1		AMC57597.1
OG0002699	CCC25224.1		ALV12785.1		AMC57598.1
OG0002700	CCC25225.1		ALV12786.1		AMC57599.1
OG0002701	CCC25226.1		ALV09415.1		AMC57600.1
OG0002702	CCC25233.1		ALV09423.1		AMC57609.1
OG0002703	CCC25234.1		ALV09424.1		AMC57610.1
OG0002704	CCC25266.1		ALV12792.1		AMC57649.1
OG0002705	CCC25267.1		ALV09454.1		AMC57651.1
OG0002706	CCC25268.1		ALV12793.1		AMC57652.1
OG0002707	CCC25273.1			CAC32147.1	AMC57657.1
OG0002708	CCC25285.1		ALV09469.1		AMC57669.1
OG0002709	CCC25286.1		ALV12795.1		AMC57670.1
OG0002710	CCC25291.1		ALV09474.1		AMC57675.1
OG0002711	CCC25292.1		ALV09475.1		AMC57676.1
OG0002712	CCC25301.1		ALV09485.1		AMC57686.1
OG0002713	CCC25312.1		ALV09497.1		AMC57698.1
OG0002714	CCC25313.1		ALV09498.1		AMC57699.1
OG0002715	CCC25319.1		ALV09504.1		AMC57705.1
OG0002716	CCC25339.1		ALV09523.1		AMC57725.1
OG0002717	CCC25341.1		ALV09525.1		AMC57727.1
OG0002718	"CCC25352.1, CCC25353.1, CCC25828.1"				
OG0002719	CCC25372.1		ALV09555.1		AMC57767.1
OG0002720	CCC25373.1		ALV09556.1		AMC57768.1
OG0002721	CCC25374.1		ALV09557.1		AMC57769.1
OG0002722	CCC25375.1		ALV09558.1		AMC57770.1
OG0002723	CCC25377.1		ALV09560.1		AMC57772.1
OG0002724	CCC25391.1		ALV09572.1		AMC57788.1
OG0002725	CCC25392.1		ALV09573.1		AMC57789.1
OG0002726	CCC25393.1		ALV09574.1		AMC57790.1
OG0002727	CCC25394.1	AAS06369.1	ALV09575.1		
OG0002728	CCC25397.1		ALV09578.1		AMC57793.1
OG0002729	CCC25398.1		ALV09579.1		AMC57794.1
OG0002730	CCC25400.1		ALV09580.1		AMC57795.1
OG0002731	CCC25401.1		ALV09581.1		AMC57796.1
OG0002732	CCC25402.1		ALV09582.1		AMC57797.1
OG0002733	CCC25404.1		ALV09584.1		AMC57799.1
OG0002734	CCC25405.1		ALV09585.1		AMC57800.1
OG0002735	CCC25413.1		ALV09591.1		AMC57810.1
OG0002736	CCC25414.1		ALV09592.1		AMC57812.1
OG0002737	CCC25415.1		ALV12803.1		AMC57813.1
OG0002738	CCC25417.1		ALV09594.1		AMC57815.1
OG0002739	CCC25419.1		ALV09596.1		AMC57817.1
OG0002740	CCC25421.1		ALV09598.1		AMC57819.1
OG0002741	CCC25422.1		ALV09599.1		AMC57820.1
OG0002742	CCC25423.1		ALV09600.1		AMC57821.1
OG0002743	CCC25436.1		ALV09612.1		AMC57834.1
OG0002744	CCC25442.1		ALV09618.1		AMC57840.1
OG0002745	CCC25443.1		ALV09619.1		AMC57841.1
OG0002746	CCC25444.1		ALV09620.1		AMC57842.1
OG0002747	CCC25445.1		ALV09621.1		AMC57843.1
OG0002748	CCC25446.1		ALV09622.1		AMC57844.1
OG0002749	CCC25447.1		ALV09623.1		AMC57845.1
OG0002750	CCC25448.1		ALV09624.1		AMC57846.1
OG0002751	CCC25449.1		ALV09625.1		AMC57847.1
OG0002752	CCC25450.1		ALV12804.1		AMC57849.1
OG0002753	CCC25453.1		ALV09628.1		AMC57852.1
OG0002754	CCC25468.1		ALV09640.1		AMC57870.1
OG0002755	CCC25469.1		ALV12807.1		AMC57871.1
OG0002756	CCC25470.1		ALV09641.1		AMC57872.1
OG0002757	CCC25471.1		ALV09642.1		AMC57873.1
OG0002758	CCC25473.1		ALV09645.1		AMC57877.1
OG0002759	CCC25477.1		ALV09648.1		AMC57881.1
OG0002760	CCC25479.1		ALV09651.1		AMC57883.1
OG0002761	CCC25499.1		ALV09671.1		AMC57903.1
OG0002762	CCC25518.1		ALV09688.1		AMC57923.1
OG0002763	CCC25519.1		ALV09689.1		AMC57924.1
OG0002764	CCC25520.1		ALV09690.1		AMC57925.1
OG0002765	CCC25521.1		ALV09691.1		AMC57926.1
OG0002766	CCC25522.1		ALV09692.1		AMC57927.1
OG0002767	CCC25523.1		ALV09693.1		AMC57928.1
OG0002768	CCC25547.1		ALV09715.1		AMC57952.1
OG0002769	CCC25564.1		ALV12818.1		AMC57969.1
OG0002770	CCC25569.1		ALV09730.1		AMC57975.1
OG0002771	CCC25571.1		ALV09732.1		AMC57977.1
OG0002772	CCC25585.1		ALV09744.1		AMC57993.1
OG0002773	CCC25593.1		ALV09750.1		AMC58002.1
OG0002774	CCC25599.1		ALV09755.1		AMC58009.1
OG0002775	CCC25600.1		ALV09756.1		AMC58010.1
OG0002776	CCC25629.1		ALV09783.1		AMC58043.1
OG0002777	CCC25646.1		ALV09798.1		AMC58060.1
OG0002778	CCC25647.1		ALV09799.1		AMC58061.1
OG0002779	CCC25648.1		ALV09800.1		AMC58062.1
OG0002780	CCC25649.1		ALV09801.1		AMC58063.1
OG0002781	CCC25650.1		ALV09802.1		AMC58067.1
OG0002782	CCC25651.1		ALV09803.1		AMC58069.1
OG0002783	CCC25652.1		ALV09804.1		AMC58071.1
OG0002784	CCC25653.1		ALV09805.1		AMC58073.1
OG0002785	CCC25655.1		ALV12831.1		AMC58075.1
OG0002786	CCC25659.1		ALV12833.1		AMC58079.1
OG0002787	CCC25660.1		ALV09809.1		AMC58080.1
OG0002788	CCC25661.1		ALV09810.1		AMC58081.1
OG0002789	CCC25674.1		ALV09821.1		AMC58094.1
OG0002790	CCC25675.1		ALV09822.1		AMC58095.1
OG0002791	CCC25676.1		ALV09823.1		AMC58096.1
OG0002792	CCC25677.1		ALV09824.1		AMC58098.1
OG0002793	CCC25678.1		ALV09825.1		AMC58099.1
OG0002794	CCC25679.1		ALV09826.1		AMC58100.1
OG0002795	CCC25683.1		ALV09830.1		AMC58104.1
OG0002796	CCC25686.1		ALV09833.1		AMC58107.1
OG0002797	CCC25687.1		ALV09834.1		AMC58108.1
OG0002798	CCC25688.1		ALV09835.1		AMC58109.1
OG0002799	CCC25690.1		ALV09838.1		AMC58111.1
OG0002800	CCC25692.1		ALV09840.1		AMC58113.1
OG0002801	CCC25693.1		ALV12836.1		AMC58114.1
OG0002802	CCC25694.1		ALV09841.1		AMC58115.1
OG0002803	CCC25695.1		ALV12837.1		AMC58116.1
OG0002804	CCC25697.1		ALV09844.1		AMC58118.1
OG0002805	CCC25700.1		ALV09846.1		AMC58121.1
OG0002806	CCC25701.1		ALV09847.1		AMC58122.1
OG0002807	CCC25702.1		ALV09848.1		AMC58123.1
OG0002808	CCC25703.1		ALV09849.1		AMC58124.1
OG0002809	CCC25709.1	AAS06642.1			AMC58130.1
OG0002810	CCC25737.1		ALV09880.1		AMC58159.1
OG0002811	CCC25738.1		ALV09881.1		AMC58160.1
OG0002812	CCC25739.1		ALV09882.1		AMC58161.1
OG0002813	CCC25740.1		ALV09883.1		AMC58162.1
OG0002814	CCC25741.1		ALV09884.1		AMC58163.1
OG0002815	CCC25742.1		ALV09885.1		AMC58164.1
OG0002816	CCC25743.1		ALV09886.1		AMC58165.1
OG0002817	CCC25744.1		ALV09887.1		AMC58166.1
OG0002818	CCC25745.1		ALV09888.1		AMC58167.1
OG0002819	CCC25746.1		ALV09889.1		AMC58168.1
OG0002820	CCC25750.1		ALV09894.1		AMC58174.1
OG0002821	CCC25759.1		ALV09902.1		AMC58184.1
OG0002822	CCC25760.1		ALV09903.1		AMC58185.1
OG0002823	CCC25807.1		ALV09951.1		AMC58233.1
OG0002824	CCC25820.1		ALV09962.1		AMC58246.1
OG0002825	CCC25822.1		ALV09963.1		AMC58248.1
OG0002826	CCC25824.1		ALV09965.1		AMC58250.1
OG0002827	CCC25825.1		ALV09966.1		AMC58251.1
OG0002828	CCC25826.1		ALV12848.1		AMC58252.1
OG0002829	CCC25830.1		ALV09969.1		AMC58261.1
OG0002830	CCC25832.1		ALV09971.1		AMC58263.1
OG0002831	CCC25833.1		ALV09972.1		AMC58264.1
OG0002832	CCC25840.1		ALV09979.1		AMC58272.1
OG0002833	CCC25874.1		ALV10016.1		AMC58310.1
OG0002834	CCC25875.1		ALV10017.1		AMC58311.1
OG0002835	CCC25877.1		ALV10019.1		AMC58313.1
OG0002836	CCC25878.1		ALV10020.1		AMC58314.1
OG0002837	CCC25884.1		ALV10025.1		AMC58320.1
OG0002838	CCC25913.1		ALV10046.1		AMC58353.1
OG0002839	CCC25917.1		ALV10051.1		AMC58360.1
OG0002840	CCC25918.1		ALV10052.1		AMC58361.1
OG0002841	CCC25923.1		ALV10057.1		AMC58365.1
OG0002842	CCC25928.1		ALV12860.1		AMC58370.1
OG0002843	CCC25929.1		ALV10061.1		AMC58371.1
OG0002844	CCC25930.1		ALV10062.1		AMC58372.1
OG0002845	CCC25931.1		ALV12861.1		AMC58373.1
OG0002846	CCC25969.1		ALV12865.1		AMC58414.1
OG0002847	CCC25972.1		ALV12866.1		AMC58418.1
OG0002848	CCC25973.1		ALV12867.1		AMC58421.1
OG0002849	CCC25975.1		ALV10100.1		AMC58423.1
OG0002850	CCC25976.1		ALV10101.1		AMC58424.1
OG0002851	CCC25980.1		ALV10105.1		AMC58428.1
OG0002852	CCC25981.1		ALV10106.1		AMC58429.1
OG0002853	CCC25982.1		ALV10107.1		AMC58430.1
OG0002854	CCC25992.1		ALV10115.1		AMC58441.1
OG0002855	CCC25994.1		ALV10117.1		AMC58444.1
OG0002856	CCC25995.1		ALV10118.1		AMC58445.1
OG0002857	CCC25997.1		ALV10120.1		AMC58448.1
OG0002858	CCC25998.1		ALV10121.1		AMC58449.1
OG0002859	CCC25999.1		ALV10123.1		AMC58451.1
OG0002860	CCC26001.1		ALV10125.1		AMC58453.1
OG0002861	CCC26002.1		ALV10126.1		AMC58454.1
OG0002862	CCC26003.1		ALV10127.1		AMC58455.1
OG0002863	CCC26006.1		ALV10129.1		AMC58459.1
OG0002864	CCC26015.1		ALV10137.1		AMC58469.1
OG0002865	CCC26016.1		ALV10138.1		AMC58470.1
OG0002866	CCC26017.1		ALV12873.1		AMC58471.1
OG0002867	CCC26041.1		ALV10158.1		AMC58494.1
OG0002868	CCC26042.1		ALV10159.1		AMC58495.1
OG0002869	CCC26043.1		ALV10160.1		AMC58496.1
OG0002870	CCC26044.1		ALV12880.1		AMC58500.1
OG0002871	CCC26045.1		ALV10161.1		AMC58501.1
OG0002872	CCC26046.1		ALV10162.1		AMC58502.1
OG0002873	CCC26048.1		ALV10164.1		AMC58504.1
OG0002874	CCC26049.1		ALV10165.1		AMC58505.1
OG0002875	CCC26058.1		ALV10173.1		AMC58515.1
OG0002876	CCC26060.1		ALV10175.1		AMC58518.1
OG0002877	CCC26070.1		ALV10184.1		AMC58530.1
OG0002878	CCC26086.1		ALV10197.1		AMC58551.1
OG0002879	CCC26111.1		ALV12889.1		AMC58583.1
OG0002880	CCC26117.1		ALV10227.1		AMC58590.1
OG0002881	CCC26119.1		ALV10229.1		AMC58592.1
OG0002882	CCC26123.1		ALV10233.1		AMC58596.1
OG0002883	CCC26127.1		ALV12890.1		AMC58600.1
OG0002884	CCC26129.1		ALV10238.1		AMC58601.1
OG0002885	CCC26130.1		"ALV10239.1, ALV11525.1"		
OG0002886	CCC26132.1		ALV10241.1		AMC58603.1
OG0002887	CCC26133.1		ALV10243.1		AMC58605.1
OG0002888	CCC26134.1		ALV12891.1		AMC58606.1
OG0002889	CCC26135.1		ALV10244.1		AMC58607.1
OG0002890	CCC26137.1		ALV10246.1		AMC58608.1
OG0002891	CCC26138.1		ALV10247.1		AMC58609.1
OG0002892	CCC26173.1		ALV10275.1		AMC58649.1
OG0002893	CCC26175.1		ALV10277.1		AMC58650.1
OG0002894	CCC26177.1		ALV10280.1		AMC58651.1
OG0002895	CCC26189.1		ALV10291.1		AMC58665.1
OG0002896	CCC26190.1		ALV10292.1		AMC58666.1
OG0002897	CCC26192.1		ALV10294.1		AMC58668.1
OG0002898	CCC26200.1		ALV10302.1		AMC58676.1
OG0002899	CCC26203.1		ALV10305.1		AMC58679.1
OG0002900	CCC26204.1		ALV10306.1		AMC58680.1
OG0002901	CCC26207.1		ALV10308.1		AMC58684.1
OG0002902	CCC26224.1		ALV10321.1		AMC58702.1
OG0002903	CCC26258.1		ALV10354.1		AMC58739.1
OG0002904	CCC26259.1		ALV12910.1		AMC58740.1
OG0002905	CCC26263.1		ALV10357.1		AMC58744.1
OG0002906	CCC26266.1		ALV10360.1		AMC58747.1
OG0002907	CCC26270.1		ALV10364.1		AMC58751.1
OG0002908	CCC26281.1		ALV10370.1		AMC58761.1
OG0002909	CCC26283.1		ALV10371.1		AMC58763.1
OG0002910	CCC26294.1		ALV10380.1		AMC58773.1
OG0002911	CCC26316.1		ALV12921.1		AMC58795.1
OG0002912	CCC26317.1		ALV10400.1		AMC58797.1
OG0002913	CCC26318.1		ALV10401.1		AMC58798.1
OG0002914	CCC26319.1		ALV10402.1		AMC58799.1
OG0002915	CCC26324.1		ALV10407.1		AMC58804.1
OG0002916	CCC26332.1		ALV10413.1		AMC58815.1
OG0002917	CCC26333.1		ALV10414.1		AMC58816.1
OG0002918	CCC26337.1		ALV10418.1		AMC58821.1
OG0002919	CCC26338.1		ALV10419.1		AMC58822.1
OG0002920	CCC26347.1	AAS04835.1			AMC58831.1
OG0002921	CCC26362.1		ALV10437.1		AMC58848.1
OG0002922	CCC26363.1		ALV12925.1		AMC58849.1
OG0002923	CCC26381.1		ALV10452.1		AMC58868.1
OG0002924	CCC26382.1		ALV10453.1		AMC58869.1
OG0002925	CCC26383.1		ALV10454.1		AMC58870.1
OG0002926	CCC26384.1		ALV10455.1		AMC58871.1
OG0002927	CCC26385.1		ALV10456.1		AMC58872.1
OG0002928	CCC26430.1		ALV10498.1		AMC58920.1
OG0002929	CCC26431.1		ALV10499.1		AMC58921.1
OG0002930	CCC26432.1		ALV10500.1		AMC58922.1
OG0002931	CCC26447.1		ALV10514.1		AMC58939.1
OG0002932	CCC26455.1		ALV10522.1		AMC58949.1
OG0002933	CCC26461.1		ALV10528.1		AMC58957.1
OG0002934	CCC26462.1		ALV10529.1		AMC58958.1
OG0002935	CCC26464.1		ALV10532.1		AMC58961.1
OG0002936	CCC26465.1		ALV10533.1		AMC58963.1
OG0002937	CCC26466.1		ALV10534.1		AMC58964.1
OG0002938	CCC26469.1		ALV10536.1		AMC58967.1
OG0002939	CCC26470.1		ALV10537.1		AMC58968.1
OG0002940	CCC26488.1		ALV10554.1		AMC58987.1
OG0002941	CCC26489.1		ALV10555.1		AMC58988.1
OG0002942	CCC26491.1		ALV12937.1		AMC58990.1
OG0002943	CCC26492.1		ALV10557.1		AMC58991.1
OG0002944	CCC26493.1		ALV10558.1		AMC58992.1
OG0002945	CCC26497.1		ALV10560.1		AMC58996.1
OG0002946	CCC26507.1		ALV10567.1		AMC59007.1
OG0002947	CCC26508.1		ALV10568.1		AMC59008.1
OG0002948	CCC26512.1		ALV10572.1		AMC59012.1
OG0002949	CCC26513.1		ALV10573.1		AMC59013.1
OG0002950	CCC26518.1		ALV10578.1		AMC59018.1
OG0002951	CCC26523.1		ALV10583.1		AMC59023.1
OG0002952	CCC26524.1		ALV10584.1		AMC59024.1
OG0002953	CCC26533.1		ALV10594.1		AMC59034.1
OG0002954	CCC26537.1		ALV12943.1		AMC59039.1
OG0002955	CCC26562.1		ALV10624.1		AMC59070.1
OG0002956	CCC26564.1		ALV10626.1		AMC59072.1
OG0002957	CCC26577.1		ALV10639.1		AMC59088.1
OG0002958	CCC26585.1		ALV10646.1		AMC59096.1
OG0002959	CCC26586.1		ALV10647.1		AMC59097.1
OG0002960	CCC26590.1		ALV12947.1		AMC59102.1
OG0002961	CCC26591.1		ALV10650.1		AMC59103.1
OG0002962	CCC26594.1		ALV10652.1		AMC59106.1
OG0002963	CCC26597.1		ALV10655.1		AMC59108.1
OG0002964	CCC26598.1		ALV12949.1		AMC59109.1
OG0002965	CCC26599.1		ALV10656.1		AMC59110.1
OG0002966	CCC26601.1		ALV12950.1		AMC59111.1
OG0002967	CCC26602.1		ALV10657.1		AMC59112.1
OG0002968	CCC26610.1	AAS03548.1			AMC59120.1
OG0002969	CCC26611.1	AAS03549.1			AMC59121.1
OG0002970	CCC26617.1		ALV10659.1		AMC59128.1
OG0002971	CCC26618.1		ALV10660.1		AMC61180.1
OG0002972	CCC26619.1		ALV12951.1		AMC59129.1
OG0002973	CCC26624.1		ALV10664.1		AMC59138.1
OG0002974	CCC26627.1		ALV10667.1		AMC59142.1
OG0002975	CCC26629.1		ALV10669.1		AMC59144.1
OG0002976	CCC26633.1		ALV10673.1		AMC59149.1
OG0002977	CCC26640.1		ALV10680.1		AMC59156.1
OG0002978	CCC26650.1		ALV10689.1		AMC59167.1
OG0002979	CCC26651.1		ALV10690.1		AMC59168.1
OG0002980	CCC26652.1		ALV10691.1		AMC59169.1
OG0002981	CCC26653.1		ALV10692.1		AMC59170.1
OG0002982	CCC26659.1		ALV10697.1		AMC59176.1
OG0002983	CCC26660.1		ALV10698.1		AMC59177.1
OG0002984	CCC26661.1	AAS03585.1			AMC59178.1
OG0002985	"CCC26672.1, CCC28550.1"				AMC61253.1
OG0002986	CCC26699.1		ALV10728.1		AMC59215.1
OG0002987	CCC26708.1	AAS03634.1	ALV10737.1		
OG0002988	CCC26730.1		ALV10756.1		AMC59249.1
OG0002989	CCC26735.1		ALV10761.1		AMC59255.1
OG0002990	CCC26757.1		ALV10777.1		AMC59276.1
OG0002991	CCC26758.1		ALV12967.1		AMC59277.1
OG0002992	CCC26759.1		ALV10778.1		AMC59278.1
OG0002993	CCC26760.1		ALV10779.1		AMC59279.1
OG0002994	CCC26761.1		ALV10780.1		AMC59280.1
OG0002995	CCC26762.1		ALV10781.1		AMC59282.1
OG0002996	CCC26763.1		ALV10782.1		AMC59284.1
OG0002997	CCC26764.1		ALV10783.1		AMC59285.1
OG0002998	CCC26765.1		ALV10784.1		AMC59286.1
OG0002999	CCC26766.1		ALV10785.1		AMC59287.1
OG0003000	CCC26767.1		ALV10786.1		AMC59288.1
OG0003001	CCC26768.1		ALV10787.1		AMC59289.1
OG0003002	CCC26769.1		ALV10788.1		AMC59290.1
OG0003003	CCC26770.1		ALV10789.1		AMC59291.1
OG0003004	CCC26792.1		ALV10808.1		AMC59318.1
OG0003005	CCC26794.1		ALV10810.1		AMC59320.1
OG0003006	CCC26795.1		ALV10811.1		AMC59322.1
OG0003007	CCC26796.1		ALV10812.1		AMC59323.1
OG0003008	CCC26803.1		ALV10819.1		AMC59331.1
OG0003009	CCC26804.1		ALV10820.1		AMC59332.1
OG0003010	CCC26805.1		ALV10821.1		AMC59333.1
OG0003011	CCC26806.1		ALV10822.1		AMC59334.1
OG0003012	CCC26809.1		ALV10824.1		AMC59338.1
OG0003013	CCC26810.1		ALV10825.1		AMC59339.1
OG0003014	CCC26813.1		ALV10827.1		AMC59342.1
OG0003015	CCC26814.1		ALV10828.1		AMC59343.1
OG0003016	CCC26815.1		ALV10829.1		AMC59344.1
OG0003017	CCC26816.1		ALV10830.1		AMC59345.1
OG0003018	CCC26819.1		ALV10832.1		AMC59348.1
OG0003019	CCC26820.1		ALV10833.1		AMC59349.1
OG0003020	CCC26822.1		ALV12973.1		AMC59351.1
OG0003021	CCC26823.1		ALV10835.1		AMC59353.1
OG0003022	CCC26824.1		ALV10836.1		AMC59355.1
OG0003023	CCC26826.1		ALV10838.1		AMC59358.1
OG0003024	CCC26827.1		ALV12975.1		AMC59359.1
OG0003025	CCC26828.1		ALV10839.1		AMC59360.1
OG0003026	CCC26829.1		ALV10840.1		AMC59361.1
OG0003027	CCC26830.1		ALV10841.1		AMC59362.1
OG0003028	CCC26833.1		ALV10844.1		AMC59365.1
OG0003029	CCC26834.1		ALV10845.1		AMC59366.1
OG0003030	CCC26838.1		ALV10848.1		AMC59370.1
OG0003031	CCC26846.1		ALV10855.1		AMC59379.1
OG0003032	CCC26851.1		ALV10860.1		AMC59389.1
OG0003033	CCC26852.1		ALV10861.1		AMC59390.1
OG0003034	CCC26853.1		ALV12979.1		AMC59391.1
OG0003035	CCC26859.1		ALV10865.1		AMC59394.1
OG0003036	CCC26861.1		ALV10867.1		AMC59396.1
OG0003037	CCC26862.1		ALV10868.1		AMC59398.1
OG0003038	CCC26863.1		ALV10869.1		AMC59399.1
OG0003039	CCC26866.1		ALV10871.1		AMC59402.1
OG0003040	CCC26867.1		ALV10872.1		AMC59403.1
OG0003041	CCC26870.1		ALV12981.1		AMC59406.1
OG0003042	CCC26891.1		ALV10891.1		AMC59427.1
OG0003043	CCC26893.1		ALV10893.1		AMC59429.1
OG0003044	CCC26896.1		ALV10897.1		AMC59433.1
OG0003045	CCC26898.1		ALV10899.1		AMC59434.1
OG0003046	CCC26899.1		ALV10900.1		AMC59437.1
OG0003047	CCC26905.1		ALV10905.1		AMC59444.1
OG0003048	CCC26923.1	AAS03861.1	ALV10922.1		
OG0003049	CCC26925.1		ALV10924.1		AMC59464.1
OG0003050	CCC26927.1		ALV10926.1		AMC59466.1
OG0003051	CCC26930.1		ALV10929.1		AMC59470.1
OG0003052	CCC26931.1		ALV10930.1		AMC59471.1
OG0003053	CCC26940.1		ALV10939.1		AMC59480.1
OG0003054	CCC26941.1		ALV10940.1		AMC59481.1
OG0003055	CCC26942.1		ALV10941.1		AMC59482.1
OG0003056	CCC26943.1		ALV10942.1		AMC59483.1
OG0003057	CCC26944.1		ALV10943.1		AMC59484.1
OG0003058	CCC26945.1		ALV10944.1		AMC59485.1
OG0003059	CCC26956.1		ALV10955.1		AMC59496.1
OG0003060	CCC26992.1		ALV10986.1		AMC59536.1
OG0003061	CCC26993.1		ALV10987.1		AMC59538.1
OG0003062	CCC26997.1		ALV12992.1		AMC59542.1
OG0003063	CCC27000.1		ALV10992.1		AMC59546.1
OG0003064	CCC27004.1		ALV10995.1		AMC59550.1
OG0003065	CCC27005.1		ALV10996.1		AMC59551.1
OG0003066	CCC27006.1	AAS03959.1	ALV10997.1		
OG0003067	CCC27007.1		ALV10998.1		AMC59553.1
OG0003068	CCC27014.1		ALV11003.1		AMC59561.1
OG0003069	CCC27017.1		ALV11005.1		AMC59565.1
OG0003070	CCC27020.1		ALV12995.1		AMC59569.1
OG0003071	CCC27022.1	AAS04387.1	ALV11009.1		
OG0003072	CCC27027.1		ALV11014.1		AMC59577.1
OG0003073	CCC27032.1		ALV11018.1		AMC59582.1
OG0003074	CCC27033.1		ALV11019.1		AMC59583.1
OG0003075	CCC27034.1		ALV11020.1		AMC59584.1
OG0003076	CCC27035.1		ALV11021.1		AMC59585.1
OG0003077	CCC27036.1		ALV12997.1		AMC59586.1
OG0003078	CCC27037.1		ALV11022.1		AMC59587.1
OG0003079	CCC27040.1		ALV11025.1		AMC59591.1
OG0003080	CCC27041.1		ALV11027.1		AMC59592.1
OG0003081	CCC27042.1		ALV11028.1		AMC59593.1
OG0003082	CCC27043.1		ALV11029.1		AMC59594.1
OG0003083	CCC27044.1		ALV11030.1		AMC59595.1
OG0003084	CCC27046.1		ALV11032.1		AMC59597.1
OG0003085	CCC27048.1		ALV11034.1		AMC59599.1
OG0003086	CCC27049.1		ALV11035.1		AMC59600.1
OG0003087	CCC27050.1		ALV11036.1		AMC59601.1
OG0003088	CCC27051.1		ALV11037.1		AMC59602.1
OG0003089	CCC27052.1		ALV11038.1		AMC59603.1
OG0003090	CCC27054.1		ALV11039.1		AMC59605.1
OG0003091	CCC27055.1		ALV11040.1		AMC59607.1
OG0003092	CCC27061.1		ALV11046.1		AMC59614.1
OG0003093	CCC27063.1		ALV11048.1		AMC59617.1
OG0003094	CCC27064.1		ALV11050.1		AMC59620.1
OG0003095	CCC27066.1		ALV11053.1		AMC59623.1
OG0003096	CCC27067.1		ALV11054.1		AMC59624.1
OG0003097	CCC27068.1	AAS04023.1	ALV11055.1		
OG0003098	CCC27069.1		ALV11056.1		AMC59626.1
OG0003099	CCC27070.1		ALV11057.1		AMC59627.1
OG0003100	CCC27071.1		ALV11058.1		AMC59628.1
OG0003101	CCC27072.1		ALV11060.1		AMC59630.1
OG0003102	CCC27074.1		ALV11063.1		AMC59633.1
OG0003103	CCC27075.1		ALV12999.1		AMC59634.1
OG0003104	CCC27076.1		ALV11064.1		AMC59635.1
OG0003105	CCC27078.1		ALV11065.1		AMC59637.1
OG0003106	CCC27079.1		ALV11066.1		AMC59638.1
OG0003107	CCC27080.1		ALV11067.1		AMC59639.1
OG0003108	CCC27081.1		ALV11068.1		AMC59640.1
OG0003109	CCC27083.1		ALV11070.1		AMC59642.1
OG0003110	CCC27085.1		ALV11071.1		AMC59644.1
OG0003111	CCC27090.1		ALV11076.1		AMC59650.1
OG0003112	CCC27091.1		ALV11077.1		AMC59651.1
OG0003113	CCC27092.1		ALV11078.1		AMC59652.1
OG0003114	CCC27093.1		ALV11079.1		AMC59653.1
OG0003115	CCC27094.1		ALV11080.1		AMC59654.1
OG0003116	CCC27095.1		ALV11081.1		AMC59655.1
OG0003117	CCC27096.1		ALV11082.1		AMC59656.1
OG0003118	CCC27098.1		ALV11084.1		AMC59658.1
OG0003119	CCC27099.1		ALV11085.1		AMC59659.1
OG0003120	CCC27100.1		ALV13002.1		AMC59660.1
OG0003121	CCC27101.1		ALV11086.1		AMC59661.1
OG0003122	CCC27102.1		ALV11087.1		AMC59662.1
OG0003123	CCC27105.1		ALV11089.1		AMC59665.1
OG0003124	CCC27106.1		ALV11090.1		AMC59666.1
OG0003125	CCC27107.1		ALV11091.1		AMC59667.1
OG0003126	CCC27108.1		ALV13004.1		AMC59669.1
OG0003127	CCC27109.1		ALV11092.1		AMC59670.1
OG0003128	CCC27113.1		ALV11096.1		AMC59674.1
OG0003129	CCC27114.1		ALV11097.1		AMC59675.1
OG0003130	CCC27115.1		ALV13005.1		AMC59676.1
OG0003131	CCC27116.1		ALV11098.1		AMC59677.1
OG0003132	CCC27120.1		ALV11102.1		AMC59681.1
OG0003133	CCC27129.1		ALV11110.1		AMC59691.1
OG0003134	CCC27143.1		ALV11122.1		AMC59708.1
OG0003135	CCC27148.1		ALV11125.1		AMC59713.1
